Number of Runs,1,,,,,,
,,,,,,,
Number of Generations,1000,,,,,,
,,,,,,,
N (Size of Cromosome),100,,,,,,
,,,,,,,
P (Size of Population),1000,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Selection,Survivor,,,,,,
,,,,,,,
Survivor Elite percentage,0.2,,,,,,
,,,,,,,
Crossover,Uniform,,,,,,
,,,,,,,
Uniform probablitly,0.5,,,,,,
,,,,,,,
Mutation,Creep,,,,,,
,,,,,,,
Step size,0.5,Mutation Rate,0.02,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene),,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Run 1,,,,,,,
,,,,,,,
Generations,Mean,Lowest,,,,,
,,,,,,,
Generation 1,1790.344738,1508.671479,,,,,
,,,,,,,
Generation 2,1678.393678,1421.338902,,,,,
,,,,,,,
Generation 3,1590.80276,1278.310582,,,,,
,,,,,,,
Generation 4,1498.386324,1204.061466,,,,,
,,,,,,,
Generation 5,1410.288819,1164.956912,,,,,
,,,,,,,
Generation 6,1330.072424,1106.342392,,,,,
,,,,,,,
Generation 7,1255.140381,1023.692026,,,,,
,,,,,,,
Generation 8,1180.133502,950.8363125,,,,,
,,,,,,,
Generation 9,1119.620124,935.2615392,,,,,
,,,,,,,
Generation 10,1046.552498,855.7741803,,,,,
,,,,,,,
Generation 11,977.7029963,785.2642541,,,,,
,,,,,,,
Generation 12,908.6081193,722.3237052,,,,,
,,,,,,,
Generation 13,857.0028272,671.7454589,,,,,
,,,,,,,
Generation 14,807.2791391,657.1277224,,,,,
,,,,,,,
Generation 15,763.1919993,612.6460067,,,,,
,,,,,,,
Generation 16,710.5154003,549.6271168,,,,,
,,,,,,,
Generation 17,677.778287,520.488539,,,,,
,,,,,,,
Generation 18,628.2032476,479.5168612,,,,,
,,,,,,,
Generation 19,596.6624228,446.0116133,,,,,
,,,,,,,
Generation 20,567.1875433,428.6145234,,,,,
,,,,,,,
Generation 21,524.7012675,409.9519427,,,,,
,,,,,,,
Generation 22,489.8110865,373.3944909,,,,,
,,,,,,,
Generation 23,475.3072524,363.3525915,,,,,
,,,,,,,
Generation 24,444.2537988,337.4735074,,,,,
,,,,,,,
Generation 25,426.679244,317.3590237,,,,,
,,,,,,,
Generation 26,412.6534514,314.5525491,,,,,
,,,,,,,
Generation 27,383.4996672,298.9340966,,,,,
,,,,,,,
Generation 28,373.8386549,281.5771114,,,,,
,,,,,,,
Generation 29,347.5950852,259.1696895,,,,,
,,,,,,,
Generation 30,328.0150457,251.6402822,,,,,
,,,,,,,
Generation 31,311.641579,228.9919875,,,,,
,,,,,,,
Generation 32,308.2532806,215.2311481,,,,,
,,,,,,,
Generation 33,304.3836383,211.3731051,,,,,
,,,,,,,
Generation 34,282.6965748,207.4707142,,,,,
,,,,,,,
Generation 35,270.1247159,203.5684566,,,,,
,,,,,,,
Generation 36,257.7798556,200.518434,,,,,
,,,,,,,
Generation 37,247.2691529,185.4486559,,,,,
,,,,,,,
Generation 38,251.9164979,181.4694943,,,,,
,,,,,,,
Generation 39,250.195127,174.4090423,,,,,
,,,,,,,
Generation 40,234.053848,166.4479268,,,,,
