Number of Runs,1
Number of Generations,100
N (Size of Cromosome),100
P (Size of Population),100

Selection,Survivor
Survivor Elite percentage,0.4
Crossover,Uniform
Uniform probablitly,0.7
Mutation,Creep
Step size,0.5,Mutation Rate,0.02

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,
Generations,Mean,Lowest,All Gene Stand Div,
Generation 1,1769.4104287320058,1574.8582465186541,2.8668613973661095,
Generation 2,1713.0765912702136,1601.0857551173744,2.809603583808399,
Generation 3,1660.3529303360735,1463.1179456037908,2.7409716419657086,
Generation 4,1598.6793357719853,1377.1244613195163,2.6884411588353685,
Generation 5,1542.516331739265,1349.670668185888,2.624934834998379,
Generation 6,1471.4589621562163,1217.4453814095864,2.5643005590736276,
Generation 7,1409.3439431573167,1181.7885887271223,2.4975307658454615,
Generation 8,1339.192755511414,1182.1470714176805,2.4223881232427167,
Generation 9,1289.43008637135,1110.6370690140416,2.372471871274285,
Generation 10,1250.1840036777767,1098.2775954135466,2.3314933326575518,
Generation 11,1206.6661126455795,1035.0734677118337,2.286134577588619,
Generation 12,1161.6570811379156,1003.4019378373823,2.2428921727916395,
Generation 13,1109.3719376736908,970.149388735178,2.1803280054759293,
Generation 14,1068.816745669426,948.4752410914759,2.1405443053227526,
Generation 15,1031.3461731849184,928.6163863441968,2.09350550157516,
Generation 16,1007.482441465416,891.7473577934957,2.076959604283311,
Generation 17,975.8652251597564,862.8398724543065,2.0376823217537607,
Generation 18,944.1818071289973,830.6776922092153,2.0099977705348984,
Generation 19,908.931729610476,787.53281959703,1.9709649555889739,
Generation 20,878.6356865304074,728.1391662735464,1.9371880664231031,
Generation 21,840.3015710074792,743.3196456463413,1.8978848168468596,
Generation 22,807.9818049056375,721.0977924226767,1.8568042728085434,
Generation 23,777.4609283551098,681.0961752317396,1.8117655993920834,
Generation 24,753.0615506760956,671.267691495713,1.7921990181545322,
Generation 25,734.0614395507669,636.7957220859566,1.7759275970773187,
Generation 26,708.7645110682662,619.1289136425502,1.7311090342303204,
Generation 27,681.6739375095636,596.133382088301,1.7039908318960686,
Generation 28,660.5718047288033,579.7586470657473,1.6859281253038085,
Generation 29,643.8079849338358,572.6525579885238,1.6646277177855384,
Generation 30,621.5028261825553,537.0097909096561,1.632917547487226,
Generation 31,605.7496377117666,529.3624939942432,1.6133236264309783,
Generation 32,584.7084430824432,511.2040511631673,1.5997950601646789,
Generation 33,563.7521900404292,498.42768780344943,1.5736498318002239,
Generation 34,548.717678382541,482.34810247034363,1.5447673426093131,
Generation 35,533.202476809586,464.04879293190834,1.5257852074205167,
Generation 36,524.8032953181416,470.65789602445136,1.5032103963851347,
Generation 37,514.8306126002133,460.84414646145206,1.4997333714892538,
Generation 38,502.9064335655148,441.7208858662781,1.4890586662364738,
Generation 39,492.63044317746034,435.609708167048,1.4756245226690576,
Generation 40,479.72215775133895,421.94704639135875,1.4554293300713326,
Generation 41,472.8991865071358,414.9533081831571,1.4428551166875587,
Generation 42,463.2632279182102,410.22141842119584,1.4370866859032354,
Generation 43,455.2461469366873,401.0569178443362,1.4332838500580969,
Generation 44,446.2774263796029,387.87872698887725,1.4203734954464478,
Generation 45,434.90763105999923,389.2002575444477,1.400401863285882,
Generation 46,426.78852669475395,386.07348465258303,1.3900608278130488,
Generation 47,421.6315939683934,372.78381423226017,1.3851649274419688,
Generation 48,414.1297809434696,369.31061732655587,1.3748846120058225,
Generation 49,410.4045000859497,364.3040769014525,1.374160977720412,
Generation 50,404.6040704365849,365.167599184643,1.372072479176253,
Generation 51,401.17219672268607,361.8364463885099,1.3648468641488019,
Generation 52,396.6346403481644,342.23978846070054,1.3544272159478405,
Generation 53,392.45645232651356,338.29299573760295,1.3485603142183293,
Generation 54,387.82013768428004,335.81540843781204,1.3419179206429057,
Generation 55,382.6418161026148,333.3914506890542,1.339032189779035,
Generation 56,378.06187704013644,326.87467840260535,1.3365792613487084,
Generation 57,371.7989699778925,326.055940120483,1.3325718565135354,
Generation 58,366.86862017975693,327.0737088902548,1.3371199462367382,
Generation 59,363.744223328117,326.2800217447634,1.3346881828133805,
Generation 60,363.88460690400626,323.1833912299535,1.3319920700631165,
Generation 61,364.73625590843653,312.787206024145,1.3287038422589825,
Generation 62,358.43751380660404,311.8644067956583,1.3249974586422832,
Generation 63,356.177841156355,307.2285911753869,1.3270352885750958,
Generation 64,349.7952245484748,317.6610054146396,1.3273016261811263,
Generation 65,345.3980416375087,308.7940904993236,1.3219854313463422,
Generation 66,342.69678689745217,298.2157606741748,1.3185184408960031,
Generation 67,341.3631924215005,305.4369398148265,1.321136991476823,
Generation 68,335.0251252393692,297.5541241088371,1.3270050374246116,
Generation 69,332.319163123995,302.168857319429,1.333796033469906,
Generation 70,335.251107876588,297.7071631963331,1.3358785735999357,
Generation 71,334.5055554013901,289.1505937787481,1.3325824517421003,
Generation 72,332.4472480797047,279.40037339134574,1.3257343215887532,
Generation 73,329.0255505712305,295.5746679636309,1.3205141333566008,
Generation 74,326.57531171194313,291.89774348360265,1.3164968887415753,
Generation 75,324.5274487206282,295.14585804564786,1.310629126980175,
Generation 76,325.73829191695336,285.93281312716294,1.3093652619789593,
Generation 77,322.9897368861381,288.10971916825645,1.3051676760509132,
Generation 78,322.6417527085139,283.6449056812585,1.3012570873502631,
Generation 79,324.39070243983025,285.2449951264126,1.301410981257414,
Generation 80,321.14750206527526,284.58568166581745,1.2972664629710589,
Generation 81,316.27585268802295,280.6955822656039,1.2938195219880961,
Generation 82,312.9361324819544,276.33006449856816,1.290910578304631,
Generation 83,315.5155956551197,279.4089780817186,1.28964192805503,
Generation 84,310.9641072331684,264.7491676291263,1.292430470011284,
Generation 85,313.1547041188162,273.1196186395317,1.294250057528567,
Generation 86,306.8261767508446,271.71779666511486,1.295010232211153,
Generation 87,305.6460794141993,270.68002999693556,1.2943288052379223,
Generation 88,300.78478044554157,267.61124268525816,1.2905095973030938,
Generation 89,301.91381272924787,262.5857149947245,1.288509310125111,
Generation 90,299.81817667484063,265.63047947835196,1.2885360635369434,
Generation 91,297.4600903532084,260.8778432010298,1.2861384350875875,
Generation 92,298.56136387173467,260.56724821645605,1.2846786624947566,
Generation 93,296.4085232836825,256.8819931618291,1.284212753836783,
Generation 94,295.2576513964529,256.83102982176376,1.2845366195548462,
Generation 95,291.6829650592616,258.408179000715,1.2830516163741619,
Generation 96,293.71106275640045,251.6499150391112,1.2832838125048924,
Generation 97,294.1990067668132,256.4785263567162,1.2847750102748314,
Generation 98,295.4499856990136,261.6942034799208,1.2837524976227739,
Generation 99,289.7140615358538,252.95059641974672,1.2820236237210427,
Generation 100,291.8637466396327,247.19506059600042,1.2813433045541598,
Best,289.7140615358538,247.19506059600042,
Generation,99,100,

1,6,-,3,1,-,2,4
