Number of Runs,1,,,,,,
,,,,,,,
Number of Generations,100,,,,,,
,,,,,,,
N (Size of Cromosome),100,,,,,,
,,,,,,,
P (Size of Population),100,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Selection,Survivor,,,,,,
,,,,,,,
Survivor Elite percentage,0.2,,,,,,
,,,,,,,
Crossover,Uniform,,,,,,
,,,,,,,
Uniform probablitly,0.5,,,,,,
,,,,,,,
Mutation,Creep,,,,,,
,,,,,,,
Step size,3,Mutation Rate,0.4,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene),,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Run 1,,,,,,,
,,,,,,,
Generations,Mean,Lowest,,,,,
,,,,,,,
Generation 1,1814.898232,1617.50593,,,,,
,,,,,,,
Generation 2,1761.384747,1504.39761,,,,,
,,,,,,,
Generation 3,1713.679943,1492.397001,,,,,
,,,,,,,
Generation 4,1671.577463,1497.711631,,,,,
,,,,,,,
Generation 5,1638.325393,1456.304168,,,,,
,,,,,,,
Generation 6,1598.797377,1367.010298,,,,,
,,,,,,,
Generation 7,1568.633138,1315.152859,,,,,
,,,,,,,
Generation 8,1530.639861,1310.506389,,,,,
,,,,,,,
Generation 9,1493.891898,1315.589145,,,,,
,,,,,,,
Generation 10,1454.877654,1236.965631,,,,,
,,,,,,,
Generation 11,1422.033588,1216.037244,,,,,
,,,,,,,
Generation 12,1398.024893,1187.638115,,,,,
,,,,,,,
Generation 13,1374.467939,1196.333826,,,,,
,,,,,,,
Generation 14,1345.855622,1171.873932,,,,,
,,,,,,,
Generation 15,1324.602579,1173.047728,,,,,
,,,,,,,
Generation 16,1310.065965,1154.425262,,,,,
,,,,,,,
Generation 17,1292.503285,1092.636227,,,,,
,,,,,,,
Generation 18,1270.924521,1082.935565,,,,,
,,,,,,,
Generation 19,1255.949562,1035.028888,,,,,
,,,,,,,
Generation 20,1243.613402,1034.412504,,,,,
,,,,,,,
Generation 21,1223.983202,1004.567056,,,,,
,,,,,,,
Generation 22,1214.278842,1064.675704,,,,,
,,,,,,,
Generation 23,1208.82022,1007.959751,,,,,
,,,,,,,
Generation 24,1179.599534,994.1400039,,,,,
,,,,,,,
Generation 25,1165.616951,1029.258508,,,,,
,,,,,,,
Generation 26,1155.281062,970.3301922,,,,,
,,,,,,,
Generation 27,1149.28796,988.6283307,,,,,
,,,,,,,
Generation 28,1132.310138,948.392365,,,,,
,,,,,,,
Generation 29,1114.844126,969.7197056,,,,,
,,,,,,,
Generation 30,1108.588791,982.4948962,,,,,
,,,,,,,
Generation 31,1108.95169,931.9377492,,,,,
,,,,,,,
Generation 32,1093.878526,924.1749613,,,,,
,,,,,,,
Generation 33,1088.521835,937.702484,,,,,
,,,,,,,
Generation 34,1087.059913,922.5462453,,,,,
,,,,,,,
Generation 35,1075.723471,927.8780954,,,,,
,,,,,,,
Generation 36,1076.198348,947.3359685,,,,,
,,,,,,,
Generation 37,1076.246608,929.8220655,,,,,
,,,,,,,
Generation 38,1063.348616,912.68431,,,,,
,,,,,,,
Generation 39,1063.494046,932.2643127,,,,,
,,,,,,,
Generation 40,1210.942687,950.8908408,,,,,
