Number of Runs,5
Number of Generations,100
N (Size of Cromosome),100
P (Size of Population),200

Selection,Survivor
Survivor Elite percentage,0.2
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,0.5,Mutation Rate,0.02

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,,Run 2,,,,Run 3,,,,Run 4,,,,Run 5,,,
Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,
Generation 1,1804.8489952658576,1604.3078622293137,,Generation 1,1775.3560393971713,1489.4311607469017,,Generation 1,1799.3452044172652,1559.1921345295495,,Generation 1,1814.7205448560164,1533.0003270541793,,Generation 1,1805.4300647417313,1529.2345241267296,
Generation 2,1708.4353461018306,1539.0034868955731,,Generation 2,1662.9117184553484,1474.9138772091778,,Generation 2,1688.9073941971055,1415.8712173558079,,Generation 2,1699.6469967801384,1435.7772596681364,,Generation 2,1699.009077820674,1534.9660577656177,
Generation 3,1639.2237840652801,1445.5029833064116,,Generation 3,1571.3150078738774,1356.078732056766,,Generation 3,1590.4843318313228,1342.7495518752316,,Generation 3,1592.4781763135877,1380.728871392692,,Generation 3,1614.6800773488817,1387.9077369036897,
Generation 4,1556.6588228124226,1311.7726719957348,,Generation 4,1483.789169366781,1212.498474352037,,Generation 4,1517.0026620914055,1325.8320417821192,,Generation 4,1507.784195779934,1320.1829261839289,,Generation 4,1528.0946136036794,1303.4760363154417,
Generation 5,1464.6538654481596,1254.5305895868885,,Generation 5,1387.328827933999,1217.832844088921,,Generation 5,1445.2745278317689,1215.5030905604222,,Generation 5,1429.5531749247393,1261.8593085383218,,Generation 5,1423.924747292795,1232.211080674511,
Generation 6,1377.9843704012899,1205.6438531855974,,Generation 6,1318.7195614306618,1092.0879443031054,,Generation 6,1366.771215375401,1193.7934160660536,,Generation 6,1349.690397755767,1157.050714821661,,Generation 6,1357.8465221778708,1161.0567951590435,
Generation 7,1288.825095179413,1103.4107476645231,,Generation 7,1248.8077534557624,1058.3266862283424,,Generation 7,1286.8994243640611,1076.0290903982793,,Generation 7,1283.9758437238843,1124.4824892658594,,Generation 7,1281.5348788461422,1090.2278201023514,
Generation 8,1226.323275806157,1031.443567823453,,Generation 8,1179.236399921894,994.5707129520985,,Generation 8,1224.3672316538325,1068.0904918732379,,Generation 8,1209.3799332813514,1042.0141820718409,,Generation 8,1216.0675539003294,1045.209990085036,
Generation 9,1152.0479701536642,982.886859714788,,Generation 9,1110.0679011933714,896.4113267611508,,Generation 9,1154.096626347566,981.0939132811617,,Generation 9,1140.411323972969,966.8294795503406,,Generation 9,1152.510482904857,978.3097019215367,
Generation 10,1078.6664088359562,926.8197109739098,,Generation 10,1037.2385444009096,861.1715486503573,,Generation 10,1088.5130497095586,934.4537688509124,,Generation 10,1076.8618559105887,934.3474382023601,,Generation 10,1090.9243636088945,864.7388522882367,
Generation 11,1008.7473394348032,832.2222408668721,,Generation 11,987.5164767740855,865.1709535096603,,Generation 11,1033.1416160981985,890.6581977199418,,Generation 11,1016.0556796454721,851.0269457317709,,Generation 11,1020.3331489975546,800.2176031801013,
Generation 12,953.2064700041533,832.578861603464,,Generation 12,929.5249720622481,767.3715778561156,,Generation 12,979.0125997450053,786.9017791978004,,Generation 12,961.9587054295247,827.047450667043,,Generation 12,950.0869313937272,784.170633317689,
Generation 13,903.0603691963373,791.9211264932397,,Generation 13,880.5468791866256,754.2504263637053,,Generation 13,919.3533673353481,797.1115250245964,,Generation 13,911.2437950329421,804.0044645588139,,Generation 13,887.8475816465469,752.0752086506916,
Generation 14,860.8195573499614,709.1171789625994,,Generation 14,836.531868790752,715.1032702370461,,Generation 14,859.894573144623,683.228547494295,,Generation 14,869.3993286592445,758.5206608567814,,Generation 14,829.7595811922906,690.7411584092345,
Generation 15,812.4785611711565,689.183821166689,,Generation 15,793.3955810928934,660.0634651802833,,Generation 15,805.7047128875042,650.2170589146604,,Generation 15,820.4822637608734,700.1612702271601,,Generation 15,787.1626651423878,627.8874262747293,
Generation 16,766.5834400918138,645.1261021569026,,Generation 16,755.2796594847656,654.3830036031914,,Generation 16,753.1315794368379,610.6811954823974,,Generation 16,774.7541088794025,669.6882382392084,,Generation 16,735.7549305359344,632.5714345869383,
Generation 17,733.7931389951814,610.5496893873882,,Generation 17,715.1665574084006,619.6064337833761,,Generation 17,707.2953473889211,590.854971854528,,Generation 17,733.5385979091988,624.281307537423,,Generation 17,697.8347511920459,579.0298127270495,
Generation 18,692.9121245081693,564.9810061594546,,Generation 18,682.4448365257858,587.2366066683808,,Generation 18,658.3319596812846,565.7213890958507,,Generation 18,698.8483546388069,593.3801997358169,,Generation 18,657.9966711670169,550.6498817999238,
Generation 19,658.6489785068889,549.3204561964444,,Generation 19,654.3700056200912,562.244168754391,,Generation 19,628.8821227162642,518.3521338267276,,Generation 19,662.4689654449663,558.6143734632831,,Generation 19,626.9632192227403,504.0065184603913,
Generation 20,622.152834244454,523.2939046050257,,Generation 20,622.6872592551646,523.1584592143233,,Generation 20,592.8887684814337,504.26678643416415,,Generation 20,625.4934122944762,524.7065623780261,,Generation 20,602.332692290469,500.04729879106645,
Generation 21,593.089277195256,505.4318233869729,,Generation 21,603.2060337650738,534.264683740431,,Generation 21,557.6576877221349,471.9646408455535,,Generation 21,592.2920897992768,511.3011719215526,,Generation 21,574.1577535076377,483.7061810462667,
Generation 22,570.157177491645,495.42020476022503,,Generation 22,580.2892190013878,500.8742097953892,,Generation 22,527.0762991163004,450.67230686701794,,Generation 22,566.9565622114792,497.37484263336404,,Generation 22,546.8432315472812,464.4449089105874,
Generation 23,546.1230142528385,482.40291559588877,,Generation 23,559.87102935434,485.3372854311435,,Generation 23,505.2267667524938,427.4155385110572,,Generation 23,544.1101758352817,475.9180074851175,,Generation 23,527.6979826362112,445.633939557041,
Generation 24,525.8480654489628,426.78159783414014,,Generation 24,536.5717970205875,468.2541662378312,,Generation 24,482.1279015956697,407.5886523775408,,Generation 24,525.1610622216916,468.6714630044312,,Generation 24,506.6633448300392,417.8205633697128,
Generation 25,493.1192075338055,414.83647589221164,,Generation 25,518.0140154797883,453.6734460965562,,Generation 25,468.0678051171574,362.0614622857212,,Generation 25,511.3045019752092,440.35359034350245,,Generation 25,488.8551568502317,421.2033233538432,
Generation 26,476.6858764520051,397.6221478653446,,Generation 26,500.4794674548437,421.63320087433385,,Generation 26,453.26264504174304,395.395749157797,,Generation 26,494.35188390484075,417.21307941698956,,Generation 26,468.50938780799146,394.76801445623084,
Generation 27,459.95881765010495,390.4596658949911,,Generation 27,487.621459781141,430.4750873180691,,Generation 27,435.5995871415593,353.764929348278,,Generation 27,472.5072961387936,406.0901291766594,,Generation 27,449.2805810182612,379.87537699504,
Generation 28,445.6574249655516,381.3374781094103,,Generation 28,470.04112544964283,401.4837480849541,,Generation 28,419.2410797004158,361.9580855130546,,Generation 28,454.4868284028407,386.3927703771417,,Generation 28,432.2265918969806,360.3851502817181,
Generation 29,432.37917800387504,377.4904228186948,,Generation 29,452.5099533617707,397.65951430901,,Generation 29,410.4469206081914,351.1202520408905,,Generation 29,438.75409845636744,381.7052191623485,,Generation 29,418.554442505836,364.53715542592204,
Generation 30,419.0459414334787,344.542274340516,,Generation 30,435.9819308082541,389.0945241467954,,Generation 30,401.9996682321448,348.9865568351919,,Generation 30,425.2224646897364,366.4448495923966,,Generation 30,406.8570001648557,348.57189954594185,
Generation 31,405.29297767123774,354.41331234106383,,Generation 31,430.2143294850637,374.068975416317,,Generation 31,387.79677480371254,342.1055782579522,,Generation 31,410.14579335840097,360.2023491201453,,Generation 31,399.01148369923516,337.2083033903202,
Generation 32,391.6643006999407,345.6473961360955,,Generation 32,420.6777261381969,367.2754811673475,,Generation 32,373.6684955178186,320.1137266915606,,Generation 32,393.34885491360706,344.53109777431894,,Generation 32,386.41142445148654,323.59599227008914,
Generation 33,377.9656467971552,327.66410830547204,,Generation 33,411.62980630551516,357.67432577742636,,Generation 33,365.35838173008705,315.7763876080593,,Generation 33,383.1388735358684,342.3230798283985,,Generation 33,378.6401540178792,324.2640968601023,
Generation 34,372.3395194968189,332.6498076353988,,Generation 34,398.3010326100365,354.55574574136267,,Generation 34,356.669104343,295.71955028620346,,Generation 34,379.26588202390036,324.35017536360124,,Generation 34,367.0917994248122,313.4245430602107,
Generation 35,357.06900330624165,322.43855280104117,,Generation 35,392.1149438518353,333.1614270197872,,Generation 35,352.5594451884292,298.1327531447148,,Generation 35,372.44576567264374,324.54207435585863,,Generation 35,360.2141343060681,313.34859412830076,
Generation 36,348.92951295714107,312.0945214312759,,Generation 36,378.2057319821557,313.0124181359778,,Generation 36,343.7165642081737,298.94063757844117,,Generation 36,361.45748868042295,315.46538819193233,,Generation 36,345.7013279889353,294.69129092151684,
Generation 37,344.24034562450674,306.37186889219345,,Generation 37,368.4405530947617,313.41301516830833,,Generation 37,339.2538053609471,297.28087392740065,,Generation 37,351.7852954975449,305.4775621659753,,Generation 37,335.8573754252312,286.16040059949603,
