Number of Runs,1,,,,,,
,,,,,,,
Number of Generations,100,,,,,,
,,,,,,,
N (Size of Cromosome),100,,,,,,
,,,,,,,
P (Size of Population),100,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Selection,Tornamunt,,,,,,
,,,,,,,
Tornamunt Size,2,,,,,,
,,,,,,,
Crossover,One Point,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Mutation,Random Resetting,,,,,,
,,,,,,,
Mutation Rate,0.2,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene),,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Run 1,,,,,,,
,,,,,,,
Generations,Mean,Lowest,,,,,
,,,,,,,
Generation 1,1825.249878,1606.512481,,,,,
,,,,,,,
Generation 2,1802.03454,1598.242296,,,,,
,,,,,,,
Generation 3,1784.306463,1559.584702,,,,,
,,,,,,,
Generation 4,1783.236624,1549.998218,,,,,
,,,,,,,
Generation 5,1782.209944,1552.410019,,,,,
,,,,,,,
Generation 6,1783.251229,1575.019479,,,,,
,,,,,,,
Generation 7,1781.077076,1538.065833,,,,,
,,,,,,,
Generation 8,1765.319588,1542.311967,,,,,
,,,,,,,
Generation 9,1772.15052,1450.86602,,,,,
,,,,,,,
Generation 10,1758.414818,1554.706248,,,,,
,,,,,,,
Generation 11,1755.057783,1476.993369,,,,,
,,,,,,,
Generation 12,1758.531082,1510.516496,,,,,
,,,,,,,
Generation 13,1760.609078,1561.889834,,,,,
,,,,,,,
Generation 14,1761.756965,1478.550319,,,,,
,,,,,,,
Generation 15,1788.47589,1545.523034,,,,,
,,,,,,,
Generation 16,1779.476755,1562.907302,,,,,
,,,,,,,
Generation 17,1736.899014,1524.04822,,,,,
,,,,,,,
Generation 18,1725.455269,1545.532467,,,,,
,,,,,,,
Generation 19,1716.032692,1494.056586,,,,,
,,,,,,,
Generation 20,1689.787702,1493.35913,,,,,
,,,,,,,
Generation 21,1676.363586,1447.689264,,,,,
,,,,,,,
Generation 22,1672.753659,1490.916072,,,,,
,,,,,,,
Generation 23,1659.5896,1462.763794,,,,,
,,,,,,,
Generation 24,1660.27384,1494.36575,,,,,
,,,,,,,
Generation 25,1669.02046,1467.774114,,,,,
,,,,,,,
Generation 26,1674.59326,1466.935316,,,,,
,,,,,,,
Generation 27,1673.251325,1371.045172,,,,,
,,,,,,,
Generation 28,1653.347693,1433.524136,,,,,
,,,,,,,
Generation 29,1662.062652,1480.444239,,,,,
,,,,,,,
Generation 30,1649.84741,1426.627198,,,,,
,,,,,,,
Generation 31,1647.745102,1423.399681,,,,,
,,,,,,,
Generation 32,1647.491376,1479.568219,,,,,
,,,,,,,
Generation 33,1654.568641,1434.363709,,,,,
,,,,,,,
Generation 34,1658.150074,1343.467002,,,,,
,,,,,,,
Generation 35,1646.848594,1411.80567,,,,,
,,,,,,,
Generation 36,1646.699359,1428.43367,,,,,
,,,,,,,
Generation 37,1655.233611,1437.280846,,,,,
,,,,,,,
Generation 38,1669.791443,1473.667157,,,,,
,,,,,,,
Generation 39,1657.903873,1488.81183,,,,,
,,,,,,,
Generation 40,1653.353741,1415.628458,,,,,
,,,,,,,
