Number of Runs,2
Number of Generations,1000
N (Size of Cromosome),5
P (Size of Population),20

Selection,Survivor
Survivor Elite percentage,0.2
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,0.5,Mutation Rate,0.01

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,,Run 2,,,
Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,
Generation 114,5.513298922627148,5.503876404839822,0.8050716962930208,,Generation 114,9.912876654672186,9.71295770367609,1.1393559990095337,
Generation 115,5.506808056712229,5.503876404839822,0.805495495829068,,Generation 115,9.673368396972489,8.921171569603985,1.1384920174192814,
Generation 116,5.503876404839819,5.503876404839822,0.8051644190511923,,Generation 116,9.633779090268884,8.921171569603985,1.1360212085867263,
Generation 117,5.503876404839819,5.503876404839822,0.8051644190511923,,Generation 117,12.193380204193344,8.921171569603985,1.1903524040222104,
Generation 118,5.503876404839819,5.503876404839822,0.8051644190511923,,Generation 118,9.119118103122013,8.921171569603985,1.0711158890124175,
Generation 119,6.550191477187082,5.503876404839822,0.8590526977769126,,Generation 119,8.921171569603985,8.921171569603985,1.0283378274903674,
Generation 120,6.410528473866475,5.503876404839822,0.8041298547018036,,Generation 120,8.921171569603985,8.921171569603985,1.0283378274903674,
Generation 121,5.584298662030946,5.503876404839822,0.8047213397609432,,Generation 121,9.967719523679085,8.921171569603985,1.1082196957025698,
Generation 122,8.87146702322011,5.503876404839822,0.9527531114490185,,Generation 122,9.854892747952386,8.921171569603985,1.0307647673323281,
Generation 123,5.503876404839819,5.503876404839822,0.8051644190511923,,Generation 123,8.992504430498792,8.921171569603985,1.0295089107188784,
Generation 124,5.9322393580406425,5.503876404839822,0.8596817563944348,,Generation 124,8.921171569603985,8.921171569603985,1.0283378274903674,
Generation 125,6.015311253447204,5.503876404839822,0.806842792605624,,Generation 125,8.921171569603985,8.921171569603985,1.0283378274903674,
Generation 126,5.503876404839819,5.503876404839822,0.8051644190511923,,Generation 126,8.963615410132833,8.921171569603985,1.0275737387777726,
Generation 127,6.25788432361537,5.503876404839822,0.8026471570464366,,Generation 127,9.970075291365276,8.921171569603985,1.0384432676066848,
Generation 128,5.51289822421708,5.503876404839822,0.8050750124342728,,Generation 128,11.478273167267517,8.625666743062403,1.027376939145255,
Generation 129,5.444275566034799,4.311859628739391,0.8144738357188428,,Generation 129,8.876845845622746,8.625666743062403,1.026814634828641,
Generation 130,5.5773552234302315,4.311859628739391,0.8285286575003128,,Generation 130,8.788194397660272,8.625666743062403,1.0237196671351254,
Generation 131,4.907868016789605,4.311859628739391,0.8716466217585668,,Generation 131,8.669992467043638,8.625666743062403,1.0194914096220458,
Generation 132,4.371460467544415,4.311859628739391,0.8862429856111989,,Generation 132,14.16041933304623,8.625666743062403,1.2553112619735196,
Generation 133,4.311859628739393,4.311859628739391,0.8853874029736155,,Generation 133,8.790517854623342,8.625666743062403,1.0157117053061973,
Generation 134,4.937465210007136,4.311859628739391,0.8859075324407799,,Generation 134,9.062996624808688,8.625666743062403,1.023514442319103,
Generation 135,5.032983685981208,4.311859628739391,0.8825308250040597,,Generation 135,8.833449147319723,8.625666743062403,1.0154653663068467,
Generation 136,5.076667189048057,4.311859628739391,0.8803798976397568,,Generation 136,8.95654921070173,8.625666743062403,1.016540279824724,
Generation 137,4.311859628739393,4.311859628739391,0.8853874029736155,,Generation 137,8.77353474011616,8.625666743062403,1.0175090954097368,
Generation 138,4.6339562481186265,4.311859628739391,0.8826822174391252,,Generation 138,10.429156462037165,8.625666743062403,1.028285825195217,
Generation 139,6.33697654910223,4.144408431327811,0.8984788098658517,,Generation 139,10.11516113264098,8.625666743062403,1.0600654154533333,
Generation 140,4.286741949127657,4.144408431327811,0.8862967854670107,,Generation 140,8.6256667430624,8.625666743062403,1.0178756036879641,
Generation 141,4.682125202047727,4.144408431327811,0.928751584758068,,Generation 141,10.646004940858244,8.625666743062403,1.0919016322641157,
Generation 142,4.63225066793854,4.144408431327811,0.8844774482209277,,Generation 142,9.020462855591145,8.625666743062403,1.025702283302442,
Generation 143,4.261624269515917,4.144408431327811,0.8872044968968621,,Generation 143,9.448113095360856,8.625666743062403,1.0192456326868522,
Generation 144,4.2113889102924436,4.144408431327811,0.8890149270309938,,Generation 144,9.41689154328464,8.625666743062403,1.0587613466730763,
Generation 145,5.853766162621935,4.144408431327811,1.001386330774653,,Generation 145,9.479390439772793,8.625666743062403,1.0112963345061097,
Generation 146,4.144408431327809,4.144408431327811,0.8914185381363198,,Generation 146,9.884332188561471,8.625666743062403,1.0102063286793084,
Generation 147,4.910369437016348,4.144408431327811,0.8946267233042221,,Generation 147,8.6256667430624,8.625666743062403,1.0178756036879641,
Generation 148,4.144408431327809,4.144408431327811,0.8914185381363198,,Generation 148,9.3927594928785,8.625666743062403,1.072285823074154,
Generation 149,4.978427198432334,4.144408431327811,0.888164570019109,,Generation 149,8.6256667430624,8.625666743062403,1.0178756036879641,
Generation 150,4.925611795750797,4.144408431327811,0.9686244454497271,,Generation 150,12.599313088886039,7.082772070050325,1.3014512971393775,
Generation 151,4.144408431327809,4.144408431327811,0.8914185381363198,,Generation 151,8.317087808459984,7.082772070050325,1.021089421933994,
Generation 152,4.493548822631681,4.144408431327811,0.893634982619822,,Generation 152,9.050994439230111,7.082772070050325,1.0209247543581137,
Generation 153,4.856875801965151,4.144408431327811,0.8883618871496782,,Generation 153,7.414476594286816,7.082772070050325,1.022507458586179,
Generation 154,4.144408431327809,4.144408431327811,0.8914185381363198,,Generation 154,7.32583875106973,7.082772070050325,1.02017076219124,
Generation 155,4.144408431327809,4.144408431327811,0.8914185381363198,,Generation 155,9.678654580306063,7.082772070050325,1.105816205465468,
Generation 156,5.60030451857898,4.144408431327811,0.9345643307999008,,Generation 156,7.082772070050325,7.082772070050325,1.0195148593789993,
Generation 157,4.144408431327809,4.144408431327811,0.8914185381363198,,Generation 157,9.016413357248208,7.082772070050325,1.120448910784174,
Generation 158,4.144408431327809,4.144408431327811,0.8914185381363198,,Generation 158,7.445947920555573,7.082772070050325,1.0185912881527426,
Generation 159,5.154317644371557,4.144408431327811,0.8973184200293818,,Generation 159,10.062810941128493,7.082772070050325,1.1965896564622192,
Generation 160,4.095161483165748,3.1594694680865842,0.8858160064846994,,Generation 160,7.082772070050325,7.082772070050325,1.0195148593789993,
Generation 161,5.302197563788737,3.1594694680865842,1.009067608990732,,Generation 161,8.613146518992448,7.082772070050325,1.0684224924061874,
Generation 162,6.091074674818755,3.1594694680865842,1.0768320301438852,,Generation 162,8.3728651582885,7.082772070050325,1.0820908514306404,
Generation 163,4.557828190402061,3.1594694680865842,0.9251432641091921,,Generation 163,8.048934696337941,6.580879993679488,1.022046622088447,
Generation 164,3.6077838188536875,3.1594694680865842,0.7918448575223279,,Generation 164,8.333824488900555,6.580879993679488,1.0603788959272822,
Generation 165,7.98605953619691,3.1594694680865842,1.05532357374637,,Generation 165,8.122757545345658,6.580879993679488,1.063465654552032,
Generation 166,3.1594694680865842,3.1594694680865842,0.7458924297670975,,Generation 166,6.7565422204092815,6.580879993679488,1.018227814427842,
Generation 167,4.416686111451837,3.1594694680865842,0.7954415269492243,,Generation 167,6.60597459749803,6.580879993679488,1.0176301274738364,
Generation 168,4.925511972959563,3.1594694680865842,0.90940135646282,,Generation 168,7.797419714362744,6.580879993679488,1.1425367179016346,
Generation 169,3.272157249490455,3.1594694680865842,0.7473582701948592,,Generation 169,6.580879993679488,6.580879993679488,1.0175302874235894,
Generation 170,3.254065832513556,3.1594694680865842,0.745729228963037,,Generation 170,7.086181867905322,6.580879993679488,1.0139103188973642,
Generation 171,4.85903323443047,3.1594694680865842,0.8613608495967545,,Generation 171,6.667334328879264,6.580879993679488,1.0192221417507137,
Generation 172,5.611918697120182,3.1594694680865842,0.8521419377214277,,Generation 172,7.689324173031525,6.580879993679488,1.0219430486440109,
Generation 173,4.068956706002313,3.1594694680865842,0.7427375933167111,,Generation 173,7.617560387785943,6.580879993679488,1.021556086362419,
Generation 174,3.1594694680865842,3.1594694680865842,0.7458924297670975,,Generation 174,6.577443650809181,6.512153136273355,1.0175127007267695,
Generation 175,3.1594694680865842,3.1594694680865842,0.7458924297670975,,Generation 175,7.387887323613393,6.512153136273355,1.021977315022296,
Generation 176,5.894475415812973,3.1594694680865842,0.9785440008994398,,Generation 176,6.87039849159693,6.512153136273355,1.019932926906391,
Generation 177,3.9163915133874325,3.1594694680865842,0.7694421467999019,,Generation 177,6.563698279327954,6.512153136273355,1.0174423327873654,
Generation 178,3.93883920608848,3.1594694680865842,0.7849385617823421,,Generation 178,8.238172092058548,6.512153136273355,1.0144897533973274,
Generation 179,5.6870750550244065,3.1594694680865842,0.853508870209599,,Generation 179,7.4576018264422315,6.512153136273355,1.0550692932481824,
Generation 180,4.090251288447733,3.1594694680865842,0.8299589362057531,,Generation 180,10.867544868697863,6.512153136273355,1.2209655126788725,
Generation 181,4.425172067985503,3.1594694680865842,0.8818551481945006,,Generation 181,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 182,5.112715588344516,3.1594694680865842,0.8790392965897221,,Generation 182,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 183,3.1594694680865842,3.1594694680865842,0.7458924297670975,,Generation 183,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 184,4.858216788307919,3.1594694680865842,0.7883238656876187,,Generation 184,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 185,3.2250536505228724,3.1594694680865842,0.7555991937474519,,Generation 185,7.007757654365972,6.512153136273355,1.0260653498963956,
Generation 186,4.839524610476604,3.1594694680865842,0.8732656775252524,,Generation 186,7.7881157361832845,6.512153136273355,1.0372332385117924,
Generation 187,3.1594694680865842,3.1594694680865842,0.7458924297670975,,Generation 187,6.609848360555004,6.512153136273355,1.0189715166850275,
Generation 188,3.514899580822545,3.1594694680865842,0.7483444419183919,,Generation 188,6.803569016803655,6.512153136273355,1.019289497557991,
Generation 189,3.1594694680865842,3.1594694680865842,0.7458924297670975,,Generation 189,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 190,4.934111506704125,3.1594694680865842,0.7410629517344658,,Generation 190,9.666127348781504,6.512153136273355,1.0315019639845506,
Generation 191,4.138513151358415,3.1594694680865842,0.8466151149201998,,Generation 191,7.2919529961013865,6.512153136273355,1.0220692565658804,
Generation 192,3.941733427579809,3.1594694680865842,0.7431163495778138,,Generation 192,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 193,3.4782608890846083,3.1594694680865842,0.7442631582628488,,Generation 193,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 194,3.1594694680865842,3.1594694680865842,0.7458924297670975,,Generation 194,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 195,3.4145909128744156,3.1594694680865842,0.7745735849045655,,Generation 195,7.352692931876385,6.512153136273355,1.0190839013084154,
Generation 196,5.580984267074234,3.1594694680865842,0.8587312878079818,,Generation 196,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 197,4.586535882410002,3.1594694680865842,0.8465522213652334,,Generation 197,6.765815144256467,6.512153136273355,1.0184800033030386,
Generation 198,3.9530798890431926,3.1594694680865842,0.7430870394144192,,Generation 198,6.724398205151374,6.512153136273355,1.016494463523599,
Generation 199,3.7927522335085606,3.1594694680865842,0.7434772989540317,,Generation 199,8.06434500652272,6.512153136273355,1.0803374941348167,
Generation 200,3.7251517578101363,3.1594694680865842,0.7470595797559791,,Generation 200,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 201,3.1594694680865842,3.1594694680865842,0.7458924297670975,,Generation 201,6.512153136273355,6.512153136273355,1.0171781514925216,
Generation 202,6.327993867140953,3.1594694680865842,0.9038623824223918,,Generation 202,6.512153136273355,6.512153136273355,1.0171781514925216,
