Number of Runs,1
Number of Generations,100
N (Size of Cromosome),100
P (Size of Population),100

Selection,Survivor
Survivor Elite percentage,0.6
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,1,Mutation Rate,0.3

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,
Generations,Mean,Lowest,All Gene Stand Div,
Generation 1,1784.9695000749798,1497.6634228781875,2.897016130300804,
Generation 2,1721.4039760622645,1518.2488666873305,2.842007200409783,
Generation 3,1644.2621126919828,1363.9309576242995,2.767692900275005,
Generation 4,1563.9613648040488,1252.5362957160855,2.692692079644155,
Generation 5,1490.5655489464045,1251.3471399939453,2.6119341243453698,
Generation 6,1422.0579517061187,1243.0894828201808,2.542938409368861,
Generation 7,1364.987695203618,1225.1730334565548,2.4743082959556606,
Generation 8,1311.1506159752746,1146.6129000448288,2.4130072749273936,
Generation 9,1260.7831570010644,1118.3928076994007,2.3761390365273405,
Generation 10,1210.0564262012722,1062.0313985611042,2.324569507410926,
Generation 11,1157.2674415453484,1012.6389585433274,2.270142043498189,
Generation 12,1112.1537706183021,963.6282306486353,2.2171724129074653,
Generation 13,1064.2342161327047,917.7056584215095,2.1724399675603183,
Generation 14,1020.6045809056324,861.8640068690559,2.1028358101590783,
Generation 15,980.8849190896395,877.771509783599,2.055817002674784,
Generation 16,951.3654864683343,819.0675802355142,2.029048438525587,
Generation 17,916.8364632772948,820.3707968240069,2.001503130715795,
Generation 18,894.2700007550626,791.3979838646446,1.95995155903424,
Generation 19,865.612507036622,769.9136876175202,1.928513389129331,
Generation 20,832.808170755399,743.6884773951583,1.8934298933733675,
Generation 21,811.3027824718451,724.2608513875608,1.878032967394815,
Generation 22,783.863956469007,693.0102114676814,1.8483683541237128,
Generation 23,750.7509887154646,654.3726789521772,1.810619913417145,
Generation 24,730.8279319537246,624.1784335524464,1.7872068577425744,
Generation 25,707.7402740402446,601.8037924963784,1.7738875914963768,
Generation 26,683.3904961196733,611.558576975713,1.7417007465586571,
Generation 27,664.3085255578144,598.40004167899,1.7230068145063853,
Generation 28,651.3705174946866,574.21495520742,1.7144152455767598,
Generation 29,630.4203050453953,563.436104274301,1.6889048194219862,
Generation 30,614.780880559633,527.00163165065,1.676074938960578,
