Number of Runs,1
Number of Generations,100
N (Size of Cromosome),100
P (Size of Population),100

Selection,Survivor
Survivor Elite percentage,0.4
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,1,Mutation Rate,0.02

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,
Generation 59,368.22057609629206,322.377356367248,1.3299231159154528,
Generation 60,366.35393564871913,319.40177758816924,1.3251571310876749,
Generation 61,361.40083919068127,313.9832211027092,1.3236243453507055,
Generation 62,357.4010291162985,320.9867672049862,1.320306737236866,
Generation 63,354.70121761458427,307.00920930614234,1.3152364089000388,
Generation 64,352.18818380576676,311.6291284691554,1.3164614106346932,
Generation 65,344.64443078928207,296.9993080505229,1.3131998927958128,
Generation 66,341.66929084338864,301.06031977461373,1.314421046914775,
Generation 67,338.9036967176578,301.06661325341804,1.3111971286626452,
Generation 68,334.0323280583419,292.1451797426131,1.3041796804355106,
Generation 69,332.8548402936435,292.65666731973056,1.296027889731884,
Generation 70,328.49753290858405,282.9740209303052,1.2962012909010325,
Generation 71,325.8858018543241,278.3406815944825,1.288674857581595,
Generation 72,319.8891719256196,275.04475902849276,1.2863346613963638,
Generation 73,317.4238678870544,277.4849527411227,1.2824212941008164,
Generation 74,315.6524102236652,277.58966541784287,1.2803222257968825,
Generation 75,311.40625780607,265.05695242015486,1.2745928581754224,
Generation 76,307.0129061780532,260.85316004441245,1.2752151337260245,
Generation 77,300.76361960984764,262.6706511850597,1.270497550450644,
Generation 78,297.6961618130366,254.5369586256769,1.2660505193388425,
Generation 79,294.17432969445025,256.1571669962509,1.2622543125759653,
Generation 80,291.41854823136487,246.79510071488073,1.2594682472729908,
Generation 81,287.903948447215,249.58511331838884,1.2493717938833837,
Generation 82,284.3769398548639,247.86534605058466,1.245397022048868,
Generation 83,284.22492772685615,251.81088768781285,1.2378457547043424,
Generation 84,286.1375851839082,244.05093810755318,1.2330082022610764,
Generation 85,286.3645596068111,247.56042521695815,1.2282360301743769,
Generation 86,286.78255934796084,241.80097441288262,1.2244574841622378,
Generation 87,281.7364132142496,245.87588520887527,1.2147291025498501,
Generation 88,277.0819310731923,235.41608887562472,1.2084624631026524,
Generation 89,270.9523407375707,232.20732471812437,1.2028214936529467,
Generation 90,267.9098606699921,224.87990369833255,1.201589115513216,
Generation 91,268.1635934492463,228.48340473353676,1.200122062896628,
Generation 92,264.5640906622532,228.7616702179621,1.1953991658983723,
Generation 93,263.6589005240233,222.3823622829317,1.193767096834097,
Generation 94,263.07981710196475,231.16443677189466,1.189178168249256,
Generation 95,262.56803865357966,216.4028794940583,1.1923286916888942,
Generation 96,260.32450615310177,221.77295261320523,1.1797599991699286,
Generation 97,260.9413142248469,219.19863039928578,1.1749707554306954,
Generation 98,261.90436044937496,223.40331397761827,1.174114045060987,
Generation 99,261.8085585976262,216.60599405297035,1.1734015501519413,
Generation 100,256.9800360124495,213.5891456441284,1.1718140434479873,
Best,256.9800360124495,213.5891456441284,
Generation,100,100,

1,6,-,4,0,-,4,4
