Number of Runs,10 
Number of Generations,1000 
N (Size of Cromosome),100 
P (Size of Population),100 
 
Selection,Survivor 
Survivor Elite percentage,0.2 
Crossover,Uniform 
Uniform probablitly,0.5 
Mutation,Creep 
Step size,0.5,Mutation Rate,0.01 
 
Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene) 
 
Run 1,,,,Run 2,,,,Run 3,,,,Run 4,,,,Run 5,,,,Run 6,,,,Run 7,,,,Run 8,,,,Run 9,,,,Run 10,,, 
Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div, 
Generation 83,263.6693676481511,226.5521558706945,1.1543712287737629,,Generation 83,344.16260420200075,293.28924379982766,1.1712094374070514,,Generation 83,348.7500330464773,308.98093187461177,1.2927532290298838,,Generation 83,290.24667896705415,250.90951764355418,1.150406077957791,,Generation 83,268.6565424242285,239.22690340614918,1.1158969320156218,,Generation 83,312.6728308238964,268.69556770935753,1.296703678564356,,Generation 83,352.3178392820545,301.1026058007442,1.335757515755256,,Generation 83,310.1395262204578,268.73262626147937,1.2586422123943262,,Generation 83,377.303482726353,335.66266078367505,1.4045222619442959,,Generation 83,305.26899867203235,259.6100702008765,1.1830134807070802,
Generation 84,256.1188683956463,221.69912355530403,1.1226618579382446,,Generation 84,338.6066637017818,295.96816502400395,1.1532791018827306,,Generation 84,347.3123594434551,302.5232611840488,1.2842218380852717,,Generation 84,290.4653570077702,247.3204901997085,1.1491146324038883,,Generation 84,266.86512728779707,235.55664029156628,1.1077597281544618,,Generation 84,313.1077019178432,270.6199206121023,1.2966323298725806,,Generation 84,349.0024963454962,305.14862502088147,1.330448134600971,,Generation 84,301.78278564665567,264.65475577917425,1.237384630482551,,Generation 84,374.6307937871368,336.5616345146075,1.4045933602127425,,Generation 84,305.1609196055808,258.1478836166814,1.184319522864411,
Generation 85,250.09409745171124,219.78838653654225,1.1079520243824614,,Generation 85,341.46277819582747,285.2984507156581,1.1589588155021364,,Generation 85,342.0385441120377,292.45965460228103,1.2780405083463444,,Generation 85,294.6908324092619,247.3204901997085,1.1500818440081326,,Generation 85,269.7919893645581,235.55664029156628,1.1157225544935654,,Generation 85,307.5280564088917,272.913636860225,1.2868343139384726,,Generation 85,344.532928659398,300.3459969838286,1.322094332410952,,Generation 85,299.84891322859085,262.17750226128885,1.2371752621016583,,Generation 85,375.3370388607258,329.50842728784676,1.3974162917009967,,Generation 85,301.26397174772336,253.73461244772318,1.182817269457494,
Generation 86,250.3721522802475,215.75114675917473,1.1259861813803063,,Generation 86,338.7474490046963,293.93689459344057,1.1623191988865185,,Generation 86,334.5806501580701,294.8852753272746,1.2628368634286105,,Generation 86,295.18503870766074,249.53326250182135,1.1510619987425768,,Generation 86,266.8324765053639,227.8710057462206,1.114494989406822,,Generation 86,304.97015309052114,268.52142358906246,1.2779997233788496,,Generation 86,339.06313621003835,294.9972407958451,1.3193279296680251,,Generation 86,296.1506554818098,261.9913699279025,1.2340198141361478,,Generation 86,372.8464599106085,319.0515961887502,1.3897874382786495,,Generation 86,300.22089499676053,255.599200943578,1.174682924331604,
Generation 87,242.17508787141873,217.02350676816627,1.0976489341386224,,Generation 87,333.0018175586083,283.8155833745285,1.1543237454891544,,Generation 87,332.1401971230627,294.3220760352698,1.2570296734164537,,Generation 87,293.5565970374107,248.69155926982694,1.144778503829895,,Generation 87,261.728686503415,232.29130016367446,1.1116572016981898,,Generation 87,306.67643441799703,264.91546849348924,1.2846934099945495,,Generation 87,338.43021718881806,295.508566376207,1.3166226183495917,,Generation 87,299.3122780794741,263.1291723746391,1.2415688169153216,,Generation 87,369.6485250243206,324.1267254332744,1.3866557813640716,,Generation 87,298.2028161490989,259.1879163409915,1.1778679775344871,
Generation 88,237.6949869657861,214.42868578193134,1.0879142333465883,,Generation 88,324.6577310713062,277.64795805306164,1.1281926795298127,,Generation 88,331.061638477371,290.3674924419215,1.2543370652491423,,Generation 88,295.68698844909784,249.0221630316447,1.1590317326614228,,Generation 88,261.6024995239984,232.48153024760063,1.1071063603958538,,Generation 88,302.8788776932386,264.79401582099626,1.2763611866253908,,Generation 88,336.1475565634978,289.6733431313801,1.302253920194623,,Generation 88,298.8176813686503,255.5273889848138,1.2275621547616156,,Generation 88,364.13546570572566,321.536927813542,1.3767051042754952,,Generation 88,293.57855752497375,252.47214816172357,1.164218530522644,
Generation 89,236.63255919687782,210.68893034469295,1.0846598993619592,,Generation 89,320.76634602715416,279.7190288232457,1.1141772023863643,,Generation 89,322.16890872515216,285.37912066359706,1.2466433697713017,,Generation 89,288.1481652587874,249.0902344403271,1.1418873474422537,,Generation 89,260.8297745398204,229.61658604320155,1.110750512462991,,Generation 89,300.7396842009008,263.59027726955037,1.279087427981381,,Generation 89,329.0379531717342,291.53767053692354,1.2839289383270451,,Generation 89,298.12651137583885,260.4847294174608,1.2269444743273938,,Generation 89,361.4640274818976,325.1767341753547,1.3714131978103772,,Generation 89,291.9542059764931,242.15908307563302,1.1678560910781401,
Generation 90,243.76154268468375,214.77090547623243,1.118095848018794,,Generation 90,319.5387630224386,272.6446611512937,1.106386047939649,,Generation 90,318.21160856741636,284.1500231656694,1.2443744799998158,,Generation 90,285.70396552821524,243.73462772302082,1.141110175433299,,Generation 90,260.9722416030066,225.74646272751113,1.119375354159006,,Generation 90,302.828402617887,263.0745788204713,1.2822889278554248,,Generation 90,330.59426379390163,279.71304272380576,1.2795268250597893,,Generation 90,297.59136165280853,256.52339574961707,1.2275271738042317,,Generation 90,358.4180443690664,321.22329541564886,1.3683845841887567,,Generation 90,289.053990254479,241.50155454923788,1.1518983494041262,
Generation 91,245.79423774582602,213.3056481823735,1.1256306569527503,,Generation 91,312.5339612148788,270.59495882690237,1.0886186342089388,,Generation 91,322.7699664166007,273.2321650903351,1.25434361220543,,Generation 91,285.8811296712384,251.77195434411783,1.1400139274349272,,Generation 91,261.8317072843562,220.8229599588185,1.1142727122279747,,Generation 91,303.12387376097274,259.7071462465211,1.294960250665414,,Generation 91,330.3932874641561,283.6405773015564,1.2765574361121768,,Generation 91,295.0187012997569,255.13655939051318,1.2298400708464132,,Generation 91,358.0536389278568,316.5474968082217,1.3614153964413862,,Generation 91,287.40831509979597,240.13517518446713,1.1498216498198748,
Generation 92,235.61747610054806,204.50199917353484,1.090623222140091,,Generation 92,308.30526783651135,271.5048173697056,1.07651819827022,,Generation 92,314.2630046194778,271.8367335830013,1.234124203285829,,Generation 92,282.6694469208236,244.9891207153505,1.1376099687719239,,Generation 92,262.39475455992323,223.2245848529385,1.1072588254116698,,Generation 92,303.8987891861886,261.02557418283925,1.2979545246157438,,Generation 92,329.3959720509798,284.1021714983243,1.2747909661251804,,Generation 92,293.64845501716667,245.57418552795218,1.2268788837816225,,Generation 92,354.1617054439389,314.48693728904595,1.3528238616458612,,Generation 92,282.9661458217939,232.42448337214432,1.1394944549054888,
Generation 93,243.0209604187078,209.6637120589529,1.1237420360574546,,Generation 93,310.2747772888436,264.95728299919404,1.0901431061475333,,Generation 93,312.0925648225083,275.73819422203826,1.2321539470613219,,Generation 93,284.355605271018,240.72613324673603,1.142689392485237,,Generation 93,262.6716612453567,224.8541933532224,1.111411065454326,,Generation 93,306.02027520249567,265.0906255188585,1.2894965267600962,,Generation 93,325.82181585394875,277.68538673597334,1.2709401721531857,,Generation 93,291.23816812225436,242.35178006306035,1.2293208158823552,,Generation 93,350.1144688373763,305.2201851929635,1.3395896619140866,,Generation 93,277.67803830185983,233.7697986792615,1.126353809623441,
Generation 94,240.94337158216504,209.7379122354438,1.1181331262170087,,Generation 94,310.9656958712235,264.75683160289657,1.096319396742744,,Generation 94,309.1302150902886,271.911318061814,1.2235446424286192,,Generation 94,285.0271792374285,239.3939093045085,1.142692241803473,,Generation 94,259.3924849725998,223.00490208906865,1.1087850065374252,,Generation 94,303.954510466502,258.7600217462216,1.283982981811357,,Generation 94,322.1295620593942,275.8033745315006,1.2662791967067362,,Generation 94,287.68904204167166,244.07529703295188,1.218016744959589,,Generation 94,344.66485596717985,301.5705217297957,1.3343007436111929,,Generation 94,275.77010447264263,237.79621063065167,1.1249672924205247,
Generation 95,240.51991173412304,206.14441682161544,1.1166911172201581,,Generation 95,309.68653193114744,266.96073789195896,1.0908513019142958,,Generation 95,304.9886241991621,265.2738793631812,1.2159423625479526,,Generation 95,286.9843130866613,237.464876959276,1.138702057001772,,Generation 95,255.2032676460571,215.00217201748399,1.0992912487156674,,Generation 95,293.4885921808799,262.1281608981228,1.275285017113325,,Generation 95,313.75358427550674,274.07239035707335,1.254987342863545,,Generation 95,281.51247777651946,243.163666241515,1.2056935950698924,,Generation 95,338.93017432340025,297.47674259950554,1.3248441909113022,,Generation 95,275.5015866246266,231.01793013972167,1.1300165296065294,
Generation 96,240.23963115316437,209.19619040084945,1.1204379108684253,,Generation 96,308.8647273690618,263.16728151335326,1.0854305377236861,,Generation 96,302.0380742936286,267.85305442954757,1.2144417632278892,,Generation 96,284.3093280371293,236.74856232437514,1.135107134428271,,Generation 96,255.84661960786863,221.88681371476287,1.092665571083603,,Generation 96,292.49212853202977,256.0679397136787,1.277929797606114,,Generation 96,314.47141774855066,273.973283452553,1.2538291540952249,,Generation 96,279.41039498942706,240.79006778730184,1.2074545954360205,,Generation 96,335.5725231207891,298.31998539657013,1.3119305997773716,,Generation 96,276.4597555604299,231.53848640793308,1.1341361207091012,
Generation 97,229.0217853921085,202.25308806422663,1.0869086436561453,,Generation 97,310.4773998055162,267.24514711797826,1.0856782608750495,,Generation 97,305.0577105327543,267.52236672826064,1.2205586301138287,,Generation 97,280.08525419233155,236.15359680730114,1.1182911057843714,,Generation 97,257.3985620076801,219.8678262452703,1.0933520393740646,,Generation 97,294.3202964291523,256.05134297682525,1.2865041576729177,,Generation 97,313.7323803071752,269.1155686446838,1.2529184816715615,,Generation 97,277.4266538437684,241.6281146819025,1.1956425413223521,,Generation 97,329.79264340359515,286.18774969860465,1.2987825247848899,,Generation 97,275.3378732157877,232.76121034820346,1.1307923996462432,
Generation 98,234.67006349963376,203.2276272281672,1.1134525015708618,,Generation 98,306.9795466959592,260.1452593846951,1.0798660743213346,,Generation 98,305.0234472430876,270.6474983446394,1.2141600057947795,,Generation 98,278.2126456752689,239.0657754234719,1.1137872389487538,,Generation 98,255.63581182785504,220.66225723585978,1.092329110467236,,Generation 98,290.9830103062761,255.9342037590311,1.275697583313882,,Generation 98,311.7233757025337,273.0872361480774,1.2419566611376416,,Generation 98,276.38753857522033,235.96346257430366,1.198697545954433,,Generation 98,325.4171269105689,285.54336225231407,1.289163259416095,,Generation 98,274.9436154394606,232.51392426968152,1.1296688678328264,
Generation 99,235.7861696199097,203.6747817085494,1.1251091208816641,,Generation 99,300.03005954012633,266.0789464032795,1.0607050749441265,,Generation 99,299.6244431113577,267.82170761805276,1.1991941393317462,,Generation 99,274.888639732607,237.0844447191986,1.1097080034885933,,Generation 99,255.3412875848588,218.58359454872812,1.0874883613609756,,Generation 99,291.37336644557587,256.460305187049,1.2726982852470976,,Generation 99,310.3060094413257,276.8280593165857,1.2422336887437953,,Generation 99,270.9367554589915,241.36868241587206,1.184846819847787,,Generation 99,326.6270466345755,281.62482334077913,1.2849102753458612,,Generation 99,277.26456303803224,223.75899403795256,1.1310672840023452,
Generation 100,236.1220967740516,199.13273117918004,1.1260685374861197,,Generation 100,300.80143075369466,261.4895373588116,1.0544738966492715,,Generation 100,299.75938397194926,266.2573697496231,1.1936583447563915,,Generation 100,272.30082123028683,236.1807832019233,1.1052577276336581,,Generation 100,252.8134670331417,211.6904683398186,1.0816911588437983,,Generation 100,290.581534560728,252.5741523774111,1.2666136787767934,,Generation 100,305.5938161960365,268.8966607879423,1.2389678152411734,,Generation 100,270.77011376759697,236.44993423311223,1.1915823275601694,,Generation 100,326.29275967158486,287.5264422339212,1.281748187699411,,Generation 100,269.3348042482244,228.16124999527744,1.1096278920432687,
Generation 101,224.77108865746573,198.2235982465528,1.090848876875508,,Generation 101,296.4274653006943,260.2584102410707,1.050258759843037,,Generation 101,299.39299568846064,260.29184299974406,1.1901318244544754,,Generation 101,269.62347945675475,225.2366296021105,1.0958189192576473,,Generation 101,254.2121280404942,216.35675421751296,1.0945319936443356,,Generation 101,291.74066739861905,256.23155234138835,1.273710142466985,,Generation 101,301.5534626867856,268.6330229042626,1.2307367053005334,,Generation 101,272.1626465325357,236.44993423311223,1.1839909546425356,,Generation 101,323.3856738282697,288.509962326659,1.274810317666834,,Generation 101,265.75880118682323,229.61581566742495,1.1063996322762488,
Generation 102,226.64473708731575,193.0654515546929,1.0830484249704917,,Generation 102,294.00281287465964,259.8738031041229,1.0517403462632524,,Generation 102,299.6906150430127,250.50251429961907,1.194039192246207,,Generation 102,265.3015533614928,232.0822904344534,1.0892434429439233,,Generation 102,252.89511390782462,218.4552073477373,1.087624861590768,,Generation 102,289.77870897553714,251.2900596229565,1.267820722924343,,Generation 102,299.65296914024697,265.89215574360674,1.2278712083502163,,Generation 102,269.1990202793136,235.5265773247885,1.1774312484228322,,Generation 102,327.8522995760816,287.6134627625032,1.28229324933543,,Generation 102,265.6304138954244,229.998015091757,1.1102180904697283,
Generation 103,221.04320257924834,202.31208988397293,1.0749313706032364,,Generation 103,297.9424452265253,258.7483771130677,1.0558012464127329,,Generation 103,296.65154587535125,258.21202536365524,1.1972990187063277,,Generation 103,264.4307550899929,225.54100387513142,1.0893362966168825,,Generation 103,256.7403939003082,219.8011324562275,1.0999435550988461,,Generation 103,290.540385303273,251.1996334077537,1.273288321781319,,Generation 103,300.3882832569801,265.99205555490903,1.2323253850799205,,Generation 103,270.95736519798703,234.53854661459513,1.179261727106711,,Generation 103,319.5089868172491,283.7196596421096,1.2674661406688612,,Generation 103,261.22892321346427,221.63132023787762,1.1026013418557337,
Generation 104,227.57450758644907,200.77575786389627,1.1142749816996873,,Generation 104,298.08970954856215,255.8652885650198,1.0509729017991967,,Generation 104,296.5068370507855,254.7236775843861,1.2030516702813612,,Generation 104,263.61047469188975,222.1485945596521,1.088930294689394,,Generation 104,257.8906510406272,216.77678104604104,1.1155064686490639,,Generation 104,285.99159526599135,249.87199603910278,1.2664812801649339,,Generation 104,302.6887350727847,261.73075809128716,1.2336943743566564,,Generation 104,272.1741149886035,236.06935065568337,1.188244024833157,,Generation 104,320.0569315783356,288.8431654701317,1.2614795781184716,,Generation 104,258.28750149774754,219.76185522010076,1.0926595438175188,
Generation 105,221.06565112562075,196.97801235778854,1.0763764672751999,,Generation 105,298.22860839719726,259.3799887086526,1.0569360770222693,,Generation 105,293.0958905476182,244.98605492123465,1.195049803868533,,Generation 105,261.85399600151976,221.038682440108,1.0855533567726028,,Generation 105,251.82982944547382,208.39331597603302,1.0992813259337488,,Generation 105,285.683123196883,245.65619515865944,1.2634613593634536,,Generation 105,297.5688146449007,261.966389519882,1.223556492704123,,Generation 105,270.06864871457014,235.1700444393888,1.1784581743233105,,Generation 105,321.1381793676489,283.9944998946978,1.270740210855706,,Generation 105,256.2403517411802,223.26413566470933,1.0796387192703438,
Generation 106,220.51390470722487,198.55065070829596,1.0722265529080184,,Generation 106,300.54988609024025,255.7651416626844,1.0705511940185224,,Generation 106,293.2280173396942,251.44225205017938,1.19336994684447,,Generation 106,264.71828606817553,223.88321131181976,1.0811525692271302,,Generation 106,252.45666038994466,212.67453890637069,1.1038605492812907,,Generation 106,282.97803888587055,246.6752584923504,1.2642094727300612,,Generation 106,296.8557247418445,258.9716683210164,1.2174280696759978,,Generation 106,268.2989212836364,230.66496277614317,1.1794047872048146,,Generation 106,316.47758461090956,281.81204637604276,1.269526460316792,,Generation 106,256.2926034668295,218.94310396397623,1.0895026206084277,
Generation 107,227.14669563815315,198.04362898593808,1.1089287105853316,,Generation 107,299.5292319220348,257.7399789393995,1.0706523889260058,,Generation 107,290.80811565994196,254.34652115484482,1.1882866973257329,,Generation 107,258.88381887149427,220.76856010809627,1.0701461937507264,,Generation 107,252.31480334378296,206.3587463753487,1.107085722552956,,Generation 107,282.26522634832884,248.60848208787343,1.256950288664446,,Generation 107,298.4994022310924,259.4620199171485,1.226648873833132,,Generation 107,265.57942617887943,230.90607307731432,1.1754090386395861,,Generation 107,316.48521145652006,276.68150156469324,1.264598785931545,,Generation 107,253.3580311462373,216.48645721200705,1.0909810670303375,
Generation 108,217.841330701346,192.5437674231822,1.077578712392597,,Generation 108,291.59940499462886,250.12080440077773,1.051674112558926,,Generation 108,288.4859503778332,249.45195902068485,1.180148407118015,,Generation 108,256.0649447052172,224.46491612034094,1.0690750449100683,,Generation 108,252.27806317289284,219.6363903040625,1.1032954971229878,,Generation 108,280.5647726321651,242.27102271745287,1.2513734619610946,,Generation 108,298.8545104395523,261.47434197719883,1.2286521938671862,,Generation 108,262.4679982500297,220.09513524824138,1.175720287890402,,Generation 108,312.84982826077896,273.9022508926615,1.2530764438332294,,Generation 108,250.03172309397218,216.45397927239105,1.0738847077432474,
Generation 109,216.61250553759564,195.19013650209308,1.0728300876724943,,Generation 109,287.78826237680255,247.0495368357125,1.0431261228797386,,Generation 109,286.9692170590574,250.20349401518888,1.177322695565634,,Generation 109,257.9201706869208,221.8665117507618,1.075167735113275,,Generation 109,250.5993441360618,216.2529531544509,1.0966384410950603,,Generation 109,280.57718726474485,239.82120477900014,1.250787312331238,,Generation 109,295.7467981529631,258.2482558931723,1.2192466008650529,,Generation 109,264.2069638160558,227.2297456308554,1.1818270919032432,,Generation 109,314.3827931449924,272.50761417743274,1.261922020754346,,Generation 109,248.63697132261206,212.84489628502888,1.0811815694277804,
Generation 110,214.9844097493569,195.47545859672857,1.0722982231819145,,Generation 110,279.02151765940243,246.54670215349222,1.0158377829358045,,Generation 110,284.492414394985,246.24902483058258,1.1679054271653748,,Generation 110,255.33514289428814,221.75431586771037,1.0665257658897882,,Generation 110,249.75555944598938,218.1215624146173,1.0965811755345884,,Generation 110,279.43642900555005,243.17540283217272,1.2492120043389634,,Generation 110,296.50001290235855,258.03354836907874,1.2138467924565435,,Generation 110,260.93826969399214,225.7681346285542,1.1732819550731237,,Generation 110,318.0523931074348,272.30749557078093,1.2698112458065534,,Generation 110,246.95925921480003,205.70761032395956,1.0752289796229333,
Generation 111,216.39481043291212,196.89285344650978,1.0937321387323942,,Generation 111,281.36977277701294,246.1164862931961,1.0201726606700257,,Generation 111,284.7384132425288,244.4902156151138,1.1688342214238177,,Generation 111,250.64735186929192,219.7850429869527,1.0545890995965799,,Generation 111,248.82531678451588,211.0127612606451,1.09279901814461,,Generation 111,279.7663336948475,246.23532278953292,1.2487731296431104,,Generation 111,292.02735693868925,255.47739430011143,1.1996576449374958,,Generation 111,260.55468610595,218.54531966583124,1.164794027478249,,Generation 111,311.6657520438027,272.1890849338831,1.2570450085729483,,Generation 111,253.38085035554076,204.1340929054404,1.0898548750201127,
Generation 112,223.3899289152932,194.7944310265451,1.10776315283491,,Generation 112,279.5060496723514,244.89444620074357,1.0200115380203756,,Generation 112,284.3369069937096,238.06581617182997,1.158633835918515,,Generation 112,253.60227371819826,217.25049330031572,1.0522886932859536,,Generation 112,243.37788086885521,211.9325162938161,1.0763923855791147,,Generation 112,278.51783312202775,240.94408488884005,1.2494359486965947,,Generation 112,287.3448306943325,254.81760891796478,1.1824106629043876,,Generation 112,263.26767282261187,227.0055706982231,1.171696155876974,,Generation 112,309.0717128530281,272.80943387054924,1.2490902303142735,,Generation 112,250.77911747614627,207.75725688284524,1.0881374512846131,
Generation 113,222.8151633805121,193.81743884570312,1.1106535441499048,,Generation 113,282.9410233146694,243.8010122654954,1.0300297742640658,,Generation 113,278.1217042453283,234.48131201605986,1.1469725417521255,,Generation 113,249.54327247891055,217.55644750273507,1.0358238389455416,,Generation 113,248.03097159183716,212.93593686924487,1.0870049427166615,,Generation 113,274.10048971789104,236.10579654981484,1.241526132388576,,Generation 113,286.8608625796969,253.49230543623457,1.1904394637482636,,Generation 113,256.8307908865526,225.0647843834994,1.1573544190954643,,Generation 113,311.90913251200965,274.2203012779888,1.2501109234962386,,Generation 113,250.373514190763,210.93710705192393,1.0853674982943637,
Generation 114,220.49965476496726,193.0169503653209,1.111009615292061,,Generation 114,282.1689735763513,243.69750929966074,1.020180927843371,,Generation 114,272.19428631088863,238.5860047461308,1.133326883252337,,Generation 114,250.05260180495833,214.677562834882,1.033994824974824,,Generation 114,248.09969396243434,212.31796661476062,1.0871429458643231,,Generation 114,273.5792139333238,237.22351886193644,1.2305114794557162,,Generation 114,286.3667465676913,248.44648358329357,1.1914024437348112,,Generation 114,254.2950781481824,219.0077863352766,1.1458034625448958,,Generation 114,309.1682587221209,268.13335174898145,1.2511878783197583,,Generation 114,250.0562121555483,209.52624324962608,1.0845672038597396,
Generation 115,212.14195380806035,188.2996054675816,1.0780158827410213,,Generation 115,279.116097277009,242.56306309304784,1.0197840059718977,,Generation 115,268.7709492445234,237.54222405772532,1.118361083487285,,Generation 115,248.0497476103329,214.04931838151435,1.0307950279659284,,Generation 115,249.11291343134354,210.5972118323309,1.0921022752000564,,Generation 115,274.30525448821953,233.70155858493945,1.223678379616779,,Generation 115,284.488477544711,248.06193971502546,1.1814543651027558,,Generation 115,249.24474462942808,219.02594767178778,1.1406119011656601,,Generation 115,304.73246270687827,271.279451684803,1.2537239953812656,,Generation 115,248.49111464243512,209.00802500793043,1.0812250057453465,
Generation 116,219.69407601098428,190.04681333030328,1.1079825939449723,,Generation 116,278.36559696944545,241.80539774886165,1.0315745252270627,,Generation 116,268.85182645691486,235.11442370518648,1.1209343427184988,,Generation 116,249.31884739951715,216.87106043404503,1.038907913685847,,Generation 116,248.87303185813104,208.2668500325476,1.0918670591536108,,Generation 116,271.70765222046936,237.13302636208937,1.2179337566431692,,Generation 116,284.9239885538351,252.6251327024395,1.1834848915569387,,Generation 116,252.40220236020713,220.57959098758704,1.1528409843785392,,Generation 116,299.1970176792938,264.6532590616961,1.2313573866748442,,Generation 116,240.97947622189128,208.44524226070132,1.0697309885313298,
Generation 117,212.08836264893114,191.94608611536125,1.0758833060636175,,Generation 117,274.52363684841896,241.52224604888272,1.0130843258887097,,Generation 117,269.7760012647524,237.29563463057707,1.1200135754027414,,Generation 117,249.99196732695628,218.84756624093313,1.0462025357471192,,Generation 117,245.29390008268538,210.8827594851009,1.0690016417602242,,Generation 117,270.0409179467449,234.32585259595044,1.2206349312832563,,Generation 117,281.44112493868755,252.37194323013068,1.1758748559055192,,Generation 117,249.107479372068,217.92249370569834,1.1440590887235487,,Generation 117,299.6521051345694,268.4858623111045,1.2273201441034152,,Generation 117,244.77246390986937,206.52948834777737,1.081013818816229,
Generation 118,210.15456731794117,190.94074617866636,1.0653446632750276,,Generation 118,273.9989082990972,226.8518640824807,1.0222727601202857,,Generation 118,270.5966721047212,235.73696621877798,1.1231606863417043,,Generation 118,251.26391526207865,217.0669591776316,1.0445844962511843,,Generation 118,243.72264975868322,215.10010127233966,1.0645171303719103,,Generation 118,266.57702722317566,234.36192153666968,1.2164638673971695,,Generation 118,284.1525528952924,249.9916068056143,1.1725254814183756,,Generation 118,254.57930470542107,214.49208980569335,1.1592436258548522,,Generation 118,296.937918589069,262.28765593037133,1.23661535596855,,Generation 118,242.41440573681552,208.50867505018255,1.0717001829584318,
Generation 119,215.3376177772894,189.7657514866561,1.096815712340401,,Generation 119,272.5391064673748,220.1110835049808,1.0235141163855905,,Generation 119,270.43979103581455,235.3162301867818,1.1303771385867596,,Generation 119,251.38957481166548,211.2811700035868,1.0452436092585158,,Generation 119,243.58196960234645,211.65525454536305,1.076870070916396,,Generation 119,267.4491988657214,229.00970857090374,1.214603482350854,,Generation 119,280.7188553793057,251.6414745046328,1.1643460190406547,,Generation 119,253.0863610944169,222.6321743484756,1.1491180270697987,,Generation 119,297.5340824127616,268.5209709486047,1.2352503828938821,,Generation 119,240.99964339867532,201.05089837291803,1.0600262514639816,
Generation 120,214.9258049531958,187.06062575454132,1.0994394313177105,,Generation 120,271.38337754487236,237.16987746954578,1.0226896719330667,,Generation 120,268.8503201058919,236.93426661376884,1.1220706573845096,,Generation 120,249.30530559427734,212.6160013693884,1.02155790602223,,Generation 120,243.85816834568024,209.32731022008045,1.0842296150029356,,Generation 120,267.6262526180611,235.52265140593397,1.219881239026211,,Generation 120,280.7281543455418,247.6970091504038,1.1640770413709434,,Generation 120,255.08784073059854,210.45379533022037,1.1614635060222858,,Generation 120,299.1296688583572,265.18193587712517,1.233151504671108,,Generation 120,236.60355995403847,202.97324540055,1.059674454300375,
Generation 121,215.92910735995582,189.5562441927426,1.1111847989746315,,Generation 121,274.54535565185466,226.2356019968014,1.0237829612942952,,Generation 121,264.7450742565722,230.27441636798324,1.106593638643263,,Generation 121,245.04231955699635,211.8665032586191,1.0239599278465639,,Generation 121,243.52261505941613,208.46905202699247,1.08070432607575,,Generation 121,265.1223539053609,232.0296792597187,1.2144335345272268,,Generation 121,279.13745086435125,246.86187344389964,1.1636161383840875,,Generation 121,250.5579105649015,211.30985347538615,1.150243839347747,,Generation 121,301.1795941667471,269.1338085398995,1.2375543044717126,,Generation 121,237.23751821256087,201.66140613260268,1.0655898034238864,
Generation 122,217.57299114083418,189.56820218065798,1.1156425403814842,,Generation 122,273.42822813578465,219.9317201529684,1.029012984597526,,Generation 122,262.13643894133537,230.93928386073878,1.101320644333482,,Generation 122,245.32969330937453,212.44819881438423,1.016272826067183,,Generation 122,244.4205888760888,209.4184850926141,1.0745442974561847,,Generation 122,267.49138220769635,227.3515319463205,1.219566016425994,,Generation 122,283.6267659020249,237.4651675692511,1.16415275949575,,Generation 122,250.64188837631144,214.86392306585242,1.1493662709933263,,Generation 122,297.7994553483502,261.1085689227507,1.2323697345013995,,Generation 122,232.47000896867667,201.3174043786014,1.0495785515375373,
Generation 123,220.8322834714863,189.46575946623193,1.123976099636154,,Generation 123,268.7361539247362,227.13691097822425,1.0208043144327268,,Generation 123,265.0052055274048,229.3595981519136,1.1176524159480035,,Generation 123,251.49397499882835,211.4451985785463,1.0274425836389167,,Generation 123,248.23018144066737,215.44360894312126,1.0840825275290442,,Generation 123,267.99453130729023,222.39511669837816,1.2266559329060704,,Generation 123,281.7582362847216,244.35240617789827,1.1658309734368084,,Generation 123,250.35041736532443,218.88425844618007,1.1390466082766524,,Generation 123,301.0655484166143,264.511859669704,1.2414732531551513,,Generation 123,232.95789646305587,201.2981438028238,1.0570736642780765,
Generation 124,212.46714948494878,190.3260137875469,1.0775592865730161,,Generation 124,267.52114058043765,223.04987389224902,1.0262979725006607,,Generation 124,264.73922892246287,231.0422777167704,1.1210026478168942,,Generation 124,252.16686201286794,211.12395551556324,1.0281590736831976,,Generation 124,242.44390073970112,202.69868055218615,1.0765907379947157,,Generation 124,267.39127458168235,217.58536056886817,1.221658411537085,,Generation 124,274.3712743836567,242.99190942874714,1.1494981741778423,,Generation 124,249.23485278984236,215.12146358478526,1.1358232373880295,,Generation 124,298.94302913643,260.1582883740656,1.2331553113820277,,Generation 124,230.92712551676084,199.44601964571928,1.0568071920972804,
