Number of Runs,10 
Number of Generations,1000 
N (Size of Cromosome),100 
P (Size of Population),100 
 
Selection,Survivor 
Survivor Elite percentage,0.2 
Crossover,Uniform 
Uniform probablitly,0.5 
Mutation,Creep 
Step size,0.5,Mutation Rate,0.01 
 
Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene) 
 
Run 1,,,,Run 2,,,,Run 3,,,,Run 4,,,,Run 5,,,,Run 6,,,,Run 7,,,,Run 8,,,,Run 9,,,,Run 10,,, 
Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div,,Generations,Mean,Lowest,All Gene Stand Div, 
Generation 603,108.95300827752358,77.62834493317564,0.7630415100231749,,Generation 603,124.34269206177379,90.01870474809243,0.7429228041039873,,Generation 603,126.74964094489053,92.62758636538479,0.7803925427648821,,Generation 603,121.85817053915562,88.3949116199417,0.7706180311095521,,Generation 603,121.71937857994689,94.59603663524524,0.7404215665198383,,Generation 603,128.30379221921964,96.82245849844514,0.8122063241003604,,Generation 603,128.0033429973249,94.6196627585191,0.7887223106028223,,Generation 603,112.07712598179998,77.89270052235452,0.7231154085799665,,Generation 603,132.50084796546338,99.53662748052761,0.7534484521019996,,Generation 603,120.27717161033915,85.36852425565473,0.742757375625485,
Generation 604,104.9103660316649,76.20705151787593,0.7485085734029701,,Generation 604,126.2632881006581,89.57348516180764,0.7537775758141155,,Generation 604,124.94390281127653,93.06027184956827,0.7722001530661372,,Generation 604,119.97887014044105,88.42454579744219,0.7739187634647149,,Generation 604,122.19826680786652,94.41504050180515,0.7225523682105058,,Generation 604,132.2140217733054,96.32507347404089,0.825968682902422,,Generation 604,132.79403878754883,99.68180760050507,0.800514779311265,,Generation 604,111.7097952432267,78.50303813630512,0.72746499787405,,Generation 604,129.14572804542368,99.29595803582413,0.7332441909182751,,Generation 604,121.4804984715891,85.16777204809125,0.7412606519156397,
Generation 605,104.78455214490884,75.88367880551846,0.7531724147526183,,Generation 605,123.70656605306354,90.15062910804431,0.7397119370594595,,Generation 605,127.97597554423277,93.12577253416077,0.7815074537758484,,Generation 605,117.74691981418084,87.6918416434188,0.7603550794841791,,Generation 605,121.5851106851782,94.41724345233797,0.7254283754956958,,Generation 605,130.63471014915808,97.86923397127862,0.8199930042570244,,Generation 605,134.2745664219113,99.04312976674566,0.8158626413199469,,Generation 605,107.72858689825283,76.58109347828508,0.7102364843593544,,Generation 605,130.07301006948222,97.11004266634882,0.7333821189595664,,Generation 605,123.48248792582365,88.52574893291978,0.7570425983488577,
Generation 606,105.01485079161927,75.91233009499183,0.7592476799485978,,Generation 606,120.45571008838373,90.40453606608139,0.7295319818211614,,Generation 606,129.67157366982678,93.08943657282941,0.7887513306979577,,Generation 606,120.82201789775203,86.99137061265776,0.7689677986496335,,Generation 606,123.93932021961159,94.47795353119704,0.7385792200059299,,Generation 606,129.47584306739378,97.88917489903213,0.8193378524924171,,Generation 606,134.20188771101013,98.92256014152008,0.8112294577398146,,Generation 606,112.66961786409391,77.74320337295592,0.7307578900033479,,Generation 606,129.26278355406626,98.37844662285659,0.7320830503479605,,Generation 606,118.3014682627055,87.32687429336693,0.7413671155819486,
Generation 607,105.16201432116735,76.84180658151126,0.7628869216697636,,Generation 607,122.62198266351108,87.97202703873825,0.7390646816233386,,Generation 607,129.54748219125827,93.95510750628398,0.7793868317493334,,Generation 607,120.2569542916512,87.08163821753863,0.7756656183998026,,Generation 607,124.39814823653882,96.32728014384804,0.7423118084408488,,Generation 607,122.6511578472662,96.32507347404089,0.7984547519421658,,Generation 607,135.51322916469576,93.38225762168986,0.818404539926907,,Generation 607,107.58798288288679,77.74320337295592,0.7070250660072829,,Generation 607,135.75548870919607,95.93179678727279,0.7409922223132883,,Generation 607,121.49200065361863,86.36336038740785,0.752444248378362,
Generation 608,105.48942795801808,76.87424690828811,0.7699691347381864,,Generation 608,122.65229471947995,89.0817641578974,0.7371597574010522,,Generation 608,127.39007426626637,95.05400780654668,0.7813902961176254,,Generation 608,122.91665859268616,86.6950502123783,0.7765553736744003,,Generation 608,123.33736556803619,94.74625365921702,0.7402212468549371,,Generation 608,126.46609924982504,96.0855874197573,0.8157195278961601,,Generation 608,134.7340809106247,96.32077834629808,0.8266138279888936,,Generation 608,109.02820745315306,78.23987268626468,0.7178585046233389,,Generation 608,134.1996084975306,94.19275943519801,0.7497845286627643,,Generation 608,123.16558800742482,85.38306082221584,0.7525392461634861,
Generation 609,105.19117726402759,75.7103597213993,0.7588395684469131,,Generation 609,122.31286209117248,89.75616388746948,0.749145792208562,,Generation 609,126.32256569703551,95.32615386181419,0.7844265144143638,,Generation 609,117.65336752860719,86.62662701217221,0.7508010151700527,,Generation 609,120.88218431225822,94.91173277613552,0.7342704338136221,,Generation 609,128.84700730353157,96.40635231813769,0.8113779111133579,,Generation 609,133.44893132207864,98.4443697084348,0.8108516936934496,,Generation 609,113.93272639338184,76.92793640259458,0.7230845900251913,,Generation 609,132.05084169576475,96.69455134673774,0.741846326547795,,Generation 609,118.71984688228706,85.29862347686208,0.7325421527401821,
Generation 610,107.95237152588899,77.40881259603111,0.7766146342042918,,Generation 610,121.12868519321906,90.08423208277236,0.7355490936159383,,Generation 610,126.72562823207838,95.02751079629843,0.7879340294345326,,Generation 610,118.24109764062906,86.94818145230465,0.7562682878128422,,Generation 610,122.96624698712077,95.50819586514149,0.7352789707127793,,Generation 610,129.48552966053393,96.79896729918289,0.8094062248466308,,Generation 610,131.65263270559032,95.27196132957818,0.8032337509577926,,Generation 610,112.4683200838217,76.65268157928438,0.7223156693083296,,Generation 610,131.91371117084063,96.43256831472127,0.7310327810886995,,Generation 610,116.49639986192524,85.29343965227656,0.7350248231741289,
Generation 611,104.47005231320236,76.21092264138565,0.7534017795145486,,Generation 611,118.6957458441284,88.27788245870647,0.7262460748225895,,Generation 611,125.45841037122739,95.16290283483443,0.7878918728659765,,Generation 611,121.6518660331823,85.85141673610917,0.7744810746797557,,Generation 611,124.09165607952707,96.08213048456616,0.730010181957225,,Generation 611,128.40654742376816,96.0855874197573,0.8113583326107638,,Generation 611,130.86348807766524,97.46339257655097,0.7873579945428039,,Generation 611,113.93241146444424,76.65268157928438,0.7278233906280538,,Generation 611,133.83777061505475,98.12092890446252,0.7510562152803266,,Generation 611,118.26840381932004,86.71367453172718,0.7365722843832841,
Generation 612,103.47449890557535,77.40881259603111,0.757017034948584,,Generation 612,120.86416695524689,91.55972808993931,0.7477561395196124,,Generation 612,132.23820661543058,95.4530511212539,0.8154194251250146,,Generation 612,117.40970514629042,86.89091219311729,0.7657163135704342,,Generation 612,126.47147990295176,94.74625365921702,0.7414654808078598,,Generation 612,125.68050717591743,96.97368740084369,0.8057103888919738,,Generation 612,133.17752602614146,93.92005144355278,0.7965687141684933,,Generation 612,109.35330849877612,77.43410766938143,0.7125433764729385,,Generation 612,130.93181513168065,100.05657897563697,0.7401290067170484,,Generation 612,127.05846973609269,87.0193616260326,0.7715539202561846,
Generation 613,103.59077445536352,75.84740393963898,0.7578318659820024,,Generation 613,121.94771480278949,88.46875056612214,0.7494142267804946,,Generation 613,128.3787582156211,95.56025639045117,0.7957610359568941,,Generation 613,115.54968379635126,86.33285593190294,0.7438710999414287,,Generation 613,133.17683480707655,95.03629798743191,0.7677666027346826,,Generation 613,126.4294075009399,97.41579079932603,0.7990922164409459,,Generation 613,130.4358939382471,95.36324965708832,0.79396362939391,,Generation 613,105.34000040289656,77.32989245456486,0.6942079419967211,,Generation 613,136.1633823187806,97.24133048863052,0.7502877003137738,,Generation 613,124.37099979559746,87.59868520417604,0.7494412924515857,
Generation 614,106.67797209778,76.61692874188225,0.7707250517938142,,Generation 614,122.98152291170155,88.02353097983735,0.7476794687836267,,Generation 614,127.71729027706093,94.47341793292742,0.7914366824581186,,Generation 614,117.48126891247952,86.34176790739343,0.7594970978809141,,Generation 614,127.87664922771044,95.79824019335626,0.7461296440982216,,Generation 614,124.85620672776095,96.9176826619672,0.7954357617071338,,Generation 614,129.64848062124207,95.20980056320684,0.7865691319019918,,Generation 614,111.45585601646133,77.24313246215911,0.7145554691304974,,Generation 614,136.0178687449613,97.44376718147885,0.7460621761276292,,Generation 614,122.40002640959516,86.62405336178779,0.7553266195421533,
Generation 615,106.21876281834619,77.50722795147749,0.7627121801076693,,Generation 615,121.08284602053766,88.02353097983735,0.7434961069643078,,Generation 615,130.46646884344938,94.41818301054786,0.806542741425265,,Generation 615,120.43055883132345,86.81103095556125,0.760042939130892,,Generation 615,127.34358618300375,95.44748578628241,0.7475573144952024,,Generation 615,126.18307841068442,96.96673844284146,0.7957602908207652,,Generation 615,129.93410946434807,95.52900420761478,0.7889813866283674,,Generation 615,110.39114460156812,77.24313246215911,0.7124336073411235,,Generation 615,133.55553631093701,97.31032703081542,0.7479395843158309,,Generation 615,122.40146092789831,86.71367453172718,0.759546652159979,
Generation 616,104.13844850318343,77.1842202728867,0.7560516839060399,,Generation 616,117.32364603568968,87.89529364353041,0.7273226197741836,,Generation 616,129.8399406920355,95.33908886638199,0.7977904735738806,,Generation 616,118.19051504412081,85.51600486831921,0.7434177198560035,,Generation 616,129.50890125802533,96.74521503173287,0.745759115141688,,Generation 616,126.8808619043595,96.45679612938613,0.8064024872160791,,Generation 616,128.80276026554088,95.52900420761478,0.7823984335979377,,Generation 616,111.04171589088541,76.49331864610099,0.7154304108518637,,Generation 616,131.64295459142434,97.54734027809252,0.7399776568415166,,Generation 616,118.57489149261818,84.73269033944882,0.7445443600357935,
Generation 617,105.24237645727317,76.92180355980486,0.7559807341766553,,Generation 617,118.03345551196706,88.36287462715597,0.7370033112605442,,Generation 617,123.55757288235716,96.03215592483912,0.7770503827424164,,Generation 617,120.40705071938692,86.1448033768321,0.7505260486327219,,Generation 617,124.39841867433188,95.54310372442706,0.7214204466720305,,Generation 617,130.0032106035712,96.53026262298658,0.8104328409318093,,Generation 617,131.9320621210709,95.52900420761478,0.7956806251460062,,Generation 617,113.3156352229204,77.89677618134738,0.7415777536110328,,Generation 617,127.42482030583251,98.29266649208364,0.7213582307660212,,Generation 617,116.71435452049008,86.71367453172718,0.7411300344599013,
Generation 618,105.61868901314332,77.07905462233293,0.7693585085209413,,Generation 618,116.12008896379477,87.89529364353041,0.7208458179642485,,Generation 618,125.76399521648318,92.87246210203796,0.7706774905680223,,Generation 618,120.07070325245827,86.1448033768321,0.7567706167561631,,Generation 618,128.70924263535287,95.09700806629098,0.7305357012001145,,Generation 618,131.59300289392124,96.38332417108631,0.8173730077462675,,Generation 618,131.72750279556382,96.95198357336403,0.7864180759498345,,Generation 618,109.60092942725785,77.89677618134738,0.7227028643830737,,Generation 618,128.40673444339944,96.93529758617728,0.7290417805020226,,Generation 618,120.3868440266782,86.55922202240902,0.7543246294335527,
Generation 619,106.01994751436715,77.07979880876837,0.7715300546717776,,Generation 619,117.45917442702091,88.80809421344077,0.7156226887735035,,Generation 619,127.20541679773388,93.08943657282941,0.7794744435001475,,Generation 619,119.36207777585133,88.40515880888643,0.7593801302399823,,Generation 619,133.70621775720704,95.09700806629098,0.7581187006349535,,Generation 619,132.87270505244575,96.38332417108631,0.8201797204449617,,Generation 619,133.0179525081624,95.09536637324209,0.7992384751014442,,Generation 619,110.8755628581248,77.54646415683123,0.716539784285121,,Generation 619,130.47361478277924,97.79422905513525,0.7320285320055465,,Generation 619,119.11437658958899,85.67421134996016,0.7486332470098813,
Generation 620,108.30809353086676,77.13187384307821,0.7685662327444637,,Generation 620,120.53247656041005,88.41037919500002,0.744176865389041,,Generation 620,130.3661741371042,92.98935116037728,0.7935876965366779,,Generation 620,118.1470234351283,87.02265962358172,0.7527760203258049,,Generation 620,130.35703465444527,96.35982945245587,0.7385102499121138,,Generation 620,133.55825427938262,95.13201748752431,0.8232786180780127,,Generation 620,132.30040792983004,95.02839644586118,0.7996999196434588,,Generation 620,110.47633035238842,79.21197066119282,0.7262732354358568,,Generation 620,130.08354761267137,96.8207995553712,0.7278202678034489,,Generation 620,120.09728083426033,85.36852425565473,0.7412240838210545,
Generation 621,105.22220055678224,77.09885841133405,0.7607043668103188,,Generation 621,116.89215253217617,88.47249062501908,0.7281975116402684,,Generation 621,130.96504985085562,94.74420849895387,0.8041511605975777,,Generation 621,117.35427478202105,84.87119442483902,0.7568117136109271,,Generation 621,133.5641342727404,93.8111325331837,0.7461255851080201,,Generation 621,134.65165686645227,96.9095470102294,0.8309323682978299,,Generation 621,130.36107663499695,97.01652214078888,0.7986347446021084,,Generation 621,110.5465538156264,77.85040126174965,0.7182568149332852,,Generation 621,131.85423615524735,97.79189496463516,0.7497653806465525,,Generation 621,123.05408841224508,84.13719813802209,0.7680226810365157,
Generation 622,107.11374425900412,76.37975668895547,0.772819750093148,,Generation 622,118.03033507709013,87.96515960871523,0.7263876611141573,,Generation 622,132.29766963788106,92.92440946400757,0.8010192627427907,,Generation 622,114.82171125603777,85.98060757625046,0.7507774828776872,,Generation 622,127.74945295746252,96.33937776826463,0.7329003038678615,,Generation 622,131.2459378079136,95.81712586168283,0.8146668179788703,,Generation 622,127.94995686709582,95.99322203712484,0.7871384845184237,,Generation 622,110.37768674659497,76.72041599574641,0.7134124603437743,,Generation 622,129.1338728442274,96.55519860812399,0.7403961842786295,,Generation 622,122.0921022090296,87.52245447496693,0.7611396851820391,
Generation 623,109.55059799276268,77.04141718611413,0.7715688851204573,,Generation 623,117.18005199942394,88.36287462715597,0.7168400434645074,,Generation 623,129.8009704374421,92.90879806336932,0.7895845105672955,,Generation 623,120.5527416427465,85.07972665974773,0.7776406642837729,,Generation 623,121.96614528517358,95.08528503734283,0.7162021265678461,,Generation 623,130.7080081316671,96.97368740084369,0.8306896799188829,,Generation 623,127.32544873196872,97.07353148313007,0.7868269677845552,,Generation 623,110.12197822858985,79.33234716390314,0.7205665159201181,,Generation 623,131.34025167582095,96.07348361638662,0.7276839579558827,,Generation 623,117.54158230807643,86.25353492810359,0.7483274599493918,
Generation 624,110.83074872448991,77.04141718611413,0.7763626573626252,,Generation 624,117.21232940741167,88.13314697770022,0.718835241533484,,Generation 624,128.05258986763755,93.08555392859921,0.7870506870881443,,Generation 624,122.35968741710042,84.88010640032951,0.7798035067800342,,Generation 624,128.97011739794343,95.810871890322,0.7445868478695223,,Generation 624,127.28177335814385,95.28618478676935,0.8154328577213352,,Generation 624,129.9512715463367,96.26607432924561,0.7888591395243352,,Generation 624,113.7485872838529,76.76513006886262,0.7371851788639886,,Generation 624,134.6260628646505,96.67893117670087,0.7435744515532622,,Generation 624,121.34298574962376,86.25353492810359,0.7601094612230406,
Generation 625,109.44078965921601,76.5831775854358,0.7757294336082213,,Generation 625,117.03096840380515,88.13314697770022,0.7133104296989792,,Generation 625,122.46548831410033,93.08943657282941,0.7743101245380731,,Generation 625,121.60584264236576,84.83381121063269,0.772875023506433,,Generation 625,125.90487514125063,96.46798175450931,0.7330421729446127,,Generation 625,128.2509395718838,95.76112112280634,0.821048542402973,,Generation 625,129.48560561477422,96.31082635425878,0.7833651501109873,,Generation 625,108.38255508618073,76.70118989096261,0.7122770185339699,,Generation 625,128.9037011411765,97.6243556269468,0.7168034617695961,,Generation 625,117.19114469114784,86.25353492810359,0.7385457522715608,
Generation 626,110.23758349917642,76.52391074987372,0.7845877345611958,,Generation 626,116.41733383826946,88.02353097983735,0.7136321648207635,,Generation 626,116.84664137953398,91.54845371751605,0.7505563626476183,,Generation 626,119.28924104636994,84.12326299557697,0.7636393427135892,,Generation 626,127.73726253671694,96.6947840895798,0.7472175704557897,,Generation 626,124.84035409630793,95.13201748752431,0.8023379631607519,,Generation 626,126.3750530032213,93.55375513262231,0.7784007032716683,,Generation 626,107.27486918160452,75.8720458748021,0.6945965383759933,,Generation 626,127.4697694883866,97.64303956880201,0.7186306278697673,,Generation 626,118.49735302076148,86.6892265448896,0.7415713156002945,
Generation 627,110.91271389049294,76.18290780584903,0.7909684906919309,,Generation 627,120.85651578695466,88.02353097983735,0.718966811313089,,Generation 627,120.27500334280955,92.21417848624299,0.7647754113079506,,Generation 627,120.6178225093762,84.77437777959608,0.7724967354511505,,Generation 627,127.58705373988285,95.85954322292446,0.7503847737267689,,Generation 627,127.85848406026189,95.84071533712051,0.8157722583023383,,Generation 627,125.87745051643404,93.55375513262231,0.779187399344429,,Generation 627,109.29314480377384,75.8720458748021,0.6984569424582792,,Generation 627,129.86089680182147,95.69383509812485,0.7424269166828722,,Generation 627,117.31306035086772,86.71367453172718,0.7379981116413571,
Generation 628,109.78632534705974,76.40630122165385,0.7783047041707609,,Generation 628,117.48558227863865,88.98123258742646,0.7111205870525333,,Generation 628,125.37819926058305,93.08943657282941,0.784163748284211,,Generation 628,121.2771268754812,84.92394344466982,0.7668066757607809,,Generation 628,127.09305571013918,95.40001823576938,0.7526389836249101,,Generation 628,130.72974561798216,95.13201748752431,0.8220745759885485,,Generation 628,126.08096953482124,91.05091830262472,0.7778039920638008,,Generation 628,106.17089749899968,77.58225280766703,0.6976642654311576,,Generation 628,129.41773248463602,96.7918936454821,0.7374118535385823,,Generation 628,113.87335938058253,86.71367453172718,0.7259241848491059,
Generation 629,105.71146052337646,77.04141718611413,0.764246751570146,,Generation 629,117.5687930977553,87.9883408863218,0.7160668862647136,,Generation 629,124.55105930789259,91.0024879536279,0.7762759225720102,,Generation 629,119.77662809106972,83.93885905218815,0.7559476586279785,,Generation 629,125.6254258746274,97.3634878709388,0.7466854113013941,,Generation 629,126.44652604613768,95.07601274864783,0.8090292822991692,,Generation 629,129.8690900458331,94.57470766134315,0.7841538809813978,,Generation 629,106.64835589439916,75.7796628063212,0.6962069778558576,,Generation 629,128.91852545370654,96.66186374244728,0.7437496937662836,,Generation 629,117.17025998435015,86.62405336178779,0.7334181385755895,
Generation 630,105.57509333616565,77.08849162421643,0.7705493992382093,,Generation 630,122.38215229545011,87.52245896503393,0.7343370962577024,,Generation 630,122.23024080638699,92.21417848624299,0.7759125633837715,,Generation 630,120.98040803985018,85.00930317853101,0.7566531384369842,,Generation 630,126.38280491961632,96.80051093636007,0.7537417146211755,,Generation 630,123.72167168732602,96.94495399156233,0.798642797331454,,Generation 630,129.02585193383314,93.57073389304901,0.7869672953097612,,Generation 630,109.87604112207724,75.6523924980313,0.7116800470012328,,Generation 630,128.79372064638537,96.5960475089264,0.7384201882888601,,Generation 630,118.78225546224309,86.62405336178779,0.7481984842146541,
Generation 631,101.96850556326054,76.88294992566193,0.7595959818042918,,Generation 631,121.04140351248898,88.34643964924419,0.7314207930523912,,Generation 631,125.7550476038883,90.49268486346068,0.7893143807553228,,Generation 631,125.49970575000087,84.8490275266621,0.7796467819128299,,Generation 631,128.3269820893116,96.14340107217276,0.7649765265667439,,Generation 631,127.59310126624524,96.8579637559535,0.8157334265852313,,Generation 631,125.76354242136529,93.6220104423453,0.7784595803872267,,Generation 631,108.9071295140384,76.4337265859997,0.7177270801423739,,Generation 631,126.83252256928814,97.03290226279239,0.7240707065288889,,Generation 631,120.92923759618154,86.44920870076089,0.7560587708955946,
Generation 632,101.72672466010161,76.15737730423757,0.7527132449999006,,Generation 632,122.29378620929258,88.34643964924419,0.738668214500969,,Generation 632,123.44768354905733,91.79702609644232,0.7843865330466956,,Generation 632,121.98031684418703,84.91874120520049,0.770968366214833,,Generation 632,128.56947470452423,95.64975817380923,0.7576745112137107,,Generation 632,124.05472811136592,95.13201748752431,0.8027818559516717,,Generation 632,128.5560211754517,97.01652214078888,0.7915133986422873,,Generation 632,106.16835150556645,76.3416655194344,0.7030509197229144,,Generation 632,122.88594993445241,95.52205094617011,0.7122257421248951,,Generation 632,117.47474135267002,86.62405336178779,0.7458118128856456,
Generation 633,107.66230367951714,76.87739099668852,0.7776375210743218,,Generation 633,122.31104014834862,88.02353097983735,0.7259641954287332,,Generation 633,127.93777967749486,90.49268486346068,0.8012504044129497,,Generation 633,118.85617015735389,83.28246165687676,0.7614816917363962,,Generation 633,128.9287029842743,95.59830737824905,0.7626348574107391,,Generation 633,126.15021468321375,94.09089995541967,0.809229372949071,,Generation 633,132.66230110755265,95.80047395653264,0.8038362357915214,,Generation 633,105.43256551946351,76.03400692574326,0.703568470923463,,Generation 633,122.04613039538816,95.13734384444501,0.7123136973293183,,Generation 633,118.63260289182277,86.62405336178779,0.7529683770569486,
Generation 634,108.46008173016071,77.37406126971769,0.7782620757924235,,Generation 634,126.14038786239078,88.02353097983735,0.7385024284204187,,Generation 634,128.4810964348185,90.54327509326208,0.8007454281418934,,Generation 634,119.1861810071668,84.08685184199078,0.7680454523465207,,Generation 634,134.58139899184684,96.85342635531242,0.7700471043239854,,Generation 634,125.94611223690357,95.21161170183848,0.8013569358217485,,Generation 634,131.6994387881939,94.22791835810574,0.814449452258401,,Generation 634,107.14406632081378,75.49219024853437,0.7024923187947465,,Generation 634,128.6917046594509,94.38774689499405,0.7405269561146456,,Generation 634,115.96434032847796,85.36852425565473,0.7346108666616201,
Generation 635,111.49552407176023,77.10634334146675,0.7899668330586936,,Generation 635,125.5013820056889,88.31124955572864,0.7383064468040789,,Generation 635,123.49610080574257,91.78531994234152,0.7833644681371134,,Generation 635,114.41447422964191,85.38781324033187,0.7578640287277074,,Generation 635,134.23830027900752,96.35596558424572,0.776607757860848,,Generation 635,126.53609079287871,95.13201748752431,0.8051333812746378,,Generation 635,133.04519786771723,93.99070871203253,0.8110899516117258,,Generation 635,109.7264943523235,76.40607088872616,0.7090445875598713,,Generation 635,126.34590931192965,96.02900981748769,0.7402440160529864,,Generation 635,114.20270723380236,86.25353492810359,0.7337453378690338,
Generation 636,111.56216122470906,77.24803284841005,0.7833904424883721,,Generation 636,123.70264832228467,88.31124955572864,0.7429864983528426,,Generation 636,123.32508908647313,91.78531994234152,0.7810600440611045,,Generation 636,110.77094369522088,83.14435290318477,0.7549156654257729,,Generation 636,133.36790755578193,93.9192667535882,0.7725464832809638,,Generation 636,125.71073070902283,91.7689737905979,0.8042328623841248,,Generation 636,130.18634364872526,93.82282292278342,0.7906722194547541,,Generation 636,110.13264210308324,76.11106628918412,0.7055708929370255,,Generation 636,125.41616251983925,95.84821849206173,0.7391916247003792,,Generation 636,117.1746558968344,85.82685007908071,0.7436052162695966,
Generation 637,111.21788039682389,77.07979880876837,0.7847650019837085,,Generation 637,127.29667340828922,87.62581596139637,0.7492052933435849,,Generation 637,123.24038360987484,91.84033026222733,0.7778822159039538,,Generation 637,112.39388471954308,84.14627106418664,0.754960775691204,,Generation 637,132.98674491638852,96.06592125603083,0.7725984277272935,,Generation 637,125.61072135213841,91.7689737905979,0.8093520227989428,,Generation 637,129.5914644386718,93.82282292278342,0.8009119728257964,,Generation 637,109.26775944865904,77.79323328279725,0.7085135601065393,,Generation 637,124.95330265321522,94.72977783937677,0.7265679216403346,,Generation 637,116.67857198191672,85.36852425565473,0.7358664392587824,
Generation 638,107.64333099221685,77.35474753979281,0.7750181756685263,,Generation 638,122.84616682655023,88.393944217088,0.7266764452897496,,Generation 638,125.12601569836214,90.49268486346068,0.7727182153251474,,Generation 638,111.2468425786747,83.32875684657381,0.7367373312564046,,Generation 638,129.44631274191215,95.44516674478882,0.7618714097533951,,Generation 638,122.30240912839854,92.72045221100007,0.7931805653014796,,Generation 638,128.4447627992293,91.75130604029891,0.7918913410144329,,Generation 638,111.5033946301595,76.89240037715274,0.7078145631740226,,Generation 638,126.39457411355058,94.66875295819932,0.7479344752555548,,Generation 638,115.67370611495323,84.9457037446067,0.734096283697426,
Generation 639,105.93702585447384,77.66155954785154,0.7722566553269443,,Generation 639,122.45998375662235,88.02353097983735,0.7292733378043794,,Generation 639,124.94470278690113,91.69572765044279,0.7784782861180497,,Generation 639,109.66697471684972,83.02773386211891,0.7405051968406597,,Generation 639,132.1777318157841,96.35596558424572,0.7700135441490527,,Generation 639,123.7384277107263,94.05816614640901,0.7880920372420336,,Generation 639,125.32537306610105,92.02152643850627,0.7849886731377475,,Generation 639,109.54703541551116,77.07939396336758,0.7211418520211444,,Generation 639,126.97559374785502,95.39351927039263,0.7345604551257112,,Generation 639,119.22984000304491,85.31177247502364,0.7473097166685829,
Generation 640,102.52039907855648,77.63501501515316,0.7605723724800656,,Generation 640,125.40404786831688,88.70896457416961,0.738056666917153,,Generation 640,122.87860533851295,90.34026764628845,0.7783628592706667,,Generation 640,110.02331863705095,84.12002277244744,0.7411832074302107,,Generation 640,130.72887612507623,96.35982945245587,0.7621064356011336,,Generation 640,124.69442667683904,94.05859170108272,0.7905391974932869,,Generation 640,124.12364231217107,92.22829996085977,0.7825185975803013,,Generation 640,111.28862892511162,77.86195057748364,0.733534294862452,,Generation 640,126.17142960045203,93.95955419144423,0.7273815424789618,,Generation 640,117.4920754877477,86.62405336178779,0.7504267024104626,
Generation 641,105.1345133875421,77.13519428718746,0.7643651470537888,,Generation 641,123.47104105921659,89.82149207014686,0.7324208221572177,,Generation 641,119.84674671805999,89.91352810335593,0.7617220361411252,,Generation 641,112.50293224213867,83.33654859915407,0.7554129468502637,,Generation 641,130.19627195352336,97.48177548392596,0.7613497370534634,,Generation 641,126.78957771166553,94.05859170108272,0.8024940974773968,,Generation 641,126.64648695254185,92.79952281911937,0.7831920014496999,,Generation 641,112.20862863024097,76.89226404797216,0.732346062776934,,Generation 641,125.58648472753474,93.75901739435244,0.7318620201858109,,Generation 641,118.90896364172035,86.16391375816431,0.7500951578678922,
Generation 642,103.27754004536344,76.18622824995828,0.7511641292892461,,Generation 642,120.72143068728481,88.9397451563101,0.7281195098004244,,Generation 642,124.11871975971891,90.49268486346068,0.7839811042353475,,Generation 642,113.4136203263277,84.13105474815723,0.7549342605036371,,Generation 642,134.45066836160188,99.11285671993392,0.7672763825718854,,Generation 642,127.34723305221316,92.14512500967282,0.7963906012318073,,Generation 642,129.96995075135456,91.3089612190272,0.8023560391444283,,Generation 642,110.76928483202133,76.97228422855869,0.7210464375084805,,Generation 642,131.13516748282947,94.74878642930469,0.7503058351551297,,Generation 642,116.40120232882508,85.36852425565473,0.7412079122516491,
Generation 643,104.7468634121778,77.23590262957373,0.7656930310392035,,Generation 643,122.02254002976508,90.06874270997866,0.7357593043558348,,Generation 643,124.51236797370314,90.11883663944502,0.7823103521739828,,Generation 643,113.20197865494283,82.77932993195998,0.7678982584600248,,Generation 643,135.31601492461695,95.53143971700501,0.7689335085901737,,Generation 643,127.31670967526588,93.44805641185508,0.7988367769222537,,Generation 643,129.90367135495285,94.14411349388854,0.808171434857623,,Generation 643,113.75447801293281,75.99421092446539,0.7242156266589879,,Generation 643,131.14830927766,93.20095673756327,0.7472931401284826,,Generation 643,114.41949352520804,85.27890308571534,0.7406013483537504,
Generation 644,110.95546021094589,77.24338755970643,0.7862113246725386,,Generation 644,123.43938523036825,88.38605590476277,0.7365104567778018,,Generation 644,123.09183585824303,88.99068238008022,0.7756857485709195,,Generation 644,113.92831489235752,84.05658749563509,0.7702312418860684,,Generation 644,129.01125210964153,97.7046645159055,0.7459004887724748,,Generation 644,133.45026312798063,94.12188545215201,0.8184570253349583,,Generation 644,123.60647065072094,91.3089612190272,0.7788099400010983,,Generation 644,114.56603949236441,77.97468889606262,0.7330927241422566,,Generation 644,125.24050761621658,93.2903880675185,0.732541518613056,,Generation 644,110.15541105495309,85.27890308571534,0.7279969194690648,
