Number of Runs,1,,
,,,
Number of Generations,1000,,
,,,
N (Size of Cromosome),100,,
,,,
P (Size of Population),500,,
,,,
,,,
,,,
Selection,Survivor,,
,,,
Survivor Elite percentage,0.2,,
,,,
Crossover,Uniform,,
,,,
Uniform probablitly,0.5,,
,,,
Mutation,Creep,,
,,,
Step size,0.5,Mutation Rate,0.01
,,,
,,,
,,,
Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene),,
,,,
,,,
,,,
Run 1,,,
,,,
Generations,Mean,Lowest,
,,,
Generation 1,1793.108096,1496.174852,
,,,
Generation 2,1696.716598,1411.506265,
,,,
Generation 3,1594.769492,1412.164476,
,,,
Generation 4,1497.938015,1237.414507,
,,,
Generation 5,1410.13731,1213.677058,
,,,
Generation 6,1331.789367,1125.068658,
,,,
Generation 7,1265.603246,1096.283565,
,,,
Generation 8,1190.28449,989.0606245,
,,,
Generation 9,1117.267589,896.326225,
,,,
Generation 10,1044.016125,883.7787868,
,,,
Generation 11,983.9894182,797.2555871,
,,,
Generation 12,921.4199252,769.9490456,
,,,
Generation 13,863.3687576,681.2735764,
,,,
Generation 14,807.0248974,651.6576161,
,,,
Generation 15,752.4967418,612.7403222,
,,,
Generation 16,703.7373867,556.6046535,
,,,
Generation 17,660.0136656,513.4018986,
,,,
Generation 18,615.7172407,446.4848897,
,,,
Generation 19,580.4385974,485.1693896,
,,,
Generation 20,546.7208408,422.0069164,
,,,
Generation 21,516.8256142,422.604584,
,,,
Generation 22,486.8983903,365.1060006,
,,,
Generation 23,461.8165736,355.9937339,
,,,
Generation 24,435.5579658,351.7210827,
,,,
Generation 25,407.9051198,313.06124,
,,,
Generation 26,387.4072438,310.4706617,
,,,
Generation 27,367.2687835,289.2331352,
,,,
Generation 28,349.5448413,280.8696795,
,,,
Generation 29,333.4924018,258.5068853,
,,,
Generation 30,316.2503753,256.3561137,
,,,
Generation 31,301.5509941,234.0920601,
,,,
Generation 32,288.684861,228.3958053,
,,,
Generation 33,274.9240161,216.7189086,
,,,
Generation 34,267.718699,208.7580427,
,,,
Generation 35,259.4502542,216.0845921,
,,,
Generation 36,254.1819017,204.6450188,
,,,
Generation 37,246.6338189,190.2375669,
,,,
Generation 38,243.6299266,182.103328,
,,,
Generation 39,232.7670206,181.3774851,
,,,
Generation 40,223.4992357,177.1338556,
,,,
Generation 41,215.7647152,174.3533195,
,,,
Generation 42,205.7723118,161.5555443,
,,,
Generation 43,198.972745,159.2359658,
,,,
Generation 44,193.2058794,151.2455669,
,,,
Generation 45,188.3342822,152.1495807,
,,,
Generation 46,184.6190505,151.0368817,
,,,
Generation 47,183.5254388,143.5363349,
,,,
Generation 48,180.257242,141.2970349,
,,,
Generation 49,175.5132978,138.7617573,
,,,
Generation 50,173.0762691,136.0275168,
,,,
Generation 51,168.5574283,136.875315,
,,,
Generation 52,169.147772,131.9191079,
,,,
Generation 53,164.7558369,130.1645942,
,,,
Generation 54,161.2177861,124.6664761,
,,,
Generation 55,156.5364648,125.4219607,
,,,
Generation 56,153.044741,123.724126,
,,,
Generation 57,152.8324177,122.6663012,
,,,
Generation 58,151.3058298,119.4602939,
,,,
Generation 59,149.3597791,115.1902446,
,,,
