Generation 40,503.3365742,441.4663762,,,,,
,,,,,,,
Generation 41,497.7356332,443.340542,,,,,
,,,,,,,
Generation 42,488.477671,446.2001368,,,,,
,,,,,,,
Generation 43,481.401566,412.2127175,,,,,
,,,,,,,
Generation 44,474.7628885,408.6697478,,,,,
,,,,,,,
Generation 45,456.1928749,399.6578096,,,,,
,,,,,,,
Generation 46,446.9269518,390.5025026,,,,,
,,,,,,,
Generation 47,447.8287673,394.2232008,,,,,
,,,,,,,
Generation 48,437.9294544,387.0061834,,,,,
,,,,,,,
Generation 49,426.872261,376.9166436,,,,,
,,,,,,,
Generation 50,429.8701288,383.1093045,,,,,
,,,,,,,
Generation 51,420.9709573,369.9177077,,,,,
,,,,,,,
Generation 52,412.4892296,369.1333822,,,,,
,,,,,,,
Generation 53,404.1361971,372.7626475,,,,,
,,,,,,,
Generation 54,405.1257178,369.0316265,,,,,
,,,,,,,
Generation 55,401.2230807,358.1059874,,,,,
,,,,,,,
Generation 56,400.1769566,351.348761,,,,,
,,,,,,,
Generation 57,391.8571887,350.6474743,,,,,
,,,,,,,
Generation 58,390.5392584,350.5462538,,,,,
,,,,,,,
Generation 59,391.8927421,327.3537216,,,,,
,,,,,,,
Generation 60,380.6898107,340.0606365,,,,,
,,,,,,,
Generation 61,373.4979192,332.6466981,,,,,
,,,,,,,
Generation 62,371.1285996,324.7849628,,,,,
,,,,,,,
Generation 63,369.6589185,318.5143359,,,,,
,,,,,,,
Generation 64,367.8360941,322.3803196,,,,,
,,,,,,,
Generation 65,366.0351438,326.3926782,,,,,
,,,,,,,
Generation 66,355.4848817,314.4551074,,,,,
,,,,,,,
Generation 67,351.1064443,310.2430425,,,,,
,,,,,,,
Generation 68,345.0569569,311.6521573,,,,,
,,,,,,,
Generation 69,340.3902766,311.9795082,,,,,
,,,,,,,
Generation 70,339.3508999,310.9700737,,,,,
,,,,,,,
Generation 71,342.3581563,303.7364693,,,,,
,,,,,,,
Generation 72,343.2974604,301.2733714,,,,,
,,,,,,,
Generation 73,339.374241,306.065301,,,,,
,,,,,,,
Generation 74,329.3642195,298.4933281,,,,,
,,,,,,,
Generation 75,333.6280648,296.8244265,,,,,
,,,,,,,
Generation 76,325.902735,294.2574354,,,,,
,,,,,,,
Generation 77,321.2016153,292.6661855,,,,,
,,,,,,,
Generation 78,315.8341863,291.6228416,,,,,
,,,,,,,
Generation 79,314.9199208,288.7548354,,,,,
,,,,,,,
Generation 80,310.679482,286.0157649,,,,,
,,,,,,,
Generation 81,317.3551739,284.1155715,,,,,
,,,,,,,
Generation 82,308.8734973,284.5046803,,,,,
,,,,,,,
Generation 83,304.4719431,278.9886533,,,,,
,,,,,,,
Generation 84,298.436862,276.6795494,,,,,
,,,,,,,
Generation 85,298.9834665,266.6144423,,,,,
,,,,,,,
Generation 86,293.3804186,265.0129256,,,,,
,,,,,,,
Generation 87,299.0737206,267.6444923,,,,,
,,,,,,,
Generation 88,301.7527595,269.9256096,,,,,
,,,,,,,
Generation 89,291.8768677,266.3400073,,,,,
,,,,,,,
Generation 90,296.1316908,266.3400073,,,,,
,,,,,,,
Generation 91,294.6941952,262.267572,,,,,
,,,,,,,
Generation 92,289.0233776,262.0567645,,,,,
,,,,,,,
Generation 93,290.4634974,256.3948628,,,,,
,,,,,,,
Generation 94,283.1463041,260.2895592,,,,,
,,,,,,,
Generation 95,289.4666951,259.0329719,,,,,
,,,,,,,
Generation 96,281.4435023,260.3718472,,,,,
,,,,,,,
Generation 97,292.9630857,262.9871719,,,,,
,,,,,,,
Generation 98,289.3151877,260.7768429,,,,,
,,,,,,,
Generation 99,283.4397311,257.8876657,,,,,
,,,,,,,
Generation 100,288.0791066,250.5154934,,,,,
,,,,,,,
Generation 101,283.0508561,254.6711371,,,,,
,,,,,,,
Generation 102,286.7096308,245.2869372,,,,,
,,,,,,,
Generation 103,281.0441943,247.9351124,,,,,
,,,,,,,
Generation 104,278.9006663,253.1036275,,,,,
,,,,,,,
Generation 105,274.8179135,250.8185995,,,,,
,,,,,,,
Generation 106,285.4868187,245.6690451,,,,,
,,,,,,,
Generation 107,275.7685255,251.6171204,,,,,
,,,,,,,
Generation 108,269.7078678,243.9179047,,,,,
,,,,,,,
Generation 109,273.7737492,244.5176863,,,,,
,,,,,,,
Generation 110,271.7585758,245.3762995,,,,,
,,,,,,,
Generation 111,272.324955,238.0417875,,,,,
,,,,,,,
Generation 112,270.2420643,236.2237305,,,,,
,,,,,,,
Generation 113,267.2308705,233.7350198,,,,,
,,,,,,,
Generation 114,269.9064088,241.6772644,,,,,
,,,,,,,
Generation 115,268.1812558,236.0420966,,,,,
,,,,,,,
Generation 116,267.7010048,240.5187842,,,,,
,,,,,,,
Generation 117,261.3254405,233.5320829,,,,,
,,,,,,,
Generation 118,257.9991282,239.109186,,,,,
,,,,,,,
Generation 119,258.8165456,235.142027,,,,,
,,,,,,,
Generation 120,266.3254484,228.5947954,,,,,
,,,,,,,
Generation 121,263.2444078,233.0557196,,,,,
,,,,,,,
Generation 122,256.065832,229.7125413,,,,,
,,,,,,,
Generation 123,258.7722546,227.7594219,,,,,
,,,,,,,
Generation 124,265.137477,228.7478574,,,,,
,,,,,,,
Generation 125,265.6376202,226.0456852,,,,,
,,,,,,,
Generation 126,256.6732541,228.0819191,,,,,
,,,,,,,
Generation 127,259.3815886,227.8334584,,,,,
,,,,,,,
Generation 128,258.4701738,223.147635,,,,,
,,,,,,,
Generation 129,259.5123023,227.7208636,,,,,
,,,,,,,
Generation 130,260.8450791,233.535245,,,,,
,,,,,,,
Generation 131,254.208341,225.5436733,,,,,
,,,,,,,
Generation 132,257.9104884,228.0766528,,,,,
,,,,,,,
Generation 133,249.8588367,225.4193488,,,,,
,,,,,,,
Generation 134,254.6056088,221.4204766,,,,,
,,,,,,,
Generation 135,255.1524145,224.7758011,,,,,
,,,,,,,
Generation 136,249.4806154,214.6864653,,,,,
,,,,,,,
Generation 137,243.1908421,220.6567703,,,,,
,,,,,,,
Generation 138,238.6825336,216.9005717,,,,,
,,,,,,,
Generation 139,237.5327658,216.5949649,,,,,
,,,,,,,
Generation 140,240.3246116,215.6982586,,,,,
,,,,,,,
Generation 141,234.838966,214.6523169,,,,,
,,,,,,,
Generation 142,241.1357184,210.7125958,,,,,
,,,,,,,
Generation 143,241.2306525,210.2906058,,,,,
,,,,,,,
Generation 144,240.3724414,212.2167871,,,,,
,,,,,,,
Generation 145,237.3709465,211.080513,,,,,
,,,,,,,
Generation 146,231.3513359,210.5519861,,,,,
,,,,,,,
Generation 147,236.1026441,209.6192995,,,,,
,,,,,,,
Generation 148,238.8792659,208.8151181,,,,,
,,,,,,,
Generation 149,240.9415282,210.2488983,,,,,
,,,,,,,
Generation 150,234.3419438,208.4832398,,,,,
,,,,,,,
Generation 151,241.1507669,210.0348529,,,,,
,,,,,,,
Generation 152,241.0559558,209.02486,,,,,
,,,,,,,
Generation 153,241.2901074,209.02486,,,,,
,,,,,,,
Generation 154,232.8610295,207.5699537,,,,,
,,,,,,,
Generation 155,237.3975315,207.443388,,,,,
,,,,,,,
Generation 156,236.6840225,211.0143415,,,,,
,,,,,,,
Generation 157,229.0309654,209.6365361,,,,,
,,,,,,,
Generation 158,238.0733236,206.8368274,,,,,
,,,,,,,
Generation 159,232.4433068,206.5644844,,,,,
,,,,,,,
Generation 160,228.6531727,204.9738114,,,,,
,,,,,,,
Generation 161,239.7450879,208.0383086,,,,,
,,,,,,,
Generation 162,229.3084855,208.5839207,,,,,
,,,,,,,
Generation 163,232.1524515,205.2194844,,,,,
,,,,,,,
Generation 164,226.3057442,205.6352605,,,,,
,,,,,,,
Generation 165,231.1578387,205.4732869,,,,,
,,,,,,,
Generation 166,232.6925926,202.9992483,,,,,
,,,,,,,
Generation 167,230.0597114,205.1575399,,,,,
,,,,,,,
Generation 168,224.1221855,202.8202701,,,,,
,,,,,,,
Generation 169,228.5200914,205.4849827,,,,,
,,,,,,,
Generation 170,231.7424612,202.9759033,,,,,
,,,,,,,
Generation 171,231.7754763,202.1053722,,,,,
,,,,,,,
Generation 172,225.6597684,201.0454092,,,,,
,,,,,,,
Generation 173,231.598148,203.4595868,,,,,
,,,,,,,
Generation 174,227.0119883,203.2479556,,,,,
,,,,,,,
Generation 175,225.5010826,200.6919985,,,,,
,,,,,,,
Generation 176,229.984246,203.0572772,,,,,
,,,,,,,
Generation 177,230.1668747,200.4432791,,,,,
,,,,,,,
Generation 178,231.8276954,201.0810224,,,,,
,,,,,,,
Generation 179,221.9413491,200.8442923,,,,,
,,,,,,,
Generation 180,223.1866223,199.2309338,,,,,
,,,,,,,
Generation 181,219.9584966,197.8185402,,,,,
,,,,,,,
Generation 182,220.8942588,199.5876044,,,,,
,,,,,,,
Generation 183,224.7457856,200.7565916,,,,,
,,,,,,,
Generation 184,228.6834472,196.9792302,,,,,
,,,,,,,
Generation 185,219.9926726,196.9591279,,,,,
,,,,,,,
Generation 186,227.1119976,197.8698585,,,,,
,,,,,,,
Generation 187,221.961148,195.935485,,,,,
,,,,,,,
Generation 188,224.460994,194.9381115,,,,,
,,,,,,,
Generation 189,224.1470981,194.7627916,,,,,
,,,,,,,
Generation 190,220.7466464,198.4013148,,,,,
,,,,,,,
Generation 191,215.6554123,195.8727159,,,,,
,,,,,,,
Generation 192,219.9001859,194.5802158,,,,,
,,,,,,,
Generation 193,223.0125204,195.9038985,,,,,
,,,,,,,
Generation 194,221.0480457,193.9353735,,,,,
,,,,,,,
Generation 195,219.3951316,195.4123065,,,,,
,,,,,,,
Generation 196,224.736695,194.5069994,,,,,
,,,,,,,
Generation 197,217.4510427,195.8799343,,,,,
,,,,,,,
Generation 198,223.3598092,194.1883639,,,,,
,,,,,,,
Generation 199,218.2086666,194.7867134,,,,,
,,,,,,,
Generation 200,223.4427752,193.3380246,,,,,
,,,,,,,
Generation 201,226.240408,194.2295708,,,,,
,,,,,,,
Generation 202,226.495535,190.9397923,,,,,
,,,,,,,
Generation 203,226.1429111,195.8995918,,,,,
,,,,,,,
Generation 204,226.9869475,195.6421774,,,,,
,,,,,,,
Generation 205,218.6703801,191.7204783,,,,,
,,,,,,,
Generation 206,225.1010624,193.6750638,,,,,
,,,,,,,
Generation 207,219.3160794,192.8045656,,,,,
,,,,,,,
Generation 208,221.3248819,193.5797188,,,,,
,,,,,,,
Generation 209,215.9527032,192.3786455,,,,,
,,,,,,,
Generation 210,219.6148442,191.3890816,,,,,
,,,,,,,
Generation 211,211.7797146,186.586651,,,,,
,,,,,,,
Generation 212,220.4906871,186.9564606,,,,,
,,,,,,,
Generation 213,217.234804,188.9343545,,,,,
,,,,,,,
Generation 214,208.5026816,187.8706073,,,,,
,,,,,,,
Generation 215,213.9766487,183.5014317,,,,,
,,,,,,,
Generation 216,216.6146619,187.5737934,,,,,
,,,,,,,
Generation 217,220.0510847,185.0313547,,,,,
,,,,,,,
Generation 218,224.3467706,187.172066,,,,,
,,,,,,,
Generation 219,215.3714006,186.1876102,,,,,
,,,,,,,
Generation 220,207.6233195,186.6272549,,,,,
,,,,,,,
Generation 221,212.4059777,185.4435644,,,,,
,,,,,,,
Generation 222,205.6375377,185.1082301,,,,,
,,,,,,,
Generation 223,215.3355598,185.5057208,,,,,
,,,,,,,
Generation 224,215.1127013,186.2541254,,,,,
,,,,,,,
Generation 225,216.402672,186.0177745,,,,,
,,,,,,,
Generation 226,218.0525805,185.7331529,,,,,
,,,,,,,
Generation 227,219.3362943,185.7887645,,,,,
,,,,,,,
Generation 228,216.8283443,183.006852,,,,,
,,,,,,,
Generation 229,204.7802294,183.0271097,,,,,
,,,,,,,
Generation 230,211.8732916,183.7448603,,,,,
,,,,,,,
Generation 231,212.6576964,183.0967966,,,,,
,,,,,,,
Generation 232,212.7354834,182.8180682,,,,,
,,,,,,,
Generation 233,205.2818058,182.0895821,,,,,
,,,,,,,
Generation 234,203.8735314,178.7440664,,,,,
,,,,,,,
Generation 235,202.9144434,179.5428082,,,,,
,,,,,,,
Generation 236,202.6230971,181.7175002,,,,,
,,,,,,,
Generation 237,203.6108694,177.0119964,,,,,
,,,,,,,
Generation 238,207.85079,179.235423,,,,,
,,,,,,,
Generation 239,210.6686931,177.0706435,,,,,
,,,,,,,
Generation 240,206.902861,180.6773115,,,,,
,,,,,,,
Generation 241,211.3654809,176.8516172,,,,,
,,,,,,,
Generation 242,205.9735466,176.8516172,,,,,
,,,,,,,
Generation 243,202.5255947,174.5769318,,,,,
,,,,,,,
Generation 244,209.7808834,174.8511286,,,,,
,,,,,,,
Generation 245,208.6042094,177.8411276,,,,,
,,,,,,,
Generation 246,208.6428452,176.1558734,,,,,
,,,,,,,
Generation 247,210.4129388,172.2330347,,,,,
,,,,,,,
Generation 248,210.8367958,172.2238461,,,,,
,,,,,,,
Generation 249,210.2223865,173.6245437,,,,,
,,,,,,,
Generation 250,200.3659688,173.6037034,,,,,
,,,,,,,
Generation 251,204.5070482,172.2823715,,,,,
,,,,,,,
Generation 252,198.3745586,173.4262976,,,,,
,,,,,,,
Generation 253,192.9241046,172.2672334,,,,,
,,,,,,,
Generation 254,196.1029699,170.0947431,,,,,
,,,,,,,
Generation 255,193.0656044,172.8533103,,,,,
,,,,,,,
Generation 256,192.6833842,167.8483079,,,,,
,,,,,,,
Generation 257,190.4824556,165.8548007,,,,,
,,,,,,,
Generation 258,199.3359583,168.7480002,,,,,
,,,,,,,
Generation 259,193.3781119,169.6960908,,,,,
,,,,,,,
Generation 260,196.6096318,165.8166523,,,,,
,,,,,,,
Generation 261,197.992958,166.2523968,,,,,
,,,,,,,
Generation 262,189.9827326,167.8207394,,,,,
,,,,,,,
Generation 263,187.4801128,166.0879824,,,,,
,,,,,,,
Generation 264,191.034412,166.9840793,,,,,
,,,,,,,
Generation 265,185.6860755,167.061007,,,,,
,,,,,,,
Generation 266,193.0262092,162.6922195,,,,,
,,,,,,,
Generation 267,197.7581836,164.6908617,,,,,
,,,,,,,
Generation 268,190.4252821,164.2836044,,,,,
,,,,,,,
Generation 269,187.5078172,166.3683724,,,,,
,,,,,,,
Generation 270,186.5194696,164.0705674,,,,,
,,,,,,,
Generation 271,184.0202193,163.4380206,,,,,
,,,,,,,
Generation 272,183.2180213,164.044705,,,,,
,,,,,,,
Generation 273,190.8239061,163.5251862,,,,,
,,,,,,,
Generation 274,192.1813536,163.0968362,,,,,
,,,,,,,
Generation 275,191.8852469,162.8950294,,,,,
,,,,,,,
Generation 276,191.8660304,163.0907124,,,,,
,,,,,,,
Generation 277,186.8120616,163.4028826,,,,,
,,,,,,,
Generation 278,191.534141,162.6014662,,,,,
,,,,,,,
Generation 279,183.6606188,160.3147146,,,,,
,,,,,,,
Generation 280,180.5563029,157.4683126,,,,,
,,,,,,,
Generation 281,185.7830553,160.1996381,,,,,
,,,,,,,
Generation 282,186.4259095,159.8298208,,,,,
,,,,,,,
Generation 283,183.6116268,159.7420786,,,,,
,,,,,,,
Generation 284,181.1984634,159.4110889,,,,,
,,,,,,,
Generation 285,184.5413601,155.2376717,,,,,
,,,,,,,
Generation 286,180.7675819,159.8894031,,,,,
,,,,,,,
Generation 287,180.5147441,157.455585,,,,,
,,,,,,,
Generation 288,176.9524976,158.1247849,,,,,
,,,,,,,
Generation 289,186.0762139,157.2709224,,,,,
,,,,,,,
Generation 290,184.7146496,154.41618,,,,,
,,,,,,,
Generation 291,186.9205657,158.3675422,,,,,
,,,,,,,
Generation 292,180.0861907,154.8616118,,,,,
,,,,,,,
Generation 293,180.9988128,157.0709009,,,,,
,,,,,,,
Generation 294,185.3480129,155.0647403,,,,,
,,,,,,,
Generation 295,178.0074629,155.0835965,,,,,
,,,,,,,
Generation 296,183.8889866,154.9954335,,,,,
,,,,,,,
Generation 297,182.613086,154.6751421,,,,,
,,,,,,,
Generation 298,174.2610632,153.7069305,,,,,
,,,,,,,
Generation 299,178.2113386,154.2783417,,,,,
,,,,,,,
Generation 300,179.7395038,151.005408,,,,,
,,,,,,,
Generation 301,172.9537526,151.2705936,,,,,
,,,,,,,
Generation 302,171.8065839,151.9889464,,,,,
,,,,,,,
Generation 303,182.7629844,151.0323129,,,,,
,,,,,,,
Generation 304,183.6158575,148.9939966,,,,,
,,,,,,,
Generation 305,172.1259086,148.380102,,,,,
,,,,,,,
Generation 306,182.975243,147.4389015,,,,,
,,,,,,,
Generation 307,175.2650363,148.1876302,,,,,
,,,,,,,
Generation 308,180.1952724,146.557839,,,,,
,,,,,,,
Generation 309,174.6561873,149.3329809,,,,,
,,,,,,,
Generation 310,170.2528561,145.0253297,,,,,
,,,,,,,
Generation 311,174.9840053,149.291301,,,,,
,,,,,,,
Generation 312,176.2953378,145.546064,,,,,
,,,,,,,
Generation 313,171.4688322,145.6900075,,,,,
,,,,,,,
Generation 314,165.6840102,144.7239004,,,,,
,,,,,,,
Generation 315,165.2735702,142.9132484,,,,,
,,,,,,,
Generation 316,165.2028738,142.7186552,,,,,
,,,,,,,
Generation 317,169.0871056,142.8145639,,,,,
,,,,,,,
Generation 318,167.2707802,142.4230987,,,,,
,,,,,,,
Generation 319,161.8523217,143.6689306,,,,,
,,,,,,,
Generation 320,160.2321419,140.377274,,,,,
,,,,,,,
Generation 321,160.1255024,139.0623213,,,,,
,,,,,,,
Generation 322,163.9453973,138.5741656,,,,,
,,,,,,,
Generation 323,158.4730039,138.879585,,,,,
,,,,,,,
Generation 324,158.9450172,137.8152397,,,,,
,,,,,,,
Generation 325,169.8413809,141.2069594,,,,,
,,,,,,,
Generation 326,172.3454982,139.7360725,,,,,
,,,,,,,
Generation 327,163.5210605,139.7785475,,,,,
,,,,,,,
Generation 328,170.0121228,137.4226977,,,,,
,,,,,,,
Generation 329,170.5710219,136.5014613,,,,,
,,,,,,,
Generation 330,170.066245,140.9682991,,,,,
,,,,,,,
Generation 331,171.5169722,139.1962716,,,,,
,,,,,,,
Generation 332,164.3421414,137.6653231,,,,,
,,,,,,,
Generation 333,166.147825,134.1156332,,,,,
,,,,,,,
Generation 334,165.804883,138.9701458,,,,,
,,,,,,,
Generation 335,165.0958315,139.894289,,,,,
,,,,,,,
Generation 336,171.5011963,130.6515047,,,,,
,,,,,,,
Generation 337,160.0356661,132.4829315,,,,,
,,,,,,,
Generation 338,169.2664563,131.0457527,,,,,
,,,,,,,
Generation 339,171.1450896,129.4188529,,,,,
,,,,,,,
Generation 340,162.8800322,129.1956745,,,,,
,,,,,,,
Generation 341,166.5574642,132.402001,,,,,
,,,,,,,
Generation 342,165.8813225,130.6610176,,,,,
,,,,,,,
Generation 343,163.1901039,128.8803422,,,,,
,,,,,,,
Generation 344,161.9533448,129.422977,,,,,
,,,,,,,
Generation 345,162.7636684,128.88383,,,,,
,,,,,,,
Generation 346,166.1432196,128.580009,,,,,
,,,,,,,
Generation 347,154.2083123,126.9643642,,,,,
,,,,,,,
Generation 348,159.7641239,127.1506064,,,,,
,,,,,,,
Generation 349,158.6254344,126.621858,,,,,
,,,,,,,
Generation 350,160.5528512,127.5299137,,,,,
,,,,,,,
Generation 351,159.4136261,128.850984,,,,,
,,,,,,,
Generation 352,151.3026349,128.0433881,,,,,
,,,,,,,
Generation 353,157.8175846,127.7836982,,,,,
,,,,,,,
Generation 354,154.7214047,127.5236353,,,,,
,,,,,,,
Generation 355,150.2589896,126.2368577,,,,,
,,,,,,,
Generation 356,157.6601842,123.8259314,,,,,
,,,,,,,
Generation 357,159.3229869,127.351222,,,,,
,,,,,,,
Generation 358,157.6258552,129.8539154,,,,,
,,,,,,,
Generation 359,149.9688532,123.7325934,,,,,
,,,,,,,
Generation 360,149.243937,126.2173711,,,,,
,,,,,,,
Generation 361,145.6097171,124.836379,,,,,
,,,,,,,
Generation 362,153.2195928,124.4332077,,,,,
,,,,,,,
Generation 363,157.3763428,125.59783,,,,,
,,,,,,,
Generation 364,157.2684263,124.5882964,,,,,
,,,,,,,
Generation 365,160.5546944,124.7842019,,,,,
,,,,,,,
Generation 366,163.9099581,123.0682404,,,,,
,,,,,,,
Generation 367,153.0362972,125.1553421,,,,,
,,,,,,,
Generation 368,159.4959785,122.488883,,,,,
,,,,,,,
Generation 369,146.4881927,124.1435259,,,,,
,,,,,,,
Generation 370,157.2869488,125.3437446,,,,,
,,,,,,,
Generation 371,156.3581338,123.6069715,,,,,
,,,,,,,
Generation 372,155.1320692,120.3198221,,,,,
,,,,,,,
Generation 373,151.6600307,119.1068233,,,,,
,,,,,,,
Generation 374,158.2948903,124.5057973,,,,,
,,,,,,,
Generation 375,149.300392,121.6127101,,,,,
,,,,,,,
Generation 376,155.2977418,119.8790563,,,,,
,,,,,,,
Generation 377,152.878719,124.0048839,,,,,
,,,,,,,
Generation 378,147.2365787,122.6606454,,,,,
,,,,,,,
Generation 379,146.7152588,122.3465094,,,,,
,,,,,,,
Generation 380,151.3335108,123.0748868,,,,,
,,,,,,,
Generation 381,153.0972422,117.5855697,,,,,
,,,,,,,
Generation 382,145.6397899,119.4051139,,,,,
,,,,,,,
Generation 383,149.1084533,119.7831068,,,,,
,,,,,,,
Generation 384,140.4254905,117.4787154,,,,,
,,,,,,,
Generation 385,135.9625074,117.0675178,,,,,
,,,,,,,
Generation 386,144.0395015,117.1063628,,,,,
,,,,,,,
Generation 387,139.2918286,117.2416978,,,,,
,,,,,,,
Generation 388,143.2150537,117.6912803,,,,,
,,,,,,,
Generation 389,146.1450724,116.1557499,,,,,
,,,,,,,
Generation 390,142.4638885,117.2708268,,,,,
,,,,,,,
Generation 391,150.4151279,118.0362912,,,,,
,,,,,,,
Generation 392,150.4208262,115.7495347,,,,,
,,,,,,,
Generation 393,140.1698203,116.764089,,,,,
,,,,,,,
Generation 394,142.9580178,112.4771856,,,,,
,,,,,,,
Generation 395,137.1526181,113.9224781,,,,,
,,,,,,,
Generation 396,143.1743732,114.0425142,,,,,
,,,,,,,
Generation 397,143.5750126,113.797646,,,,,
,,,,,,,
Generation 398,145.7827338,113.5887139,,,,,
,,,,,,,
Generation 399,145.2082414,112.6889883,,,,,
,,,,,,,
Generation 400,139.563557,112.2371681,,,,,
,,,,,,,
Generation 401,142.7846331,114.5489787,,,,,
,,,,,,,
Generation 402,144.6416091,113.5529093,,,,,
,,,,,,,
Generation 403,143.8010564,114.917523,,,,,
,,,,,,,
Generation 404,147.1463951,115.8983571,,,,,
,,,,,,,
Generation 405,140.5530243,115.8215042,,,,,
,,,,,,,
Generation 406,137.2090284,115.7056673,,,,,
,,,,,,,
Generation 407,146.2879109,114.9266957,,,,,
,,,,,,,
Generation 408,148.9839336,116.3141798,,,,,
,,,,,,,
Generation 409,149.9411615,115.4752771,,,,,
,,,,,,,
Generation 410,150.6047634,116.4025262,,,,,
,,,,,,,
Generation 411,150.4931454,114.6315405,,,,,
,,,,,,,
Generation 412,147.1771387,111.2703123,,,,,
,,,,,,,
Generation 413,152.8472956,112.8133376,,,,,
,,,,,,,
Generation 414,146.3476819,115.3959506,,,,,
,,,,,,,
Generation 415,147.8010603,114.3090915,,,,,
,,,,,,,
Generation 416,139.5705336,112.8189205,,,,,
,,,,,,,
Generation 417,145.9266654,113.8446174,,,,,
,,,,,,,
Generation 418,145.2118111,113.8576571,,,,,
,,,,,,,
Generation 419,147.0307448,115.2616289,,,,,
,,,,,,,
Generation 420,145.9768569,109.9019484,,,,,
,,,,,,,
Generation 421,139.8666649,112.459559,,,,,
,,,,,,,
Generation 422,141.3549646,112.8131036,,,,,
,,,,,,,
Generation 423,143.0614455,112.8912689,,,,,
,,,,,,,
Generation 424,141.5341851,112.3470052,,,,,
,,,,,,,
Generation 425,142.2670581,113.4577232,,,,,
,,,,,,,
Generation 426,143.3856684,113.2830995,,,,,
,,,,,,,
Generation 427,145.3394877,109.6348894,,,,,
,,,,,,,
Generation 428,137.6585946,108.5153295,,,,,
,,,,,,,
Generation 429,144.3197307,109.7953588,,,,,
,,,,,,,
Generation 430,141.0623711,108.9950298,,,,,
,,,,,,,
Generation 431,133.8007754,110.182141,,,,,
,,,,,,,
Generation 432,139.7196258,111.8066084,,,,,
,,,,,,,
Generation 433,139.8944452,111.5472612,,,,,
,,,,,,,
Generation 434,141.0910589,110.6251282,,,,,
,,,,,,,
Generation 435,146.1212695,108.484138,,,,,
,,,,,,,
Generation 436,138.6416797,112.3570985,,,,,
,,,,,,,
Generation 437,142.7181383,109.7620561,,,,,
,,,,,,,
Generation 438,138.4582412,106.8624182,,,,,
,,,,,,,
Generation 439,143.7713777,109.4467683,,,,,
,,,,,,,
Generation 440,140.67021,112.3334162,,,,,
,,,,,,,
Generation 441,140.8669884,109.1845414,,,,,
,,,,,,,
