Number of Runs,1,,,,,,
,,,,,,,
Number of Generations,1000,,,,,,
,,,,,,,
N (Size of Cromosome),100,,,,,,
,,,,,,,
P (Size of Population),100,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Selection,Survivor,,,,,,
,,,,,,,
Survivor Elite percentage,0.4,,,,,,
,,,,,,,
Crossover,Uniform,,,,,,
,,,,,,,
Uniform probablitly,0.5,,,,,,
,,,,,,,
Mutation,Creep,,,,,,
,,,,,,,
Step size,0.02,Mutation Rate,0.5,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene),,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Run 1,,,,,,,
,,,,,,,
Generations,Mean,Lowest,All Gene Stand Div,,,,
,,,,,,,
Generation 1,1741.158792,1554.663724,2.887837676,,,,
,,,,,,,
Generation 2,1675.217079,1495.835224,2.807222836,,,,
,,,,,,,
Generation 3,1613.109547,1328.479551,2.746236076,,,,
,,,,,,,
Generation 4,1561.749533,1252.241666,2.709086129,,,,
,,,,,,,
Generation 5,1504.704573,1290.330445,2.657165875,,,,
,,,,,,,
Generation 6,1441.655073,1274.518895,2.576315272,,,,
,,,,,,,
Generation 7,1380.256629,1175.608161,2.502300168,,,,
,,,,,,,
Generation 8,1318.72339,1143.018227,2.419177338,,,,
,,,,,,,
Generation 9,1260.590427,1036.181993,2.356466421,,,,
,,,,,,,
Generation 10,1199.638177,1002.598622,2.285361827,,,,
,,,,,,,
Generation 11,1154.830186,946.3677147,2.246062689,,,,
,,,,,,,
Generation 12,1105.326844,887.2510628,2.194910188,,,,
,,,,,,,
Generation 13,1068.175134,889.1261537,2.150781694,,,,
,,,,,,,
Generation 14,1030.654975,886.8560145,2.090305463,,,,
,,,,,,,
Generation 15,987.3219085,866.4019513,2.030764159,,,,
,,,,,,,
Generation 16,952.4863967,804.3616514,1.983838721,,,,
,,,,,,,
Generation 17,914.8283344,801.5900847,1.94013924,,,,
,,,,,,,
Generation 18,871.5322726,739.6204884,1.877404158,,,,
,,,,,,,
Generation 19,838.5910305,708.6305971,1.820638644,,,,
,,,,,,,
Generation 20,806.2479249,692.1417713,1.796907167,,,,
,,,,,,,
Generation 21,780.4774458,680.9864805,1.767161683,,,,
,,,,,,,
Generation 22,753.60409,635.5879484,1.729975716,,,,
,,,,,,,
Generation 23,728.5340433,647.6197801,1.694814564,,,,
,,,,,,,
Generation 24,706.4641041,605.0248552,1.675802984,,,,
,,,,,,,
Generation 25,684.0841224,611.4157095,1.638839859,,,,
,,,,,,,
Generation 26,665.7344279,578.9778806,1.613721561,,,,
,,,,,,,
Generation 27,642.2641145,550.3718743,1.596464294,,,,
,,,,,,,
Generation 28,621.6093765,529.8425635,1.576132145,,,,
,,,,,,,
Generation 29,607.1298141,529.0380804,1.561385878,,,,
,,,,,,,
Generation 30,589.8447787,526.8379681,1.526715075,,,,
,,,,,,,
Generation 31,573.7982112,509.3919174,1.507794153,,,,
,,,,,,,
Generation 32,560.146425,508.1414684,1.48876561,,,,
,,,,,,,
Generation 33,547.1588794,483.306978,1.487296402,,,,
,,,,,,,
Generation 34,536.6973985,483.1784761,1.472706639,,,,
,,,,,,,
