Number of Runs,1
Number of Generations,100
N (Size of Cromosome),100
P (Size of Population),100

Selection,Survivor
Survivor Elite percentage,0.4
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,1,Mutation Rate,0.03

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,
Generations,Mean,Lowest,All Gene Stand Div,
Generation 1,1762.9832026071751,1561.828421617266,2.874146088364775,
Generation 2,1702.6733433976221,1522.2974894363533,2.8126082525706537,
Generation 3,1638.5576884443287,1461.1998924346012,2.735950838772133,
Generation 4,1581.5582935104214,1378.5691000414017,2.681100501962726,
Generation 5,1522.7829366621654,1376.260005944022,2.619765085305127,
Generation 6,1477.133550905063,1291.3527769445518,2.5546221257490527,
Generation 7,1422.786941550178,1288.681573509543,2.505958905908807,
Generation 8,1374.9439541958752,1220.9485036340545,2.4236931091442275,
Generation 9,1315.564325507944,1092.1551902551669,2.344298358881233,
Generation 10,1253.184675238159,1069.5794508678046,2.265059265225918,
Generation 11,1205.421531134483,1018.669241603177,2.208806260083398,
Generation 12,1171.2534862729308,1015.1341589734872,2.1743020185061086,
Generation 13,1123.568932365656,932.3823941877448,2.1165740451729915,
Generation 14,1071.3625449928381,899.527466324626,2.060635863292277,
Generation 15,1033.2613782658832,902.4976368000234,2.042643719801129,
Generation 16,998.4946647618812,856.7419911712958,2.0045595440397017,
Generation 17,951.3046540332797,849.3049283854241,1.9692604951267303,
Generation 18,907.0724342740522,754.1158159332279,1.9323246310833164,
Generation 19,864.7075884607689,753.6048267034387,1.9080142075543525,
Generation 20,822.6953364201274,711.8413011108548,1.8521966605375217,
Generation 21,797.2867342721095,686.1383978703996,1.8058679452293616,
Generation 22,758.1414690660209,662.2236885141297,1.7926292789073166,
Generation 23,726.7959705437498,602.2884974313263,1.745728662543993,
Generation 24,696.4139770585025,609.9001846960234,1.7099081577685962,
Generation 25,671.8432489563218,589.7664174377339,1.6943942280080135,
Generation 26,651.4580690282905,562.4548598848667,1.6864994707770309,
Generation 27,628.8560937023175,560.5286417440187,1.6879332818067456,
Generation 28,610.3504541083583,533.0214694547075,1.6643271009203184,
Generation 29,595.9036781359698,527.6129331970233,1.651312147261955,
Generation 30,585.4107972889273,507.1338498222083,1.6294893107991013,
Generation 31,572.5995413725749,519.5866204038186,1.608330547982696,
Generation 32,560.3851199013486,494.88892315024026,1.6054592077163437,
Generation 33,544.8399485316211,460.1611144105631,1.5897166207156068,
Generation 34,532.5811086676702,456.82237359976057,1.5672846626387114,
Generation 35,520.74116783521,435.8389790451804,1.5467723720666708,
Generation 36,505.59671525238934,434.02163162725924,1.525678957742018,
Generation 37,495.6529900332729,436.1342644919364,1.498012271077697,
Generation 38,482.24615688121514,412.0580111459609,1.4931932283211697,
Generation 39,469.65269635276434,413.92260905210355,1.4737075994388293,
Generation 40,457.008316767687,417.56390726883296,1.4635454366649283,
Generation 41,451.98220891451024,403.9204445795938,1.4625460939726398,
Generation 42,446.32154380214257,381.0336671068362,1.4582549468399544,
Generation 43,438.11969738909335,386.33639533518726,1.4441972913993806,
Generation 44,431.76585704546414,367.5745165224828,1.4332459597832714,
Generation 45,425.7349854761887,373.4936778111763,1.4294493317329253,
Generation 46,415.9654003210785,362.21888483799046,1.4250618562920925,
Generation 47,413.75364043444904,363.1237235389582,1.412703084118281,
Generation 48,407.33745939483873,348.92259958219665,1.4055377009928762,
Generation 49,403.3886905113767,352.5626528151852,1.4045330199334882,
Generation 50,395.77888531820093,347.16282549872574,1.3987579737575888,
Generation 51,389.59791667072926,344.7332040899637,1.388438293954588,
Generation 52,390.19032040376544,336.3236975608678,1.381418721863706,
Generation 53,384.0864296203347,342.50869710871746,1.3717222138913907,
Generation 54,380.49855605771,321.394406445149,1.364851059249581,
Generation 55,374.8543554562106,337.0590744967625,1.3676155607374374,
Generation 56,373.72328719464116,321.79438046458915,1.3644073892448239,
Generation 57,368.9017045764807,324.73748366474945,1.3645349246098883,
Generation 58,360.55733227580623,314.1870252105283,1.3650431705359938,
Generation 59,357.5654481490343,308.7379438964259,1.3621489558191469,
Generation 60,355.4803142171375,311.3641903191575,1.366865850062072,
Generation 61,355.5705687755859,309.09649809477617,1.364966484116847,
Generation 62,354.57678035837773,302.3378976904627,1.361695382715546,
Generation 63,347.17501278579124,294.9348958670681,1.350970058611707,
Generation 64,344.6399181131686,298.45904734285295,1.3489656663508953,
Generation 65,345.4847581220718,299.9074997575191,1.3403633157501356,
Generation 66,344.69688270586767,293.15468287395663,1.3427834196790165,
Generation 67,341.36039642888164,291.8663924612441,1.3389554009951428,
Generation 68,326.2089642876872,277.21525474341126,1.3281865342791421,
Generation 69,327.39703898352633,284.7129288697432,1.3200004633864406,
Generation 70,326.32935167750753,281.54028628368826,1.3158534443889989,
Generation 71,328.1199157470647,277.5101581557095,1.314636760196165,
Generation 72,331.0179456589691,272.5816554351808,1.3143440862783657,
Generation 73,333.7297455643392,289.591033896092,1.3159251960942204,
Generation 74,339.6498084070585,287.54751273458726,1.3169232308796919,
Generation 75,345.03323464750616,286.00822738234797,1.307237008948957,
Generation 76,341.35576525252037,285.80117907979684,1.3009442001136824,
Generation 77,340.98505954511967,297.59828504888094,1.3006122555657342,
Generation 78,338.742653607263,276.6312897648877,1.3046198429569986,
Generation 79,339.4235627954978,279.5688060582786,1.2960249547557876,
Generation 80,339.2002954471479,283.43485465258414,1.2954352230146682,
Generation 81,344.9473639162953,279.31750483928874,1.2941576904543854,
Generation 82,338.34598865064385,287.46461039971507,1.2890518435053508,
Generation 83,341.34985474705985,278.7626159423361,1.2936467045305389,
Generation 84,339.0088503018817,269.19945704016675,1.292570395802424,
Generation 85,339.31751905781965,288.0049757023096,1.2997951478302692,
Generation 86,336.9288238817537,261.58131287223705,1.292281850869593,
Generation 87,332.2021749603884,270.14779693029766,1.2856270938482115,
Generation 88,331.5711263862145,271.7687865867614,1.2812532966368406,
Generation 89,326.0821737099036,257.7985288444413,1.2772557717295803,
Generation 90,326.9693620511427,274.3861040060773,1.2737141927906381,
Generation 91,323.7814536272414,267.42707462706323,1.2719423106785324,
Generation 92,327.8470396338227,277.3300783019588,1.271497961166956,
Generation 93,334.38028819313166,280.89093108359816,1.2717927201779622,
Generation 94,334.9288130356464,248.14237551103452,1.2753446800435146,
Generation 95,335.3630440872026,252.44210849115507,1.2726516048503675,
Generation 96,329.41296149392804,262.07927289277063,1.2685027318534485,
Generation 97,326.298246561192,258.45953687081794,1.2623398723268686,
Generation 98,323.31930860595304,268.4982586838537,1.2532807440185603,
Generation 99,319.1909753341184,259.84492454711324,1.2550610915966853,
Generation 100,317.5744930150084,264.1687057707737,1.2468725035631736,
Best,317.5744930150084,248.14237551103452,
Generation,100,94,

1,6,-,4,6,-,2,4
