Number of Runs,5
Number of Generations,100
N (Size of Cromosome),100
P (Size of Population),200

Selection,Survivor
Survivor Elite percentage,0.2
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,0.5,Mutation Rate,0.02

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,,Run 2,,,,Run 3,,,,Run 4,,,,Run 5,,,
Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,
Generation 45,351.64941220894417,303.1973604953546,,Generation 45,362.81784793366575,309.70424133850383,,Generation 45,330.5750717633953,270.7651936840582,,Generation 45,369.09942223849595,315.29094537752405,,Generation 45,345.8808357828475,288.7707156827156,
Generation 46,358.947668758261,308.3617086781529,,Generation 46,366.19818821098875,298.8446190418846,,Generation 46,327.8936839626378,258.0969965529107,,Generation 46,370.8070095498783,313.88721366006484,,Generation 46,345.22928430356956,277.57196308384766,
Generation 47,345.49719703778845,297.6198121052472,,Generation 47,361.2368405966764,281.4990494527092,,Generation 47,326.849510584575,258.0969965529107,,Generation 47,352.0793327233851,299.38162901251883,,Generation 47,340.5324294446155,275.010417058857,
Generation 48,334.0453854167813,289.3495168436566,,Generation 48,345.35113444040303,300.79491876585894,,Generation 48,307.76509521688376,259.5836983782284,,Generation 48,358.1617910820731,294.61594323686586,,Generation 48,337.7120642419936,279.81578883316786,
Generation 49,329.78370897747897,286.2907123834682,,Generation 49,338.0955292525757,287.1727837591211,,Generation 49,300.81104468643485,246.26524749536577,,Generation 49,340.101143877934,299.9374803736657,,Generation 49,321.5770650290006,271.85056072505256,
Generation 50,338.19142905933944,288.70459602286473,,Generation 50,343.82201566193476,285.41426979271455,,Generation 50,306.7160657600067,247.1667810798466,,Generation 50,351.12234982654553,296.7768651033625,,Generation 50,310.9824936452835,260.98629181408353,
Generation 51,340.4970602464371,287.62148775507217,,Generation 51,339.63344815846415,271.82698853200816,,Generation 51,289.05323604074965,243.16921789555727,,Generation 51,334.4331543885822,280.612417759752,,Generation 51,304.02646711247434,261.20408561684815,
Generation 52,340.2508393889417,274.59828788899654,,Generation 52,340.4587649292621,272.0993666582101,,Generation 52,284.207493380039,241.81272121391714,,Generation 52,328.1909741986433,272.9910912345573,,Generation 52,307.67627273534595,261.85557306346607,
Generation 53,324.01355697611905,268.4602206774939,,Generation 53,342.7036007547278,270.3039321453383,,Generation 53,280.1149879808133,241.14345396777833,,Generation 53,319.1849508452749,262.9179555126167,,Generation 53,310.75716554713273,260.0156065183028,
Generation 54,326.6394612524005,261.9019560391114,,Generation 54,337.6528895384309,264.29812097185845,,Generation 54,289.8792733582227,229.4890132024002,,Generation 54,320.33961102869785,264.8990275030915,,Generation 54,296.6870013363998,248.17700712879753,
Generation 55,327.7542216338549,271.74809983080377,,Generation 55,322.93633032136876,266.4839660120822,,Generation 55,289.9819388475173,233.35267650078447,,Generation 55,315.73108616757946,261.46383150047404,,Generation 55,293.62584879697283,256.5353489519581,
Generation 56,327.772737374501,262.7880244948967,,Generation 56,326.6161505014304,264.3560483444438,,Generation 56,290.2683682381715,229.18038281816416,,Generation 56,321.33746525409794,259.9689382938335,,Generation 56,292.8624828629305,253.54018901284542,
Generation 57,310.01937016241635,259.68820074280916,,Generation 57,311.93432991942734,270.55005619264205,,Generation 57,274.5008507738053,225.18148148679415,,Generation 57,302.7602119289124,257.64360159055184,,Generation 57,290.19322463164735,246.9434367829083,
Generation 58,314.232204452649,257.4615636732426,,Generation 58,319.9550539318005,259.52022173818864,,Generation 58,264.7302835718633,226.90520604048788,,Generation 58,296.4904574229472,243.8974691836696,,Generation 58,299.01342173183554,245.74600350558308,
Generation 59,300.5768927694963,253.2137623653507,,Generation 59,305.7608721469446,256.2462919552788,,Generation 59,273.67160577082245,226.5188666675798,,Generation 59,304.57439223347507,251.2663154715218,,Generation 59,301.9240081493456,248.53626682839115,
Generation 60,292.84179201672316,247.3205830466893,,Generation 60,318.8048282242972,255.82714827354755,,Generation 60,261.6589831970113,210.71196606187493,,Generation 60,303.37088977488366,236.51505580077765,,Generation 60,305.8565747050527,241.07558885907736,
Generation 61,300.90357346005595,239.07427704054203,,Generation 61,316.522164752419,253.8138672404964,,Generation 61,275.1314438043456,210.45414581994658,,Generation 61,304.8983066813996,240.10783454220598,,Generation 61,306.452113467632,240.38137688062614,
Generation 62,297.55583812462163,242.57245066516612,,Generation 62,314.94995204502345,255.408008828177,,Generation 62,259.79561836446237,214.8617654381112,,Generation 62,300.946547381954,244.1944002636808,,Generation 62,303.6057126701352,241.9869271930785,
Generation 63,296.5784058274819,238.4124383362706,,Generation 63,312.946587723594,248.57063597894307,,Generation 63,266.5530273479157,209.09531780796772,,Generation 63,286.91425833004047,248.36920225837082,,Generation 63,299.92294723911544,247.18850602188547,
Generation 64,294.37931039299383,233.71604499005525,,Generation 64,297.7302783863296,248.74406730161127,,Generation 64,254.93613761625198,218.4212332420351,,Generation 64,277.30854347185436,232.21523110886676,,Generation 64,296.25039294721574,240.72399183644325,
Generation 65,277.8540669722629,229.02667372573728,,Generation 65,307.50759851230237,244.77461046134454,,Generation 65,249.11560789968868,210.05563242681546,,Generation 65,272.09643551238827,230.07129681469553,,Generation 65,280.7170038547602,237.99489630153425,
Generation 66,282.4127125814922,227.59947491969444,,Generation 66,302.042147639944,240.97488992560272,,Generation 66,257.92487231900674,205.9532856358802,,Generation 66,268.16129124169777,220.93146887861872,,Generation 66,276.1226104455478,232.94764107949777,
Generation 67,286.52957870033003,226.3388270500841,,Generation 67,291.23126361447345,241.81449440678784,,Generation 67,245.7582443038197,203.14829581277343,,Generation 67,261.0254129899875,216.5993586637893,,Generation 67,273.7840366400154,233.31907080355563,
Generation 68,270.0439137204731,224.07767832893683,,Generation 68,281.1543105877226,239.7826059883596,,Generation 68,258.90555196624865,206.55999164405864,,Generation 68,269.11046792431944,213.84615988627627,,Generation 68,271.42779950937506,238.79557782702136,
Generation 69,276.3040807820116,226.9633410194574,,Generation 69,279.5732333724571,241.1618073940059,,Generation 69,246.23754192663478,202.18413704192722,,Generation 69,258.47323385577477,212.81258719399955,,Generation 69,269.17865728171415,231.12697158687718,
Generation 70,263.40575727306594,216.97857438995334,,Generation 70,276.0383849957028,235.3115191858085,,Generation 70,259.83917279925686,205.41357109394232,,Generation 70,252.5198502073736,207.99405757837565,,Generation 70,263.20969156808036,227.68408652376104,
Generation 71,256.615403737386,222.2154031827913,,Generation 71,272.8617404684373,234.34876143697602,,Generation 71,260.29575191647547,206.93574173328955,,Generation 71,263.93558075367343,210.47100935072842,,Generation 71,264.02914320713046,226.97932485915806,
Generation 72,268.69854234661693,211.31612284836046,,Generation 72,283.5407786609214,233.8081357983649,,Generation 72,258.8686390970043,204.21611225888842,,Generation 72,268.14432736173273,199.80365640886623,,Generation 72,270.3422323432627,224.61176254488942,
Generation 73,269.7568396365569,209.1072986147292,,Generation 73,272.19335972727384,229.18310952671982,,Generation 73,246.15272541227867,202.15570267605779,,Generation 73,251.6210723415076,202.96731864411504,,Generation 73,276.91307127629915,225.39260385563125,
Generation 74,275.4297756239584,209.35274739262218,,Generation 74,267.38303994784496,230.0662772413691,,Generation 74,236.41685856484003,193.55315509884065,,Generation 74,243.00768514967888,190.12736358232303,,Generation 74,277.6977412628146,219.88351399918997,
Generation 75,274.7431174793891,202.37846133720495,,Generation 75,262.1167995281036,227.08644920015718,,Generation 75,249.73731830800352,191.57466944449664,,Generation 75,250.60414887844036,191.6299290103169,,Generation 75,278.9603083810215,219.88351399918997,
Generation 76,269.38562818779445,209.14421099519382,,Generation 76,272.6059744329094,224.9510300394486,,Generation 76,251.71978497104493,192.42660445745628,,Generation 76,242.90497474890006,197.8225265257911,,Generation 76,280.4008041763614,216.19809938686194,
Generation 77,252.94074963242863,198.3948995058804,,Generation 77,264.30044042451084,228.35237584535128,,Generation 77,231.5786855560386,191.4588474368603,,Generation 77,250.09372687282467,198.104127282665,,Generation 77,279.7230074440515,225.9036649152631,
Generation 78,253.9562344191318,199.98157549298412,,Generation 78,273.8288651832912,225.07864470893367,,Generation 78,239.07663042504984,190.8131218258942,,Generation 78,249.0939897175181,195.4668111828513,,Generation 78,265.0418249179091,215.2090111092582,
Generation 79,255.30191036620516,199.47789738963797,,Generation 79,261.4359540724228,219.20833428067692,,Generation 79,221.66252126996926,186.94808074397963,,Generation 79,245.7245910052471,182.5352176605453,,Generation 79,257.0261334464801,216.87895822402425,
Generation 80,250.66773286147654,190.66087406126462,,Generation 80,271.75125724201894,224.24116456043305,,Generation 80,234.348934299202,179.34730806756204,,Generation 80,231.53454767782708,185.90855915514373,,Generation 80,249.22083698546484,208.93463253776008,
Generation 81,244.34475726689743,187.43800745735098,,Generation 81,276.28783906861435,224.1897442530734,,Generation 81,218.4184874604749,181.65081967420303,,Generation 81,238.53882861105632,187.3840552756892,,Generation 81,261.8269746036839,210.74615172055053,
Generation 82,245.49461937493354,186.8549891333771,,Generation 82,274.30835268794044,225.6337562080929,,Generation 82,231.49022752899234,182.9912257180473,,Generation 82,224.0194902915507,179.09527125355214,,Generation 82,248.82127107619647,210.43940548137232,
Generation 83,232.40032558248873,188.91287763303876,,Generation 83,277.40973507703876,219.77866994151896,,Generation 83,218.93890711254866,177.02186680466286,,Generation 83,217.79957810622645,177.4804665818957,,Generation 83,245.52179734464798,208.2161806780889,
Generation 84,242.68097438269118,187.66830216564313,,Generation 84,262.71167554441246,215.44701964742592,,Generation 84,229.90287946890376,173.44029056054876,,Generation 84,214.45028858091572,174.72074969240407,,Generation 84,253.65260742411547,204.6484440807494,
Generation 85,243.61129037837188,182.60117763998596,,Generation 85,259.8325161111606,217.93958706131502,,Generation 85,215.12248915494084,172.66507808608912,,Generation 85,210.69905556779887,169.09120661764518,,Generation 85,242.30138768574955,201.13303961498605,
Generation 86,230.84069429101683,186.7233406040508,,Generation 86,267.0405384563368,217.93958706131502,,Generation 86,207.2637662950121,175.70598807608565,,Generation 86,220.25317495859258,173.09207484495528,,Generation 86,239.26977115408823,203.62303888211522,
Generation 87,234.7165657272479,183.2189514162028,,Generation 87,265.26138777530514,208.57643301057317,,Generation 87,222.32324571013157,175.62792054060458,,Generation 87,211.5791226390785,168.74969718556565,,Generation 87,236.0187175286966,199.6963753629026,
Generation 88,221.88188273567383,177.77313519304766,,Generation 88,252.78198125338872,205.80479289278105,,Generation 88,223.11971763495293,175.13735956575238,,Generation 88,223.80430826825952,168.5747152697354,,Generation 88,232.59770455140972,199.22171161564177,
Generation 89,217.51473348843305,178.1431143171876,,Generation 89,250.8783735402632,214.5846266765908,,Generation 89,229.67650222093837,176.44054067705304,,Generation 89,211.3501875662797,171.2321032990692,,Generation 89,233.07020882160768,198.09663808188986,
Generation 90,234.01547508940274,177.55692402502746,,Generation 90,244.17174216151562,210.92855895992489,,Generation 90,226.39313958382837,175.6634052049643,,Generation 90,203.16055881812176,167.1737511419159,,Generation 90,232.98073651581592,203.4185996037711,
Generation 91,230.53350671563356,173.77048434372227,,Generation 91,243.58108335771615,205.40119992320308,,Generation 91,213.56885182333073,172.43482706035775,,Generation 91,197.8009811027943,159.7538118287713,,Generation 91,247.12234656585275,197.80454216282476,
Generation 92,229.71942153980257,175.97296088802022,,Generation 92,238.5491228380363,202.97597262684405,,Generation 92,205.23106198799624,169.8980255308644,,Generation 92,195.11389408526156,160.84181864889467,,Generation 92,251.08898119551495,200.0511039294057,
Generation 93,212.58097948182,171.42674204506034,,Generation 93,237.92710082105884,198.898293993866,,Generation 93,203.77265337426041,171.8998902907174,,Generation 93,204.46871449596463,160.70683939875198,,Generation 93,252.10987003534518,201.31043073999103,
Generation 94,226.09397444559775,170.0158882232663,,Generation 94,237.58318616387115,196.29451667690637,,Generation 94,211.95618961835763,168.3901952330972,,Generation 94,210.65983722882717,155.35464102622404,,Generation 94,242.9846355099142,197.41067142418035,
Generation 95,227.48791022598184,170.05023448608154,,Generation 95,249.55118358961474,191.2275935098338,,Generation 95,219.66825413383697,167.89271549277316,,Generation 95,197.68329664405678,157.28000976069177,,Generation 95,235.88522935033882,197.09843064142956,
Generation 96,224.97134347519426,173.51485684874365,,Generation 96,254.98307953316709,198.42711864726527,,Generation 96,203.56383809139987,166.25155720240798,,Generation 96,205.50178950129148,158.53527914148265,,Generation 96,231.69140865928205,198.07250630966678,
Generation 97,225.85732089272213,168.98247605082815,,Generation 97,253.29313316351295,196.87164042746076,,Generation 97,199.36641835242182,164.8910375457508,,Generation 97,208.91415245135838,156.4938008075933,,Generation 97,242.52585039374028,190.44700678252764,
Generation 98,225.01727274737152,164.91766542515734,,Generation 98,242.13282719618397,195.92408440365296,,Generation 98,195.8297416603934,165.66217822072701,,Generation 98,207.41856945715938,158.96509913484476,,Generation 98,244.87349808545122,198.0636241309685,
Generation 99,225.81997385410193,164.56601220090874,,Generation 99,234.1841852141303,196.3082057441128,,Generation 99,213.34754456695467,162.82367525880227,,Generation 99,192.87630271201192,152.8441863297404,,Generation 99,251.04320356679054,195.5148655506739,
Generation 100,225.42725023240095,161.3533490756845,,Generation 100,232.16563761633748,196.36391712036607,,Generation 100,201.6416442866799,165.5845631606761,,Generation 100,201.7529390469564,153.24418519413643,,Generation 100,253.0898974433908,196.95439556636393,
Best,212.58097948182,161.3533490756845,,Best,232.16563761633748,191.2275935098338,,Best,195.8297416603934,162.82367525880227,,Best,192.87630271201192,152.8441863297404,,Best,231.69140865928205,190.44700678252764,
Generation,93,100,,Generation,100,95,,Generation,98,99,,Generation,99,99,,Generation,96,97,

16-59-50
adaptive chance of random and creep selection but not adaprive step
