Number of Runs,5
Number of Generations,100
N (Size of Cromosome),100
P (Size of Population),200

Selection,Survivor
Survivor Elite percentage,0.2
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,0.5,Mutation Rate,0.02

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,,Run 2,,,,Run 3,,,,Run 4,,,,Run 5,,,
Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,
Generation 1,1783.2442184060353,1514.2381881831352,,Generation 1,1810.8366296279432,1490.3369677786839,,Generation 1,1801.120391075337,1578.144223524163,,Generation 1,1786.0682145643523,1515.42661958579,,Generation 1,1794.7554826209337,1550.0582520945081,
Generation 2,1672.7916507731832,1489.4622761971032,,Generation 2,1708.3915206209429,1470.3571464147888,,Generation 2,1702.8926992519691,1509.3462046932732,,Generation 2,1674.1967924258797,1441.0103686924754,,Generation 2,1675.6781875282486,1470.8245464527063,
Generation 3,1587.4252999855626,1411.5044099025927,,Generation 3,1597.7531596177325,1365.6281826900267,,Generation 3,1615.1005726320143,1416.0884505975996,,Generation 3,1569.2195101908278,1415.4037286158964,,Generation 3,1578.9729448487635,1366.604410491696,
Generation 4,1512.7304075948255,1318.377230800701,,Generation 4,1512.2382911662062,1297.7682241435868,,Generation 4,1520.9953406750988,1326.3145782414692,,Generation 4,1486.7013567115764,1275.4594406373194,,Generation 4,1499.4019831641542,1322.8957405746662,
Generation 5,1430.416122286202,1223.9849040613144,,Generation 5,1428.7912967668071,1226.9581709765218,,Generation 5,1446.377242961304,1269.874455094796,,Generation 5,1410.9633227237794,1182.226554794348,,Generation 5,1429.270545569259,1211.8642037422553,
Generation 6,1362.193534913724,1207.1169354232825,,Generation 6,1339.827908833574,1149.6019275145738,,Generation 6,1371.9233783246825,1187.4354132304545,,Generation 6,1331.661961269452,1170.0094118022378,,Generation 6,1353.3863754556953,1126.4406999780101,
Generation 7,1294.3781067538846,1116.4192598906623,,Generation 7,1252.5025429677837,1090.31654178093,,Generation 7,1300.1234510815923,1142.647862274127,,Generation 7,1262.6566065016966,1046.1826957311914,,Generation 7,1285.1576005204918,1079.1897028870453,
Generation 8,1223.5546388154971,1046.4643386312014,,Generation 8,1178.7160728796107,1037.9301412310174,,Generation 8,1233.0842605938897,1092.4030636827154,,Generation 8,1195.6518179212676,1043.4099615495716,,Generation 8,1206.6683461356881,1046.9229283115747,
Generation 9,1166.0383439472714,1019.6908107858998,,Generation 9,1125.2331302546386,955.6342752497197,,Generation 9,1158.5090577183269,1027.2894911461508,,Generation 9,1129.5800616171239,994.1881906654802,,Generation 9,1133.5551312082255,961.6582482457582,
Generation 10,1106.110468445996,927.0266641461624,,Generation 10,1080.5032807016653,928.725506849564,,Generation 10,1110.235509107366,938.9343728451604,,Generation 10,1050.4777438199717,915.0430659883573,,Generation 10,1075.9599426763807,920.7217256387237,
Generation 11,1040.5522195568358,877.7820986918274,,Generation 11,1029.8913907998613,889.3934721607197,,Generation 11,1059.0509500806481,866.1717732955277,,Generation 11,989.9474110996593,801.0514362488306,,Generation 11,1023.807958363528,835.142257484349,
Generation 12,977.554079413952,828.2941766612075,,Generation 12,979.1736593849241,794.056942105246,,Generation 12,991.0078484352322,835.5852823766645,,Generation 12,927.3522301470734,800.3083473197472,,Generation 12,963.509588071665,776.2372715828949,
Generation 13,932.6473998292959,799.3617463854771,,Generation 13,909.1582278813543,782.33507212163,,Generation 13,932.1103438056994,736.1201273935048,,Generation 13,884.5438573902892,729.0396248042189,,Generation 13,902.4015969549316,770.5777873175077,
Generation 14,887.4568817705579,742.3246744860444,,Generation 14,865.974659290947,734.3259746301555,,Generation 14,877.555102961566,728.1499839317535,,Generation 14,841.8854157271027,695.4491766791292,,Generation 14,851.2785267980896,736.7546418145105,
Generation 15,854.1854611611947,697.3416692682708,,Generation 15,828.6618594500499,705.1579972895975,,Generation 15,824.8774566645433,689.2981937656685,,Generation 15,778.5822634249594,672.9526188352249,,Generation 15,805.9124782862037,687.2735427965963,
Generation 16,807.9975616657956,677.5416908598361,,Generation 16,790.9776357932262,658.1567663283413,,Generation 16,778.9034402609379,663.7692713414701,,Generation 16,740.9709316917068,617.0197496611771,,Generation 16,764.9995641646278,648.2662306291891,
Generation 17,757.3563393921411,626.4604711984703,,Generation 17,735.0842610196896,644.9861913299015,,Generation 17,745.2941374155617,650.5666313932621,,Generation 17,706.1765474570919,614.9627976060019,,Generation 17,734.9164257668297,600.0246021544822,
Generation 18,716.335472413029,607.3532837422872,,Generation 18,713.4054006035628,587.4379389398249,,Generation 18,713.0528673937956,586.6613015939641,,Generation 18,671.044058308459,560.1266351951493,,Generation 18,699.96635791149,600.3914199022083,
Generation 19,678.8645528710066,580.9864714455991,,Generation 19,683.1157546738042,551.348919779396,,Generation 19,682.0378330918883,556.5743522141084,,Generation 19,651.8633220388209,557.2905393552787,,Generation 19,678.185245325794,564.5448396847563,
Generation 20,637.7589408844143,520.3385613783255,,Generation 20,643.1306799485543,556.4486255388969,,Generation 20,647.7953167726257,531.0892026877542,,Generation 20,630.8389530647527,523.914546978016,,Generation 20,657.2748869082382,521.7208369699101,
Generation 21,615.4320272802921,525.7122741216881,,Generation 21,606.1141476714583,519.6109365631576,,Generation 21,614.7295009015778,530.2028918729575,,Generation 21,612.877564113955,491.4236530154351,,Generation 21,627.89378368562,507.56271650618237,
Generation 22,591.9228925293403,493.39235445750086,,Generation 22,578.4983338370365,493.2563492097785,,Generation 22,591.0506549708983,501.6129132208043,,Generation 22,593.5612869078429,506.76580261856645,,Generation 22,602.8697701977103,508.18010557416403,
Generation 23,572.6003606365405,473.5309427528522,,Generation 23,561.87088398067,490.8052708025244,,Generation 23,565.4666585151438,482.03436627329063,,Generation 23,579.6554600352941,498.31643582083154,,Generation 23,569.2651551278818,490.0562982893066,
Generation 24,552.5531210082137,470.5298592689919,,Generation 24,535.6930259009299,458.9984839567402,,Generation 24,536.3803615198949,459.5466056013229,,Generation 24,552.3826502303718,462.86277696180434,,Generation 24,541.8244988427741,455.4872882587264,
Generation 25,538.5750118042291,433.7522993126603,,Generation 25,518.056582198037,445.67912740329814,,Generation 25,514.9146129459018,426.46180396253226,,Generation 25,540.1585382024688,460.28018333224827,,Generation 25,516.6334570481763,410.38726412865606,
Generation 26,528.3359113567582,443.6173327735197,,Generation 26,510.95973278698904,440.5242463858981,,Generation 26,498.2730692468187,421.6476372655752,,Generation 26,512.4410583168032,448.55021374116325,,Generation 26,494.0372481592339,421.0035179580932,
Generation 27,509.1679661042639,435.30974331860045,,Generation 27,505.2516426271331,407.20490391493684,,Generation 27,484.10610963055404,406.4627598644313,,Generation 27,505.44904682716947,446.0348775073983,,Generation 27,473.42955863089514,404.0901951922748,
Generation 28,495.833592955048,426.0081596733637,,Generation 28,496.50513151003855,427.4951746230545,,Generation 28,471.34675176842444,385.5024217791388,,Generation 28,501.5683566131262,432.0018805235476,,Generation 28,466.05373891342185,384.7826655057979,
Generation 29,478.1027368431137,419.749339972078,,Generation 29,483.8223802556012,408.0149763564169,,Generation 29,462.80733605111715,383.9186956287099,,Generation 29,478.79523812901243,395.0203948081977,,Generation 29,454.93122249228173,383.17565303409253,
Generation 30,463.2657821676876,403.6801054787459,,Generation 30,481.7997977135063,386.5513646316739,,Generation 30,440.7556156852879,364.66075150083736,,Generation 30,467.12444582981146,391.935337639307,,Generation 30,446.34800011280987,354.44608205993563,
Generation 31,448.3599779799513,387.12289414999805,,Generation 31,471.3035818081317,391.98695586492966,,Generation 31,440.37972918824346,339.4194947851104,,Generation 31,463.8649019679901,398.5166358020987,,Generation 31,421.3004476384233,357.5070542785737,
Generation 32,434.59971724362373,366.68040838871934,,Generation 32,442.81880437691666,383.56968852906834,,Generation 32,414.3084710529341,341.8921626264946,,Generation 32,458.20134716984757,394.245255114569,,Generation 32,408.3917619907281,353.43434979199776,
Generation 33,439.34936503724833,371.52000301475016,,Generation 33,439.1053040977977,377.9101542529597,,Generation 33,411.16533762793676,349.05132917430365,,Generation 33,447.1929680712159,376.14582331213705,,Generation 33,393.1618542347139,335.4059022985273,
Generation 34,434.1070909012961,363.72259198998165,,Generation 34,421.76916859545753,370.00210868396107,,Generation 34,393.13132382618346,329.1473370713146,,Generation 34,439.6076676752821,368.6471746388403,,Generation 34,381.60133283951524,326.6039252796528,
Generation 35,414.5809744586573,353.0064418142771,,Generation 35,409.16114187732114,343.35558244762717,,Generation 35,381.2342003447965,328.5764950097698,,Generation 35,420.24009472940895,357.7547330708005,,Generation 35,383.0755585748698,322.5592384332697,
Generation 36,416.76851084982917,362.1763922290096,,Generation 36,413.0654209568058,356.644783926683,,Generation 36,379.508453291962,328.6486805112494,,Generation 36,421.9900859741197,359.8286640532207,,Generation 36,382.528588610259,310.5442393861051,
Generation 37,413.9758481884814,358.5138481107899,,Generation 37,415.1338286323218,340.6254074169898,,Generation 37,379.7243481627527,310.95616510132777,,Generation 37,417.2894608347395,353.2474813167215,,Generation 37,379.12603486564626,314.5689279659139,
Generation 38,408.680010744957,346.86553496455406,,Generation 38,402.2028260649329,344.7834362709715,,Generation 38,362.0198115463295,280.1000461389334,,Generation 38,397.4624732073793,342.0874912224177,,Generation 38,370.1068221588363,314.8514270271179,
Generation 39,405.293577561591,336.7583630236936,,Generation 39,402.92893855789157,346.06635016067025,,Generation 39,358.52432606747936,294.0900066246826,,Generation 39,382.5763191688267,342.503128915409,,Generation 39,368.69392927958654,302.61588592399846,
Generation 40,386.16420599271805,330.86902593513867,,Generation 40,397.426823349989,328.86554994687094,,Generation 40,356.40899898920594,292.62438347761486,,Generation 40,376.97611121812224,330.5452317791654,,Generation 40,364.36034906463226,306.9152787130313,
Generation 41,374.12033455687475,324.66650246885797,,Generation 41,391.1637740993161,328.76281487054825,,Generation 41,347.9501995235686,283.8050404087145,,Generation 41,380.89020987615004,317.1014989714506,,Generation 41,359.8246801474498,301.8595608473096,
Generation 42,378.8173626806623,319.4827777726681,,Generation 42,371.82936965766777,323.37592002416045,,Generation 42,330.2580936449197,271.23721652481527,,Generation 42,379.73669410202854,329.09094152871035,,Generation 42,356.94349855167195,291.62007433397093,
Generation 43,378.4477027373427,317.8292973784213,,Generation 43,360.3041997588792,314.3184894184262,,Generation 43,320.73070288250415,278.31961949946924,,Generation 43,374.6869373796019,320.2792701196937,,Generation 43,342.87481053303026,293.91509018384045,
Generation 44,359.83491869460283,305.3201696209644,,Generation 44,367.74087974447036,316.55006740361273,,Generation 44,331.09180755209263,278.0130179226604,,Generation 44,371.8160334669225,309.24414381745817,,Generation 44,349.2389679321411,279.1716878736098,
