1740.5496299504202,1673.323690913563,1763.9786422236598,1634.8709687706742,1787.1762538843886,1802.297044704063,1800.9036181995507,1920.170240589615,1825.3787963756888,1741.1464214325174
1662.328105715711,1674.57825536247,1822.036401021363,1653.6217901428777,1826.3757877681896,1755.02982234697,1705.2587342948937,1804.6466903833489,1885.4121819697416,1752.932177083379
1813.539506547398,1724.5024701878092,1696.243362668802,1753.5248156982184,1837.0400090477954,1852.1154634474117,1724.264168365773,1864.6520786778715,1754.9142323408823,1902.453417841946
1672.604868373985,1730.4682488607064,1760.940561294709,1755.9379095700576,1797.9630621031615,1790.2247877753257,1780.3555882801106,1854.9602000005225,1721.4583412523134,1843.5872883865713
1665.158414943867,1893.2913595242467,1710.1627725784233,1716.8525399486223,1855.639621933346,1736.9804998640489,1943.9256028250916,1761.520601837505,1743.1360587742452,1853.905232304312
1768.72892818958,1745.5551092054575,1678.8752767359667,1713.6209281966794,1863.073469790681,1813.8012542101424,1655.2237292220914,1971.1543589166859,1835.6411623848776,1706.7088403506853
1628.3640768567927,1712.994321749101,1753.3136004358137,1690.413638114173,1844.323443788773,1647.9260539515924,1683.5800555847852,1881.421788434643,1641.172788099977,1606.8473019878834
1941.9407292306441,1803.2205542503034,1856.693601319761,1910.418112362866,1805.067198594174,1847.4367789595653,1809.3684573182888,1674.251993080583,1668.2046466932923,1626.5885198056944
1648.7880842711406,1741.037839053858,1764.3310365952204,1718.8780028795422,1800.0459776552623,1930.1556763384278,1775.6534378296524,1818.373790874793,1725.5438007670682,1624.3602813305642
2021.0180288654778,1719.1497833302749,1935.831691784541,1814.2302995175282,1696.101045749718,1777.3610863501856,1732.016783184686,1795.5743605775288,1656.4603690604276,1862.8901179404052
1717.1090983027443,1689.9762189391206,1724.27303110173,1690.5009930908905,1758.1104637144977,1771.6093041121612,1680.2161999550444,1740.015866647424,1646.6582956407865,1867.383761578646
1737.966365424073,1928.2782871532027,1652.6667218611997,1725.879485965941,1843.238777985779,1844.6164245811588,1807.3175294964944,1920.7935125731995,1655.2485634718212,1738.968538496011
1727.3995587499899,1702.4262192977885,1675.7276295100196,1812.7889301249743,1637.4077391890437,1795.4197415980125,1790.3894413794374,1909.9246154475338,1724.2461582193691,1830.7063542231563
1892.6251579637124,1802.7180750194832,1736.5252182467684,1816.9453848667843,1779.5106184087363,1802.7625058935205,1740.8434471258365,1786.2160741626763,1912.669164065856,1742.7982247628113
1828.6331308112872,1648.1408927555349,1652.8142368341855,1652.8142368341853,1876.7658420274051,1810.808366269834,1803.4909137984278,1942.0183410613724,1890.9550562789427,1888.5692106715674
1854.4455955749186,1721.95738869881,1790.2895106957706,1784.0778554722733,1823.8777242625943,1781.9849902998205,1765.345296250554,1757.6331794650878,1697.6999427521532,1857.8164894714046
1703.5958659597627,1724.1709860805306,1896.5344434612425,1680.4368322074793,1756.1481786709487,1814.888304574595,1770.1695198602558,1827.296720721723,1770.6333794560435,1863.7260391807135
1671.0761759353584,1655.1434270164857,1789.6364444557157,1791.4251925407907,1809.6779289387364,1649.4160780132179,1811.7220847295428,1852.4411842932586,1666.9319174351092,1860.1114659510768
1810.5258625588253,1906.331890688,1836.2513554832303,1854.1427112261927,1839.7356266499971,1767.9975515914152,1825.9711990433532,1613.3666824928305,1773.8845307461297,1729.6656116087079
1757.397921873454,1699.5611282159357,1771.8735822914205,1883.5860856206145,1886.3018729809892,1826.2915830123943,1646.0779466923195,1659.697674834579,1682.6663156740688,1759.2099755461004
1725.3088512764962,1726.9145419305607,1920.6683502887167,1691.7721461897168,1956.9857244715167,1673.509860314056,1757.792236720154,1766.715144087124,1801.709052797361,1802.39223455178
1629.1006080809316,1850.876144539297,1719.5401035908953,1787.4034537649782,1635.2886034771354,1578.1368738311069,1609.1426865777084,1826.386683097467,1798.0759094931027,1911.356376087262
1845.6590787294438,1802.1939356119353,1842.3874649403372,1767.279173031787,1784.282666483341,1641.6067996949018,1781.6314270925673,1803.0433734768412,1791.0732878291765,1775.8877105971496
