Number of Runs,5
Number of Generations,100
N (Size of Cromosome),100
P (Size of Population),200

Selection,Survivor
Survivor Elite percentage,0.2
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,0.5,Mutation Rate,0.02

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,,Run 2,,,,Run 3,,,,Run 4,,,,Run 5,,,
Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,,Generations,Mean,Lowest,
Generation 1,1798.2002656643485,1548.5058678571047,,Generation 1,1782.3498620158412,1536.5397305676315,,Generation 1,1797.7958091879634,1545.7430563331427,,Generation 1,1786.3606752167022,1552.7946739097229,,Generation 1,1799.5304659584924,1530.5729783095812,
Generation 2,1690.3032170551896,1396.4271395704427,,Generation 2,1666.1594413511493,1503.371366111837,,Generation 2,1690.6955072455423,1470.4934942390562,,Generation 2,1669.1377119003714,1427.145535551634,,Generation 2,1689.6433665449833,1469.3059500422278,
Generation 3,1601.1241995445785,1402.0395405534732,,Generation 3,1589.2323027097432,1400.0167929931492,,Generation 3,1590.507946177561,1371.4089211314872,,Generation 3,1563.3741521808881,1328.0223255956107,,Generation 3,1603.4949689518046,1318.5741157706016,
Generation 4,1508.8365868408403,1324.4530137600834,,Generation 4,1509.5202120381148,1336.1901221353896,,Generation 4,1502.2072168852405,1310.3205966949977,,Generation 4,1465.8939402196681,1265.062245097777,,Generation 4,1503.1086914607422,1307.8472201313516,
Generation 5,1422.4937667572585,1227.5156412322074,,Generation 5,1433.9231879853487,1247.0794860846695,,Generation 5,1423.4503177562246,1247.7322893877126,,Generation 5,1385.8891021399154,1205.4701186642044,,Generation 5,1426.1650017763213,1232.7877063694134,
Generation 6,1343.080410427305,1148.5144006043972,,Generation 6,1357.5641396833473,1169.7926185339693,,Generation 6,1346.0826326619915,1131.5887033868796,,Generation 6,1311.346379161064,1115.739301689018,,Generation 6,1363.3600861433606,1178.8072805484107,
Generation 7,1267.2858785839821,1059.5043912954116,,Generation 7,1273.964447948993,1098.897251356678,,Generation 7,1265.6828035431822,1033.2047976766055,,Generation 7,1229.9503467845223,1005.2223384239638,,Generation 7,1299.6823256218695,1102.0116035334179,
Generation 8,1192.6026195056925,994.0002991374108,,Generation 8,1205.5993653768571,1053.1127934012366,,Generation 8,1187.4605374672778,978.8324121717806,,Generation 8,1157.698605334028,965.4185964117909,,Generation 8,1220.5733298823184,1047.8815145580797,
Generation 9,1114.6720904155488,973.9098279630975,,Generation 9,1150.357898814621,1018.3498476107751,,Generation 9,1102.5291947879264,961.4195075335475,,Generation 9,1089.6358439064195,869.3448400293378,,Generation 9,1160.537927926868,1018.3735239988195,
Generation 10,1071.6686034824959,928.9495513390823,,Generation 10,1091.8724484409934,924.9781353916618,,Generation 10,1051.4118120656713,888.8959932000291,,Generation 10,1031.1339769986039,846.0478939928696,,Generation 10,1115.419933271339,926.7658863662874,
Generation 11,1021.8578740702839,891.6477857542874,,Generation 11,1051.6247174230186,878.5510293713528,,Generation 11,1009.4207871067351,855.3172549211288,,Generation 11,987.1613886557093,825.8159752130382,,Generation 11,1070.1855912183898,922.3064465272389,
Generation 12,961.603531729826,823.7974486199132,,Generation 12,992.146526619076,851.8166189228299,,Generation 12,952.5552811252485,809.5952548426794,,Generation 12,936.7654361956004,713.5128430774794,,Generation 12,1026.2443081288563,895.3143379787856,
Generation 13,902.7578079884888,747.2385406522906,,Generation 13,941.4668652312309,766.0291573439831,,Generation 13,909.0858302842219,762.4234189908598,,Generation 13,895.9188945407919,755.7634394036139,,Generation 13,967.6040945716196,859.8961010241799,
Generation 14,860.0005253229097,743.3535455062703,,Generation 14,880.5356259035585,735.3385964369006,,Generation 14,868.428174836185,705.893401042621,,Generation 14,852.4034342954739,682.4034521697201,,Generation 14,939.1377519562245,807.856483527262,
Generation 15,836.2241832974145,642.7950410405233,,Generation 15,844.7727242201478,720.657199204122,,Generation 15,825.9263727982178,674.371978968222,,Generation 15,800.6748118309811,651.422305496963,,Generation 15,900.9481484566356,787.5981454812837,
Generation 16,788.3099640002182,658.3530871190316,,Generation 16,806.5966747881722,687.6533954763645,,Generation 16,798.9564912333699,636.0289941039875,,Generation 16,765.5072663560718,632.2597231452091,,Generation 16,866.6151447047522,735.7408291568938,
Generation 17,756.1790515835303,611.6666062839788,,Generation 17,771.7126349145302,660.4253453106998,,Generation 17,754.0646718923351,645.1995025899112,,Generation 17,713.311546356698,598.1152149062248,,Generation 17,831.8759936122682,731.2712190162536,
Generation 18,728.7677614678819,591.0722641373802,,Generation 18,748.9201494605758,639.5450635013417,,Generation 18,728.4781471706181,608.2804177080618,,Generation 18,681.0594525852734,528.2687995333911,,Generation 18,806.8312956308068,706.8077817115669,
Generation 19,698.1075576985403,559.9667189449126,,Generation 19,701.2552535581917,582.9401199100712,,Generation 19,683.1903224822682,559.0996019192147,,Generation 19,637.533326461033,536.2534257230409,,Generation 19,778.8764414665318,652.2057259444546,
Generation 20,654.9102675508852,508.69522537898064,,Generation 20,671.5734779329017,561.1506372544716,,Generation 20,647.6145948522272,535.5451490340181,,Generation 20,609.6167377548303,501.5022097682374,,Generation 20,747.184976937916,629.175913753321,
Generation 21,633.3945357410142,480.44068603809114,,Generation 21,640.8784743940791,538.5047717207923,,Generation 21,629.6520884227893,500.5168625243116,,Generation 21,568.6104716330539,456.2619235320102,,Generation 21,729.6911088671352,615.6182263340309,
Generation 22,601.8692474167574,488.0606067926469,,Generation 22,602.3643743374597,503.3914148982646,,Generation 22,603.6231507877209,530.4385948300553,,Generation 22,547.90510953079,452.95884537677944,,Generation 22,692.5808513243138,582.5535514489568,
Generation 23,565.8760041236696,458.33838059095956,,Generation 23,580.8895043000127,476.0337928512871,,Generation 23,595.3305632082288,507.85642601530446,,Generation 23,533.0018028711297,437.1843188918742,,Generation 23,674.4151916624821,586.6694840620848,
Generation 24,533.6840662576966,447.07558566383864,,Generation 24,578.7872459086275,484.8774736405021,,Generation 24,593.8145527242785,480.00559023984033,,Generation 24,521.9770491173088,404.11226112198847,,Generation 24,655.549746127844,561.5324487420374,
Generation 25,507.22378257907536,413.08098767595516,,Generation 25,577.4321844081472,483.37616886071214,,Generation 25,564.4865181169239,484.2488623514871,,Generation 25,508.79088528694535,416.88722864081853,,Generation 25,624.5604807947224,527.3759353609914,
Generation 26,503.5672547396,400.0327245611014,,Generation 26,545.4724161690993,476.9018801927307,,Generation 26,554.6445083690654,442.01441080620805,,Generation 26,493.63666978013237,410.0984223361795,,Generation 26,602.6310091043604,523.5227469769166,
Generation 27,487.48134664563275,394.00031978502057,,Generation 27,534.9575202661586,443.1977216952291,,Generation 27,532.3182944197188,429.8556368220277,,Generation 27,468.047352084739,397.5091698625306,,Generation 27,581.1427662290001,487.42379381875605,
Generation 28,471.28773150096043,380.4582905491777,,Generation 28,506.5623925662375,418.2267453850724,,Generation 28,523.510069364274,428.8705762911617,,Generation 28,448.97688727568084,383.2383352862787,,Generation 28,574.7225242707559,473.9627306584133,
Generation 29,469.37328392390447,380.2992255789793,,Generation 29,493.6967043173187,432.26115229305015,,Generation 29,505.44546099645885,430.5835361901352,,Generation 29,431.8760920713965,360.7893908839037,,Generation 29,547.6717070040404,456.01657322314543,
Generation 30,452.99652063292297,363.09461204002116,,Generation 30,474.9135301631157,420.3155155358205,,Generation 30,477.87018157481333,391.90965805859867,,Generation 30,430.000630650098,359.5166602153074,,Generation 30,528.0070156174702,447.57247044334395,
Generation 31,451.317272217012,338.9763729474839,,Generation 31,469.1412112089719,403.13945123520534,,Generation 31,476.94564984368566,409.14205568705825,,Generation 31,407.71093098554843,336.73925738541345,,Generation 31,513.5395935171961,440.24314002555764,
Generation 32,430.57968983864555,339.34766942607325,,Generation 32,463.69735389204544,393.2655741664528,,Generation 32,461.01457170526913,391.8941779717893,,Generation 32,389.42985959206663,333.38950376995524,,Generation 32,490.02384721114583,425.36450043302807,
Generation 33,396.4315199093256,292.8472013977223,,Generation 33,437.95896041058194,387.4404564128363,,Generation 33,441.64683787921206,373.4527702425903,,Generation 33,387.22660627450017,315.42615583490465,,Generation 33,485.1639251659193,420.7533335169097,
Generation 34,385.580429469273,297.48625834756797,,Generation 34,445.0610457116572,370.78332761673266,,Generation 34,439.74208830896407,376.10707270535124,,Generation 34,398.3854220500306,319.1570243051035,,Generation 34,493.31816913470846,397.4343406009175,
Generation 35,392.1651318554863,300.3457449039489,,Generation 35,426.17873375489455,355.62132999621997,,Generation 35,436.8189382262672,372.1275600838104,,Generation 35,392.7705823440314,307.16720672531244,,Generation 35,486.28763601463675,389.84198159124287,
Generation 36,378.9582503490649,296.98990778924156,,Generation 36,428.57204350690336,346.9218322188847,,Generation 36,446.21143015773714,362.09939171905353,,Generation 36,383.6121235837682,304.3425699666624,,Generation 36,469.3789644580097,385.1188635256601,
Generation 37,368.4211021480594,289.39832087996774,,Generation 37,421.8879183867688,352.1235098517285,,Generation 37,445.957371446035,361.3530502830432,,Generation 37,394.52527143192833,315.00974825213643,,Generation 37,442.1753332739105,353.51723077778854,
Generation 38,339.11931788995395,268.82731998363886,,Generation 38,430.6430742323739,353.1979528163994,,Generation 38,449.82827032992486,356.5940512169876,,Generation 38,390.5203041285037,316.94322398512213,,Generation 38,441.3730751786519,367.21922058967266,
Generation 39,341.09510547467215,267.6282214859084,,Generation 39,419.22542399365585,351.40001781279454,,Generation 39,451.7025934725246,357.67163496883006,,Generation 39,371.18100057402734,279.6606309979463,,Generation 39,419.32724466212034,360.30159529823493,
Generation 40,340.3879221750892,264.17523258751737,,Generation 40,413.34473245075156,341.364481046749,,Generation 40,455.40424407404595,347.21996383313797,,Generation 40,365.615575735027,284.1447301061178,,Generation 40,424.4959430489943,350.68889924802,
