Number of Runs,1
Number of Generations,100
N (Size of Cromosome),10
P (Size of Population),10

Selection,Survivor
Survivor Elite percentage,0.2
Crossover,Uniform
Uniform probablitly,0.5
Mutation,Creep
Step size,0.5,Mutation Rate,0.02

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1,,,
Generations,Mean,Lowest,
Generation 1,154.8606311225159,143.8859433510494,
Generation 2,147.6899738894666,129.03004135969996,
Generation 3,134.39996793170624,95.63967635036596,
Generation 4,128.16895525081145,95.18391494964938,
Generation 5,113.70016840696144,95.18391494964938,
Generation 6,103.13076067764446,95.13674134083934,
Generation 7,97.86984594892917,79.09420080852017,
Generation 8,93.33838400494271,74.97848673696028,
Generation 9,92.50660234045363,74.97848673696028,
Generation 10,91.49758144999645,81.31447058289189,
Generation 11,86.99572435061894,70.67468094204648,
Generation 12,82.74252226655831,71.32576089401687,
Generation 13,78.3209074089615,73.34422145003089,
Generation 14,73.51912095380808,61.359565356352235,
Generation 15,68.0695694637644,61.28826713828023,
Generation 16,67.5352176988691,62.47261973642522,
Generation 17,72.42736752566165,63.13080727088573,
Generation 18,67.26944192211838,63.130807270885725,
Generation 19,63.962684181770285,45.34434888277531,
Generation 20,62.67121974713035,45.34434888277531,
Generation 21,55.30556425782608,34.52058464413285,
Generation 22,45.5259402446939,34.52058464413285,
Generation 23,39.61198464457809,34.52058464413285,
Generation 24,37.50592412860785,30.561575144612746,
Generation 25,34.94394094240346,30.561575144612746,
Generation 26,33.87880506054156,29.275927536070924,
Generation 27,35.969748792915105,29.275927536070924,
Generation 28,33.752287578947836,30.41275701890791,
Generation 29,34.2151578443931,30.41275701890791,
Generation 30,32.51443802888575,27.854369398913377,
Generation 31,32.287114144222954,25.765086433474494,
Generation 32,29.843784364073276,23.57708691195411,
Generation 33,29.670122875002306,22.93145148913085,
Generation 34,28.33522050166952,22.93145148913085,
Generation 35,25.13598145147631,15.692265248649022,
Generation 36,20.958795666893934,14.521092673228807,
Generation 37,17.744212390264998,14.521092673228807,
Generation 38,16.806689021336798,15.37396683160911,
Generation 39,16.750486938480833,13.7128697025109,
Generation 40,17.442476439513975,13.410651173727857,
Generation 41,17.406745704471522,12.198607730782072,
Generation 42,14.931737662775959,12.198607730782058,
Generation 43,13.579371093866087,12.198607730782058,
Generation 44,12.46007554524473,8.556557932868827,
Generation 45,12.801925877158045,10.988558613779375,
Generation 46,12.749368281704673,10.988558613779361,
Generation 47,11.743274239801716,10.516415485637012,
Generation 48,11.664137934366208,10.516415485637012,
Generation 49,12.090214655403534,9.784731604562651,
Generation 50,11.77132261590077,10.516415485637012,
Generation 51,11.791515834587473,9.980792218417093,
Generation 52,12.209817021419255,9.980792218417093,
Generation 53,12.78664189879154,9.631282231467736,
Generation 54,12.904532469165446,11.41760875210268,
Generation 55,11.848785941332824,10.36067772974448,
Generation 56,12.070585016210924,10.36067772974448,
Generation 57,10.9948363431594,10.36067772974448,
Generation 58,10.544682157860954,7.69963838844069,
Generation 59,10.214508743849443,7.54480106018876,
Generation 60,9.699970417006572,7.54480106018876,
Generation 61,8.779233875558274,6.920681931761294,
Generation 62,8.048547707530352,6.920681931761294,
Generation 63,7.260537558041506,6.747122133547677,
Generation 64,6.951644208725424,6.31225788313462,
Generation 65,6.861245751839864,6.430417481768259,
Generation 66,7.359284736805397,6.46879801419162,
Generation 67,6.899705938781539,5.781252887342191,
Generation 68,6.702357899241851,5.361876718390519,
Generation 69,6.0066685140313085,4.909755645700699,
Generation 70,5.940908106785708,4.909755645700699,
Generation 71,5.866661632712422,4.761988076683835,
Generation 72,5.514403360682974,4.76202598566239,
Generation 73,5.970747130634358,5.378725683321662,
Generation 74,5.455978681765705,5.202424593914316,
Generation 75,5.76201993820885,5.202424593914316,
Generation 76,5.566988078450542,4.9496434537231835,
Generation 77,5.787641894802124,4.949643453723169,
Generation 78,6.294864134842626,4.954101132537133,
Generation 79,6.651065888873008,4.78479011737447,
Generation 80,6.390676164291611,4.62164651718011,
Generation 81,4.9906734120954654,4.62164651718011,
Generation 82,5.173481432612057,4.616578393705922,
Generation 83,5.225308959647665,4.562516988595817,
Generation 84,5.056815973755933,4.07223117729302,
Generation 85,4.564623146526266,4.020645436787163,
Generation 86,4.361218555319691,4.019697999964919,
Generation 87,4.213341713873409,4.019791478614948,
Generation 88,4.084518461684169,3.6502359994966724,
Generation 89,3.944651755892255,3.6502359994966724,
Generation 90,3.9055198781382146,3.64959449716045,
Generation 91,3.904212711739062,3.649099587506271,
Generation 92,3.826301370696825,3.633264995734052,
Generation 93,3.777437189178619,3.6372592035576616,
Generation 94,3.674817083380499,3.6363459697246867,
Generation 95,3.6396591420223516,3.6326421456288926,
Generation 96,3.6363753685319127,3.6326421456288784,
Generation 97,3.6353531443591605,3.6258987564271052,
Generation 98,3.631362031853027,3.609620157395682,
Generation 99,3.6213870330494826,3.6077217611342007,
Generation 100,3.611086099251504,3.607671383777813,
Best,3.611086099251504,3.607671383777813,
Generation,100,100,

09-16-49
"non adaptive, whole aethmetic and scramble"
