Number of Runs,2
Number of Generations,5
N (Size of Cromosome),10
P (Size of Population),10

Selection,Tornamunt
Tornamunt Size,2
Crossover,One Point

Mutation,Creep
Step size,0.5,Mutation Rate,0.4

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1
,,,,,,,,,,,,,,Mean,Best
Generation 1,135.95650111937334,135.95650111937334,149.52094794669466,134.9200778401733,207.12285073215037,165.20823910843433,140.3947739777421,154.27934085763877,130.44879159707747,176.75334678642474,,,,153.05613710850824,130.44879159707747
Generation 2,134.9200778401733,134.9200778401733,152.7746884675246,137.14103345691217,149.52094794669466,135.95650111937334,135.95650111937334,135.95650111937334,130.44879159707747,149.52094794669466,,,,139.711606845337,130.44879159707747
Generation 3,134.9200778401733,130.44879159707747,135.95650111937334,135.95650111937334,135.95650111937334,135.95650111937334,134.9200778401733,135.95650111937334,135.95650111937334,149.52094794669466,,,,136.55489019403586,130.44879159707747
Generation 4,145.52993461349962,120.87535810295118,135.95650111937334,135.95650111937334,135.95650111937334,134.9200778401733,134.9200778401733,135.95650111937334,132.89229291364336,137.98428604590327,,,,135.0948031833837,120.87535810295118
Generation 5,120.87535810295118,120.87535810295118,137.98428604590327,135.95650111937334,134.9200778401733,132.89229291364336,103.06674577397978,153.76511344834472,120.87535810295118,134.9200778401733,,,,129.61311692904445,103.06674577397978

Best Mean,129.61311692904445
Best Mean Generation,5

Lowest,103.06674577397978
Lowest Generation,5



Run 2
,,,,,,,,,,,,,,Mean,Best
Generation 1,152.0650724993506,127.14308880588962,131.86076199036478,147.34739931487547,134.04275577394674,189.63971643068678,120.19686316458095,172.14345279646608,142.96876951127246,175.93660151738936,,,,149.3344481804823,120.19686316458095
Generation 2,152.0650724993506,142.96876951127246,108.34727860977048,152.83856597006587,131.86076199036478,142.96876951127246,107.89691217772877,139.44303979274179,146.13537033109304,153.27710148313304,,,,137.78016418767933,107.89691217772877
Generation 3,131.86076199036478,142.96876951127246,146.13537033109304,108.34727860977048,142.96876951127246,108.34727860977048,139.44303979274179,131.86076199036478,131.86076199036478,131.86076199036478,,,,131.565355432738,108.34727860977048
Generation 4,131.86076199036478,108.34727860977048,131.86076199036478,108.34727860977048,108.34727860977048,108.34727860977048,108.34727860977048,108.34727860977048,129.59900802796983,141.70479375513673,,,,118.5108997422459,108.34727860977048
Generation 5,108.34727860977048,108.34727860977048,108.34727860977048,108.34727860977048,108.34727860977048,108.34727860977048,108.34727860977048,108.34727860977048,155.96518580281526,105.49458421551935,,,,112.82379988964983,105.49458421551935

Best Mean,112.82379988964983
Best Mean Generation,5

Lowest,105.49458421551935
Lowest Generation,5



Run 1
,Mean,Lowest
Generation 1,153.05613710850824,130.44879159707747
Generation 2,139.711606845337,130.44879159707747
Generation 3,136.55489019403586,130.44879159707747
Generation 4,135.0948031833837,120.87535810295118
Generation 5,129.61311692904445,103.06674577397978

Best Mean,129.61311692904445
Best Mean Generation,5

Lowest,103.06674577397978
Lowest Generation,5


Run 2
,Mean,Lowest
Generation 1,149.3344481804823,120.19686316458095
Generation 2,137.78016418767933,107.89691217772877
Generation 3,131.565355432738,108.34727860977048
Generation 4,118.5108997422459,108.34727860977048
Generation 5,112.82379988964983,105.49458421551935

Best Mean,112.82379988964983
Best Mean Generation,5

Lowest,105.49458421551935
Lowest Generation,5



2,2,:,3,0,:,5,0
