Number of Runs,2
Number of Generations,5
N (Size of Cromosome),10
P (Size of Population),10

Selection,Tornamunt
Tornamunt Size,2
Crossover,One Point

Mutation,Creep
Step size,1,Mutation Rate,0.4

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1
,,,,,,,,,,,,,,Mean,Best
Generation 1,186.0418784063928,146.83794095431148,152.4152247302903,152.4152247302903,180.88098884439205,180.88098884439205,160.13336925287427,186.0231151993005,193.72423224315884,140.4130214565609,,,,167.97659846619635,140.4130214565609
Generation 2,190.87976916769148,155.2954784915756,152.4152247302903,146.83794095431148,134.21835641791668,193.50057338078688,160.13336925287427,152.4152247302903,192.26366263644394,141.03255093823844,,,,161.89921507004195,134.21835641791668
Generation 3,157.8912362089515,144.24218323693555,125.73051607031759,206.18180403561234,160.5048039766311,182.7901899213507,149.9942452944983,157.7164579273676,152.4152247302903,152.4152247302903,,,,158.9881886132245,125.73051607031759
Generation 4,131.5359060863906,138.43679322086254,150.0510265706639,146.60638139656197,137.11318986236944,141.03255093823844,125.73051607031759,144.24218323693555,150.0510265706639,144.18540196076998,,,,140.8984975913774,125.73051607031759
Generation 5,138.43679322086254,141.03255093823844,128.8833670928491,141.03255093823844,138.07709722548117,137.64421082167942,125.73051607031759,144.24218323693555,128.8833670928491,152.4152247302903,,,,137.63778613677414,125.73051607031759

Best Mean,137.63778613677414
Best Mean Generation,5

Lowest,125.73051607031759
Lowest Generation,3



Run 2
,,,,,,,,,,,,,,Mean,Best
Generation 1,209.9526213369317,206.24444009439202,162.4804889739,162.4804889739,196.20680874866127,169.43601891409799,181.174633773491,186.66269924767516,219.97068389149467,199.314200623347,,,,189.39230845778908,162.4804889739
Generation 2,157.10937672344272,201.57792099911853,190.1626633170256,153.49245943036544,181.174633773491,162.4804889739,179.7363663096711,182.05832328757594,162.4804889739,162.4804889739,,,,173.27532107623907,153.49245943036544
Generation 3,162.4804889739,162.4804889739,162.4804889739,162.4804889739,157.10937672344272,162.4804889739,162.4804889739,157.10937672344272,162.4804889739,157.10937672344272,,,,160.86915529876282,157.10937672344272
Generation 4,157.10937672344272,157.10937672344272,157.10937672344272,157.10937672344272,157.10937672344272,162.4804889739,162.4804889739,162.4804889739,145.87735549877902,173.71251019856373,,,,159.25782162362563,145.87735549877902
Generation 5,157.10937672344272,145.87735549877902,157.10937672344272,145.87735549877902,157.10937672344272,162.4804889739,157.10937672344272,157.10937672344272,157.10937672344272,157.10937672344272,,,,155.4000837035557,145.87735549877902

Best Mean,155.4000837035557
Best Mean Generation,5

Lowest,145.87735549877902
Lowest Generation,4



Run 1
,Mean,Lowest
Generation 1,167.97659846619635,140.4130214565609
Generation 2,161.89921507004195,134.21835641791668
Generation 3,158.9881886132245,125.73051607031759
Generation 4,140.8984975913774,125.73051607031759
Generation 5,137.63778613677414,125.73051607031759

Best Mean,137.63778613677414
Best Mean Generation,5

Lowest,125.73051607031759
Lowest Generation,3


Run 2
,Mean,Lowest
Generation 1,189.39230845778908,162.4804889739
Generation 2,173.27532107623907,153.49245943036544
Generation 3,160.86915529876282,157.10937672344272
Generation 4,159.25782162362563,145.87735549877902
Generation 5,155.4000837035557,145.87735549877902

Best Mean,155.4000837035557
Best Mean Generation,5

Lowest,145.87735549877902
Lowest Generation,4



2,2,:,3,0,:,5,0
