Number of Runs,2
Number of Generations,5
N (Size of Cromosome),10
P (Size of Population),10

Selection,Tornamunt
Tornamunt Size,2
Crossover,One Point

Mutation,Creep
Step size,0.5,Mutation Rate,0.01

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1
,,,,,,,,,,,,,,Mean,Best
Generation 1,180.46187323384504,166.27277504476388,205.01712740847648,140.49409387736,171.089794654265,119.93313204160563,163.4976782103563,163.4976782103563,176.066839941779,180.77348014285997,,,,166.71044727656675,119.93313204160563
Generation 2,163.267794050226,188.595480746899,157.60921247001968,158.95172134911934,147.62597913579037,112.80124678317523,140.49409387736,163.4976782103563,126.99985225488271,202.7706010002375,,,,156.2613659878066,112.80124678317523
Generation 3,147.4243080046823,105.8710326558529,126.99985225488271,126.99985225488271,151.07916413990395,133.52990058499844,112.80124678317523,140.49409387736,163.9278322816438,156.94917423860193,,,,136.60764570759838,105.8710326558529
Generation 4,131.1895972273463,108.61150181071166,126.99985225488271,147.4243080046823,112.80124678317523,105.8710326558529,154.66513868743684,136.90811932982712,150.39905667960636,124.02510357995868,,,,129.889495701348,105.8710326558529
Generation 5,99.34098432573718,143.43816765994285,144.16933200932993,101.35028913120881,124.41375956144337,115.38733947661457,126.99985225488271,108.61150181071166,126.79283700168115,129.2429728137128,,,,121.97470360452651,99.34098432573718

Best Mean,121.97470360452651
Best Mean Generation,5

Lowest,99.34098432573718
Lowest Generation,5



Run 2
,,,,,,,,,,,,,,Mean,Best
Generation 1,147.15502495102197,139.8536695269014,117.04026152989073,117.04026152989073,149.44915814379615,146.4540794111188,130.25631032859408,146.81383394089056,190.9992837172086,161.12364286908783,,,,144.61855259484008,117.04026152989073
Generation 2,143.92073584488142,142.74676762291054,117.04026152989073,117.04026152989073,139.8536695269014,139.8536695269014,136.2221153649853,120.67181569180681,117.04026152989073,130.25631032859408,,,,130.46458684966532,117.04026152989073
Generation 3,136.2221153649853,117.04026152989073,117.04026152989073,130.25631032859408,130.25631032859408,117.04026152989073,117.04026152989073,120.67181569180681,142.74676762291054,114.14716343388162,,,,124.24615288903354,114.14716343388162
Generation 4,117.04026152989073,117.04026152989073,114.14716343388162,117.04026152989073,117.04026152989073,117.04026152989073,117.04026152989073,130.25631032859408,139.11521346099445,117.77871759579767,,,,120.3538973998612,114.14716343388162
Generation 5,117.04026152989073,117.04026152989073,117.04026152989073,117.04026152989073,117.04026152989073,117.04026152989073,117.04026152989073,117.04026152989073,114.14716343388162,117.04026152989073,,,,116.75095172028982,114.14716343388162

Best Mean,116.75095172028982
Best Mean Generation,5

Lowest,114.14716343388162
Lowest Generation,3



Run 1
,Mean,Lowest
Generation 1,166.71044727656675,119.93313204160563
Generation 2,156.2613659878066,112.80124678317523
Generation 3,136.60764570759838,105.8710326558529
Generation 4,129.889495701348,105.8710326558529
Generation 5,121.97470360452651,99.34098432573718

Best Mean,121.97470360452651
Best Mean Generation,5

Lowest,99.34098432573718
Lowest Generation,5


Run 2
,Mean,Lowest
Generation 1,144.61855259484008,117.04026152989073
Generation 2,130.46458684966532,117.04026152989073
Generation 3,124.24615288903354,114.14716343388162
Generation 4,120.3538973998612,114.14716343388162
Generation 5,116.75095172028982,114.14716343388162

Best Mean,116.75095172028982
Best Mean Generation,5

Lowest,114.14716343388162
Lowest Generation,3



2,2,:,2,9,:,5,9
