Number of Runs,1,,,,,,
,,,,,,,
Number of Generations,100,,,,,,
,,,,,,,
N (Size of Cromosome),100,,,,,,
,,,,,,,
P (Size of Population),100,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Selection,Tornamunt,,,,,,
,,,,,,,
Tornamunt Size,2,,,,,,
,,,,,,,
Crossover,One Point,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Mutation,Creep,,,,,,
,,,,,,,
Step size,0.5,Mutation Rate,0.2,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene),,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Run 1,,,,,,,
,,,,,,,
Generations,Mean,Lowest,,,,,
,,,,,,,
Generation 1,1795.851507,1496.680961,,,,,
,,,,,,,
Generation 2,1737.150973,1399.681128,,,,,
,,,,,,,
Generation 3,1683.720665,1383.685866,,,,,
,,,,,,,
Generation 4,1639.564597,1412.556958,,,,,
,,,,,,,
Generation 5,1576.63314,1383.685866,,,,,
,,,,,,,
Generation 6,1510.065789,1370.854512,,,,,
,,,,,,,
Generation 7,1471.120707,1373.242331,,,,,
,,,,,,,
Generation 8,1435.96837,1348.175537,,,,,
,,,,,,,
Generation 9,1415.436131,1323.392257,,,,,
,,,,,,,
Generation 10,1393.408157,1303.880234,,,,,
,,,,,,,
Generation 11,1382.687714,1322.227883,,,,,
,,,,,,,
Generation 12,1368.377401,1207.315412,,,,,
,,,,,,,
Generation 13,1347.294964,1207.315412,,,,,
,,,,,,,
Generation 14,1325.754432,1188.547943,,,,,
,,,,,,,
Generation 15,1308.227374,1176.985313,,,,,
,,,,,,,
Generation 16,1276.66952,1167.896706,,,,,
,,,,,,,
Generation 17,1245.227136,1167.896706,,,,,
,,,,,,,
Generation 18,1216.960763,1151.848657,,,,,
,,,,,,,
Generation 19,1197.903152,1151.848657,,,,,
,,,,,,,
Generation 20,1186.183647,1146.328325,,,,,
,,,,,,,
Generation 21,1173.736714,1136.47297,,,,,
,,,,,,,
Generation 22,1163.171275,1136.47297,,,,,
,,,,,,,
Generation 23,1157.221628,1130.952638,,,,,
,,,,,,,
Generation 24,1151.475537,1117.75437,,,,,
,,,,,,,
Generation 25,1146.526864,1117.75437,,,,,
,,,,,,,
Generation 26,1140.377775,1114.685045,,,,,
,,,,,,,
Generation 27,1136.328607,1114.685045,,,,,
,,,,,,,
Generation 28,1131.647277,1109.740641,,,,,
,,,,,,,
Generation 29,1126.044265,1100.961762,,,,,
,,,,,,,
Generation 30,1120.756815,1100.961762,,,,,
,,,,,,,
Generation 31,1115.398971,1095.44143,,,,,
,,,,,,,
Generation 32,1111.544468,1091.417344,,,,,
,,,,,,,
Generation 33,1106.177381,1088.34802,,,,,
,,,,,,,
Generation 34,1100.764052,1088.179488,,,,,
,,,,,,,
Generation 35,1097.692442,1076.836684,,,,,
,,,,,,,
Generation 36,1093.037478,1073.271287,,,,,
,,,,,,,
Generation 37,1089.4611,1073.271287,,,,,
,,,,,,,
Generation 38,1087.524908,1073.271287,,,,,
,,,,,,,
Generation 39,1083.85406,1068.197216,,,,,
,,,,,,,
Generation 40,1081.314548,1061.73663,,,,,
,,,,,,,
