Number of Runs,2
Number of Generations,5
N (Size of Cromosome),10
P (Size of Population),10

Selection,Tornamunt
Tornamunt Size,4
Crossover,One Point

Mutation,Creep
Step size,0.5,Mutation Rate,0.4

Fitness Function,10N + SUM(Gene - 10 x Cos(2pi x Gene)

Run 1
,,,,,,,,,,,,,,Mean,Best
Generation 1,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,163.86719686169278,185.94662310756723,135.54484641270977,135.54484641270977,160.69658353713453,160.69658353713453,,,,148.44760655197877,135.54484641270977
Generation 2,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,,,,135.5448464127098,135.54484641270977
Generation 3,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,,,,135.5448464127098,135.54484641270977
Generation 4,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,,,,135.5448464127098,135.54484641270977
Generation 5,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,135.54484641270977,,,,135.5448464127098,135.54484641270977

Best Mean,135.5448464127098
Best Mean Generation,2

Lowest,135.54484641270977
Lowest Generation,1



Run 2
,,,,,,,,,,,,,,Mean,Best
Generation 1,147.66696665988175,143.03348886507032,190.71071686699156,111.03434219737987,130.84485013669578,130.84485013669578,126.61313553748806,164.087319987464,130.84485013669578,130.84485013669578,,,,140.65253706610588,111.03434219737987
Generation 2,126.61313553748806,111.03434219737987,134.5626260114023,119.50520505104787,130.84485013669578,130.84485013669578,130.84485013669578,130.84485013669578,130.84485013669578,130.84485013669578,,,,127.67844096174929,111.03434219737987
Generation 3,138.0067017696652,103.87249056441043,99.35621236650627,142.52297996756937,119.5854557085163,110.95409153991143,117.67588903968594,124.20330329438971,119.50520505104787,126.61313553748806,,,,120.22954648391905,99.35621236650627
Generation 4,99.35621236650627,103.87249056441043,103.87249056441043,110.95409153991143,110.95409153991143,119.50520505104787,99.35621236650627,103.87249056441043,110.95409153991143,99.35621236650627,,,,106.20535884635323,99.35621236650627
Generation 5,99.35621236650627,99.35621236650627,99.35621236650627,99.35621236650627,99.35621236650627,99.35621236650627,99.35621236650627,99.35621236650627,99.35621236650627,99.35621236650627,,,,99.35621236650627,99.35621236650627

Best Mean,99.35621236650627
Best Mean Generation,5

Lowest,99.35621236650627
Lowest Generation,3



Run 1
,Mean,Lowest
Generation 1,148.44760655197877,135.54484641270977
Generation 2,135.5448464127098,135.54484641270977
Generation 3,135.5448464127098,135.54484641270977
Generation 4,135.5448464127098,135.54484641270977
Generation 5,135.5448464127098,135.54484641270977

Best Mean,135.5448464127098
Best Mean Generation,2

Lowest,135.54484641270977
Lowest Generation,1


Run 2
,Mean,Lowest
Generation 1,140.65253706610588,111.03434219737987
Generation 2,127.67844096174929,111.03434219737987
Generation 3,120.22954648391905,99.35621236650627
Generation 4,106.20535884635323,99.35621236650627
Generation 5,99.35621236650627,99.35621236650627

Best Mean,99.35621236650627
Best Mean Generation,5

Lowest,99.35621236650627
Lowest Generation,3



2,2,:,2,7,:,0,9
